"","T_MAPCODE","niaps_ch1","niaps_ch2","niaps_ch4","niaps_ch3","niaps_ch6","niaps_ch5","niaps_ch7","niaps_ch8","niaps_ch9","niaps_ch10","sum_rem","niaps_ext50","niaps_ext70","niaps_ext90","YEAR"
"240","Gm11",39.8108,31.0652,26.534,7.9272,10.762,8.9732,13.4712,12.3968,1.5924,38.7368,4209.3672,0.0454390389130224,0.0286013536666509,0.0204145649255784,2023
"241","Gm12",13.498,12.5184,14.4868,3.7684,9.1804,6.9832,14.264,19.2796,4.9216,30.7452,3707.4124,0.0349692955658238,0.0279518944264199,0.0230279210373251,2023
"242","Gm13",2.1524,1.5928,1.348,1.4448,1.3284,0.8788,0.7716,1.578,0.4856,3.8124,2126.2596,0.00723937942478896,0.00547797644276362,0.00416449618851809,2023
"243","Gm14",9.038,13.6676,9.8404,5.5984,5.0804,5.6508,9.808,8.594,1.626,30.0492,2950.1124,0.03354204402517,0.0258455237163167,0.020612231588193,2023
"244","Gm15",24.1256,26.3028,22.6692,6.8376,7.8252,7.058,11.4292,14.712,2.6356,30.8956,1967.0736,0.0785383932761845,0.0529021384863281,0.0379017846612348,2023
"245","Gm16",42.6636,37.6008,22.2492,13.2628,5.8588,15.4212,30.5256,7.4404,7.2048,55.3704,5328.8756,0.0445868167761319,0.0295246524426279,0.0228605824463232,2023
"246","Gm17",8.2464,8.1604,2.7812,12.5616,3.8512,0.7444,1.2536,0.1576,0.0896,5.8684,805.2008,0.0542900603178735,0.0339140249239693,0.0148593990467968,2023
"247","Gm19",12.6796,7.438,11.6684,3.4404,1.4696,3.5708,3.5152,0.9692,0.0912,8.182,847.0616,0.0625980448175198,0.0388481782198603,0.0210114589068847,2023
"248","Gm2",7.1356,1,0.372,0.4556,2.7092,0.4296,0.0224,0.6972,0.0012,0.1276,2818.7752,0.00459433586615917,0.00170811776689393,0.00141451507023334,2023
"249","Gm21",12.1556,12.6224,3.2696,2.9504,2.4004,3.0732,1.164,0.6728,0.4,3.1532,1192.6756,0.035098898644359,0.0143237607946369,0.00910859583276458,2023
"250","Gm22",9.2548,5.6388,2.7048,3.7524,1.354,0.9536,2.03,0.54,0.4768,6.9416,352.086,0.095564151940151,0.0532631232142147,0.0349232857881313,2023
"251","Gm23",16.5132,26.0956,6.854,11.6212,2.7888,1.0524,4.91,1.9832,4.0688,5.2836,759.7868,0.106833653861847,0.0507537114358923,0.0264374163910192,2023
"252","Gm24",0.142,0.0816,0.016,0,0,0,0,0,0,0,9.3328,0.0256728955940339,0.00171438367906738,0,2023
"253","Gm25",4.8984,4.4324,10.172,8.1936,0.1108,1.5704,2.4268,1.3316,1.2796,3.9708,103.7852,0.369863911232045,0.279958992226252,0.103001198629477,2023
"254","Gm26",2.5148,0.8396,0.5712,1.872,2.6552,2.0228,0.5184,1.8924,0.566,1.386,242.2212,0.0612597080684928,0.0474112092583143,0.0373245611862215,2023
"255","Gm27",2.6348,0.4584,0.6572,0,0.938,0.9484,1.3908,0,0.0736,0.0088,261.144,0.0272263578715192,0.0153815519406917,0.0128649327574059,2023
"256","Gm28",0.2816,0.0148,0.0268,0.0112,0.0016,0,0,0.1144,1.612,0,91.556,0.0225261042422124,0.0192887413167897,0.0188736947878894,2023
"257","Gm29",0.3128,1.5076,0.0244,0,1.036,0,0.1256,0.1796,0,0.0904,502.7088,0.00651749084161646,0.00289630895659674,0.00284777191089553,2023
"258","Gm3",35.2064,41.8232,16.6444,16.8176,8.2152,18.0668,28.3888,16.6568,0.7704,21.1184,6008.3952,0.0339038950034445,0.0210835665403634,0.015514358975588,2023
"259","Gm30",71.8988,50.9904,29.47,17.358,4.3108,9.7352,12.8932,6.3216,1.1868,43.4992,2611.3308,0.0948420629052436,0.0477820734163592,0.029849454538659,2023
"260","Gm31",7.2136,4.0628,3.4436,0.8128,0.7424,0.7592,0.5284,1.4456,0.1688,5.1992,536.1616,0.0454646509559804,0.0244329321607515,0.0164942808287651,2023
"261","Gm4",9.7244,16.47,10.286,5.08,4.4756,8.2068,21.2524,21.3476,1.108,24.1908,7447.7704,0.0163997536766171,0.0128826742564459,0.0108195064659888,2023
"262","Gm5",28.9648,24.5456,13.6104,9.7264,6.6712,6.522,14.3592,15.1908,0.6868,16.5036,2462.3852,0.0555480921506513,0.0338169673859313,0.0243396524637981,2023
"263","Gm6",3.7084,2.254,2.4532,0.5928,0.0796,0.5092,1.4496,0.1836,0.194,1.004,5464.9784,0.00227419014135536,0.00118317027565928,0.00062580302238706,2023
"264","Gm7",0.0232,0.0084,0,0,0,0,0,0,0.0048,0,27.6196,0.00131790467638923,0.000173789627655723,0.000173789627655723,2023
"265","Gm8",19.146,17.2308,8.4092,5.8868,6.7048,4.3208,9.7004,7.746,0.246,11.3156,5504.348,0.0164790452929212,0.00987030616523519,0.00727308665803834,2023
"266","Gm9",4.7472,2.248,1.2084,1.9328,0.4248,0.0404,0.0532,0.032,0.002,0.5508,435.8432,0.0257881733614291,0.00973836462287355,0.00253118552727219,2023
"267","Gs1",6.2168,2.3012,2.0708,0.9296,1.092,0.8904,2.712,0.2832,0.4988,2.9748,281.4492,0.0709527687412151,0.040687982058574,0.0300274436736718,2023
"268","Gs10",46.262,73.3064,55.572,25.3332,28.7676,25.2452,148.7236,59.0972,33.8488,234.5608,7576.2196,0.0964487354616806,0.0806666691657143,0.069987834037968,2023
"269","Gs11",15.6376,21.0168,8.3556,6.4612,4.8644,13.3048,20.4452,10.6668,6.4128,20.0952,1020.7256,0.124676406666003,0.08876626587988,0.0742503176171931,2023
"270","Gs12",28.5384,49.4408,41.1556,20.6936,16.2316,31.8696,101.7792,23.232,15.004,99.3868,4698.084,0.0909586972050734,0.0743606116876582,0.0611958406873951,2023
"271","Gs13",0.0416,0.2024,0.0712,0.5464,0,0.4116,0.4252,0.0492,0.074,0.3692,148.2664,0.0147761057124203,0.0131304192993153,0.00896494418155428,2023
"272","Gs14",10.0412,10.676,13.6044,3.6676,2.5876,4.286,16.9488,10.4844,8.2464,19.946,2135.8588,0.0470482412039597,0.0373485363358289,0.0292618594450157,2023
"273","Gs15",36.3892,24.4616,25.4012,12.1912,12.242,7.0836,21.3764,21.3932,2.6184,21.056,3708.014,0.0496796398287601,0.0332690221773704,0.0231308727529076,2023
"274","Gs16",42.4256,15.9588,11.9896,4.886,1.4036,2.518,1.8192,0,0,0.0416,2980.22,0.027193428673051,0.00760279442457268,0.00194025944393367,2023
"275","Gs17",59.0252,27.0364,16.238,9.5176,6.6304,0.6588,10.4744,1.0324,0,8.3688,4170.7988,0.0333226335444424,0.012688312847889,0.00651309288762622,2023
"276","Gs18",37.3708,5.2784,0.35,1.218,0,0.6056,0.4132,0,0,0.1156,1407.3916,0.0322238671880662,0.001920147882082,0.000806030105622344,2023
"277","Gs19",48.816,56.0732,51.1852,42.3196,22.2572,27.7188,26.412,25.0628,15.1652,30.0436,1334.6488,0.25853512924149,0.17994576550775,0.109886286190045,2023
"278","Gs2",11.2952,9.3244,7.8848,3.0464,1.844,1.3436,3.5628,0.136,1.4256,0.322,1242.8228,0.0323334911461232,0.015742549943564,0.00694708851495161,2023
"279","Gs20",95.9192,111.1424,68.8208,63.9628,51.4492,54.81,47.5708,42.7424,23.688,61.1556,2257.522,0.275196077823383,0.183475332687788,0.124657035457462,2023
"280","Gs3",2.9476,6.8612,25.1668,1.472,6.1384,6.792,10.4948,11.8784,1.7172,50.6456,1563.8912,0.0793622983491435,0.0730902507795939,0.0560565850105174,2023
"281","Gs4",29.6412,22.2512,20.8728,18.3604,15.3268,12.9284,42.0184,20.5064,4.9448,38.9312,4242.93,0.0532136047495481,0.0409832827786459,0.0317365594058822,2023
"282","Gs6",40.4528,16.918,17.9812,9.3544,10.0148,7.468,8.0888,8.3156,2.2032,19.628,3303.6124,0.0425064393147332,0.0251403584754676,0.0168659010966299,2023
"283","Gs7",7.6944,3.416,5.9804,3.1228,2.866,1.6408,0.806,0.6924,0.3212,0.4984,2366.6848,0.0114245885214626,0.00673008927931594,0.00288369621505999,2023
"284","Gs8",5.7052,5.5536,5.3136,1.9864,2.9396,2.6896,7.6252,4.6528,1.2724,23.032,1664.26,0.0365149676132335,0.0297499188828669,0.0253635850167642,2023
"285","Gs9",25.1696,31.414,26.9888,9.3396,12.0536,13.266,36.1764,25.1792,9.8432,37.0972,2020.0288,0.112140777398817,0.0841294935992992,0.0661453935706263,2023
"286","NKb1",8.5124,13.6024,7.5016,10.0276,1.414,1.8764,1.7052,1.1656,0.0204,0,4637.4332,0.009881673336017,0.00511291461837121,0.00133297876937613,2023
"287","NKb2",1.3968,0.0992,0,0,0,0,0,0,0,0,601.392,0.00248756218905473,0,0,2023
"288","NKb3",193.3232,161.9812,73.6568,71.286,37.212,31.9304,41.7164,5.5768,0.6364,3.6188,40919.9956,0.0151744395593239,0.00649153539987184,0.00294943335722157,2023
"289","NKb4",7.346,4.5016,1.9048,13.3168,0.666,1.692,0,0,0,0,2670.3192,0.011020105761139,0.00658333280905144,0.000883040499427934,2023
"290","NKb5",6.5676,13.1876,7.0776,10.4836,0.8916,4.2736,0.8596,0.0396,0,0.4488,8543.5324,0.00513014967907186,0.00281785084586324,0.000762354456571149,2023
"291","NKb6",73.3616,70.7732,34.074,41.2504,7.9588,32.6732,25.1912,11.0528,0,17.0396,40909.9712,0.00766010805698147,0.00413688875928615,0.00229566526803128,2023
"292","NKl1",16.3984,3.914,1.1236,2.0068,0,0.0124,0.1368,0.1212,0,0,20074.7364,0.00118124589670826,0.000169406956696079,0.0000134696662816454,2023
"293","NKl2",54.9072,27.4388,7.2868,1.404,0.0984,0.9256,0,0,0,0.2096,8164.2908,0.0113017042460075,0.00121558629440294,0.000151097018739215,2023
"294","NKl4",4.8112,1.0448,0.3432,0.4532,0,0.0504,0.0004,0,0.0168,0.002,683.2128,0.00983880864058753,0.00126754065497602,0.000101871627697842,2023
"295","NKu1",17.396,11.3796,3.9284,7.36,0.9452,5.6068,1.182,0.242,0,0,16965.0208,0.00283170887712675,0.00113553647986096,0.000470143838550437,2023
"296","NKu2",18.9004,11.7716,2.8616,6.4792,3.9404,4.8292,1.7404,0.2056,0.2336,1.2952,11706.3608,0.00446400046033093,0.00184388644505131,0.00104596126919307,2023
"297","NKu3",190.3688,102.5948,79.4404,81.8588,42.1704,34.1016,43.06,23.1488,7.9748,30.5164,40004.2396,0.0158791869649736,0.00855587316300345,0.00452382052026306,2023
"298","NKu4",148.6952,47.6632,21.2936,35.2012,7.1904,15.2324,9.0408,2.104,0.6632,0.8132,48084.2452,0.00598734988565444,0.00190371710358053,0.000728804203003274,2023
"299","SKk1",0.282,4.5344,3.854,2.5864,0.0008,0.7912,0.0348,0,0,0,1666.85,0.00724936257011729,0.00435984041755407,0.000496025437201908,2023
"300","SKk3",0.9696,0.1752,0.0224,0.0764,0.0012,0.1212,0.0428,0.0272,0.0012,0.0232,1298.8296,0.00112439691857962,0.000242987994730025,0.000166919509687799,2023
"301","SKk4",0.1068,2.6588,0.144,0.4168,0.3836,0.2216,0.4932,0.3084,0,0,979.3724,0.00483289094117825,0.00200904170875144,0.00143643010564725,2023
"302","SKk5",3.2028,7.6996,0.3336,0.7604,4.2128,0.2348,0.28,0.5852,0,0,829.1768,0.0208751619678698,0.00772669954103877,0.00640731868040688,2023
"303","SKk6",0.4064,0.7728,0.0344,0.0004,0.004,0,0.0756,0.0448,0,0,57.032,0.0234675270023846,0.0027914153457708,0.00218123158928321,2023
"304","SKk7",1.7184,0.8036,0.82,0.0036,0,0.0776,0.7928,0.6336,0.1576,0.4792,130.8612,0.0419253376860368,0.0226530094481787,0.0163593181172112,2023
"305","SKk8",0,0,0,0,0,0.0004,0,0,0,0,0.6316,0.000633312222925903,0.000633312222925903,0.000633312222925903,2023
"306","SKk9",0.9224,1.0684,0,0.8384,0,0,0.0412,0.0084,0,0,140.2268,0.0205295991921658,0.00633259833355678,0.000353712699712181,2023
"307","SKn1",7.2696,5.066,0.0984,0.9052,0.162,0,0.1008,0,0,0,7342.0048,0.00185262750032525,0.000172486947979113,0.0000357940381624376,2023
"308","SKn2",0.3996,0,0,0,0,0,0,0,0,0,534.2036,0.00074802940302162,0,0,2023
"309","SKn3",6.71,5.1328,0,0.2496,0.1848,0,0.0248,0,0.0116,0,2891.024,0.00425925208507435,0.000162848872925303,0.0000765126820116332,2023
"310","SKn4",0.5656,0.3912,0.1524,0.0532,0,0,0,0,0,0.022,4581.266,0.000258531157108101,0.0000496805904743361,0.00000480216603881984,2023
"311","SKn5",0.0048,0,0,0,0,0,0,0,0,0,650.5384,0.00000737850371323199,0,0,2023
"312","SKn6",3.7088,0.7392,0.0132,0.3184,0,0,0.1524,0,0,0,391.506,0.0125975080841673,0.00123625180712428,0.000389266064887894,2023
"313","SKr13",0.0116,0,0,0,0,0,0,0,0,0,721.8316,0.0000160702302309846,0,0,2023
"314","SKr15",0.024,0,0,0,0,0,0,0,0,0,200.304,0.000119817876827223,0,0,2023
"315","SKr18",0.0284,0.0188,0,0,0,0,0,0,0,0,812.362,0.0000581021761234524,0,0,2023
"316","SKr19",0,0.0008,0,0,0,0,0,0,0,0,367.7144,0.00000217560149942455,0,0,2023
"317","SKr2",0.214,0,0,0,0,0,0,0,0,0,191.3312,0.00111847936980482,0,0,2023
"318","SKr4",0.0008,0,0,0,0,0,0,0,0,0,827.1612,0.000000967163353406809,0,0,2023
"319","SKs12",0.068,0,0.006,0.0188,0.0156,0.0608,0.0072,0,0,0,423.524,0.000416505322012448,0.000255947714887468,0.000197391411112475,2023
"320","SKs13",0.7784,2.674,0.2016,0.0568,0.0796,0.2048,0.538,0.324,0.164,0.3132,108.1508,0.0493237220621576,0.0174016280970645,0.0150123716144495,2023
"321","SKs14",0.1428,0.1272,0.0264,0.1264,0.0516,0.018,0.0024,0,0,0.158,644.0144,0.00101364193098788,0.000594396647031495,0.000357134871518401,2023
"322","SKs2",0.0024,0,0,0,0,0,0,0,0,0,524.9028,0.0000045722750955034,0,0,2023
"323","SKs4",0.0032,0,0,0,0,0,0,0,0,0,441.4408,0.0000072489901250632,0,0,2023
"324","SKs5",0.0016,0,0,0,0,0,0,0,0,0,565.6908,0.00000282840024974774,0,0,2023
"325","SKs7",0.414,0.378,0.072,0.1028,0.2616,0.2436,0.1708,0.0212,0.0064,0.0012,2540.0112,0.000658107334329864,0.000346297685616504,0.000277479091430778,2023
"326","SKs8",0,0.3888,0,0,0,0,0,0,0,0,727.288,0.000534588773635754,0,0,2023
"327","SKs9",0.2584,0.004,0.0068,0,0,0,0.1592,0,0,0,884.7432,0.000484208299086108,0.000187625064538501,0.000179939218521261,2023
"328","SKt1",0,0,0.0116,0.076,0,0.0548,0,0,0,0,101.3284,0.00140533157535301,0.00140533157535301,0.000540815802874614,2023
"329","SKt2",13.0392,13.4076,8.144,9.984,0.6312,5.7348,2.6944,0.2644,0.6128,0,7313.0976,0.00745407800929663,0.0038377171391778,0.00135887698257986,2023
"330","SKt3",3.6988,1.4944,0.7724,3.9036,0.4312,1.1316,0.8252,3.7444,0,0,5222.7172,0.00306384576978436,0.00206949746388719,0.00117417806960714,2023
"331","SKv1",3.2944,1.9724,0.7012,0.6792,0.33,0.3804,0.6716,0.0024,0.2736,0.0788,447.9824,0.0187150209472515,0.006958309076428,0.00387693802256517,2023
"332","SKv10",0.0216,0.0008,0.0024,0,0.0036,0.0088,0.0016,0,0,0.0372,226.2656,0.00033588844260904,0.000236889743734797,0.000226282740283985,2023
"333","SKv11",3.0852,1.7004,0.3216,0.1568,0.0716,0.174,0.3164,0.384,0.0016,0.288,1369.166,0.00474712343134434,0.00125185696986341,0.000902447183175743,2023
"334","SKv13",2.6048,0.5148,0.3068,0,0.8828,0.0348,0.2168,0.0268,0.1656,0.0768,2513.968,0.00192126550536841,0.000680358699872075,0.000558320551415133,2023
"335","SKv14",1.6368,0.2048,0.4352,0,0,0,0.0424,0,0,0,769.2448,0.00301490500813265,0.000620868675355361,0.000055118994629538,2023
"336","SKv2",0,0.0008,0.3004,0.5664,0,0,0,0,0,0,557.15,0.00155721080498968,0.00155577492596249,0,2023
"337","SKv3",1.008,0.504,0.0948,0.0324,0.026,0.0804,0.4284,0.0408,0,0.038,902.9904,0.00249482165037413,0.000820385244405699,0.000679519959459148,2023
"338","SKv4",0.162,2.5104,0,1.0372,0,0,0,0,0,0,1313.5804,0.00282403726486784,0.000789597652340123,0,2023
"339","SKv5",11.1044,7.1884,6.7572,6.216,3.5968,1.8164,0.6152,0,0,0,6923.8212,0.0053863898160744,0.00274438051635418,0.000870675285491197,2023
"340","SKv6",3.868,1.1468,0,0.33,0.0084,0,0.2848,0.0704,0,0,4674.8652,0.00122108333733345,0.000148367914437405,0.0000777776437275667,2023
"341","SKv7",0.6804,0.4464,0.1392,0.312,0.1976,0.0516,0.0904,0.3744,0.0204,0.5168,496.252,0.00570113571330695,0.00343051514150069,0.00252129966226836,2023
"342","SKv8",2.6532,2.2852,0.6772,0.4456,0.5884,1.1308,1.2376,0.406,0.0336,0.5108,3931.7928,0.00253533197374999,0.00127931461698592,0.000993745143436856,2023
"343","SVcb1",8.5712,1.4256,0,0.0028,0,0.0024,0,0,0,0,5108.8792,0.00195776795818543,0.0000010178357711022,0.000000469770355893324,2023
"344","SVcb10",6.2688,12.4852,2.95,6.8248,2.8864,0.8964,1.5256,8.4592,1.4068,7.7752,919.6632,0.0559752744265509,0.0355830264818686,0.0249543528543928,2023
"345","SVcb11",58.7236,17.212,4.0388,5.3764,1.6764,0.5064,4.848,2.9428,0.414,5.9076,2493.6388,0.0407621183950137,0.0103103945928336,0.00653470743236751,2023
"346","SVcb12",88.1684,63.1472,20.824,17.1696,9.2068,6.3536,6.9036,5.2188,0.5768,4.838,10862.8848,0.0204740088931073,0.00654441258550399,0.00304685179023532,2023
"347","SVcb13",14.4284,11.9344,6.362,4.0804,0.1712,2.6348,2.1668,1.2444,1.654,1.7952,1920.4356,0.0241984683058364,0.0104709577347973,0.00503344137132221,2023
"348","SVcb14",2.4052,2.1472,0.572,0.2424,0.0456,0.03,0.0636,0,0.0064,0,441.2272,0.012493336766183,0.00217574981778095,0.000329988722363444,2023
"349","SVcb15",3.3028,1.8068,1.7104,1.5004,0.2472,0.2684,0.2424,0.0152,0,0,2856.3324,0.00318366307786867,0.00139479564773344,0.000270696785850274,2023
"350","SVcb16",24.4524,2.1928,0.916,0.8212,0.0556,0.7652,0.182,0.1628,0.562,0,9880.8072,0.00304732188277087,0.000350659610077201,0.000174844014768348,2023
"351","SVcb17",71.6052,82.724,12.5404,18.2552,7.4508,4.606,2.3704,1.854,0,1.2824,8214.646,0.0246740273409225,0.00588694874983049,0.00213808361309787,2023
"352","SVcb18",34.9932,0.1448,3.7088,0,0,0.0196,0,0,0,0,5101.8224,0.00761814052954881,0.000730797685156582,0.00000384176446440001,2023
"353","SVcb19",3.3168,1.7492,0,0,0,0,0,0,0,0,10665.7168,0.000474979796950919,0,0,2023
"354","SVcb2",0.146,0.1416,0,0,0,0,0.004,0.0448,0,0,1075.8564,0.000312681134768543,0.0000453592133671371,0.0000453592133671371,2023
"355","SVcb20",177.8564,41.1524,26.346,7.4732,1.8012,2.7368,5.3672,1.7864,0.0024,0,6219.6988,0.0425297122105013,0.00731758907682153,0.00188015535414673,2023
"356","SVcb21",14.7068,16.0176,11.3232,12.5368,9.026,1.084,4.008,13.8012,9.4848,2.5692,3045.662,0.0310466492998895,0.0209587275278741,0.013124634315955,2023
"357","SVcb22",0,0.1068,0,0,0,0,0,0,0,0,0.5316,0.200902934537246,0,0,2023
"358","SVcb23",150.3024,33.598,2.886,4.244,2.6452,0.438,8.3368,0.7016,0,0.006,2519.1048,0.0806469028203987,0.0076446204223024,0.00481424988749972,2023
"359","SVcb24",15.2784,9.0032,0.3728,2.9128,0.0268,3.5828,0.8608,2.7344,1.72,1.3412,596.7168,0.0634022705578258,0.0227102706007272,0.0172041410598797,2023
"360","SVcb25",3.4104,0.602,2.602,0.2352,0.2492,0.6724,0.0664,0.6976,0,0.4388,823.9772,0.0108910780541015,0.0060215258383363,0.00257822667908772,2023
"361","SVcb26",17.6456,16.9,16.994,6.882,1.1268,1.7964,3.6636,2.388,2.3796,2.7476,1747.8652,0.0414926734624615,0.0217282202311711,0.00806812790826203,2023
"362","SVcb27",9.0648,4.5132,1.1336,0.8172,0.2272,0.2368,0,0,0,0,1210.104,0.0132160541573286,0.00199553096262801,0.000383438117715502,2023
"363","SVcb28",55.9116,13.92,13.0308,0.2852,0.0676,0.1196,0.0084,0.1028,0,0.0084,1809.8568,0.0461110514378817,0.00752700434642122,0.000169516173876298,2023
"364","SVcb29",0.4952,0.2248,0,0.1804,0,0,0,0,0,0,373.6608,0.002409672087626,0.000482790809204498,0,2023
"365","SVcb3",12.1992,17.5208,1.8296,4.406,0.81,3.3496,2.1672,0.0116,0.0596,0.588,889.586,0.0482714431207326,0.0148626439714654,0.00785309121321603,2023
"366","SVcb4",27.448,15.8688,1.0784,3.2048,0.2572,1.382,1.0768,0.2356,1.7368,8.6912,3661.8716,0.0166525773323128,0.00482343509805205,0.00365376000622196,2023
"367","SVcb5",0,0.002,0,0,0,0,0,0,0,0,359.8116,0.00000555846448530286,0,0,2023
"368","SVcb6",7.9772,6.1884,3.8148,3.0796,0.4804,1.0832,1.4796,0.616,0.504,3.946,708.9796,0.0411425096011225,0.0211622450067675,0.0114378467307099,2023
"369","SVcb7",4.1844,1.3356,0.8112,0.1392,0.0152,0.0932,0.0084,0,0,0,360.9508,0.0182495786129301,0.00295663564120096,0.000323589807807602,2023
"370","SVcb8",16.9472,12.3996,3.8792,3.926,0.8036,1.3464,1.6448,0.738,2.9056,1.0316,843.362,0.0540953943858035,0.0192980001470306,0.0100431368736082,2023
"371","SVcb9",38.2196,29.6088,22.6388,16.2276,1.7876,3.2344,4.0304,7.3196,2.5212,16.1876,2593.0128,0.0546760123976249,0.028517869252323,0.0135289729383519,2023
"372","SVk1",23.2304,2.6072,0,0.0008,0,0.0508,0.134,0,0,0,12001.9708,0.00216824390207648,0.000015464126941552,0.0000153974712219763,2023
"373","SVk10",6.0992,9.5984,0.3272,0.0364,0.9056,0.2924,0.2232,0,0,0,5539.6844,0.00315584765081563,0.000322184419025748,0.000256548910981283,2023
"374","SVk11",26.09,9.142,0.9488,2.3204,0.1696,4.4672,0.1188,0,0,0,13624.6808,0.00317488538887458,0.000588989945364445,0.000349043039599137,2023
"375","SVk12",10.1332,4.526,1.2984,2.7096,0,0,0,0,0,0,7252.688,0.00257383193651788,0.000552622696578152,0,2023
"376","SVk13",54.1564,16.7376,25.5892,8.7,1.7648,6.4256,5.4576,0.7044,0,3.44,8409.2552,0.0146238396951017,0.0061933665659237,0.00211581163573202,2023
"377","SVk14",9.9728,0.0008,0,0.0088,0,0,0.1916,0,0,0,880.8224,0.0115505691045096,0.000227514649945324,0.000217523986674272,2023
"378","SVk15",0.3744,0.002,0.1128,0.2076,0.5644,0.2612,0,0,0,0,1617.2148,0.000941371548170348,0.000708625718735693,0.000510507324073463,2023
"379","SVk16",0.848,0.386,0.6328,2.154,3.934,0.784,0.7944,0,0,0,7905.7652,0.00120585417841653,0.0010497655559009,0.000697263308553611,2023
"380","SVk17",47.71,18.9112,2.4652,0.3672,1.6464,0.75,0.8724,0,0,0,3751.572,0.0193845140117263,0.00162630491964435,0.000871314744858955,2023
"381","SVk2",12.4764,5.9024,1.9772,2.3156,0.7104,0.0928,0.3636,0.1284,0,0.6292,3227.4224,0.0076209423346631,0.00192636699801055,0.000596265304473316,2023
"382","SVk3",1.2372,0.5988,0,0.1128,0,0,0,0,0,0,576.2632,0.00338178804407431,0.000195743889250606,0,2023
"383","SVk4",38.6892,8.2716,3.2424,3.8208,2.2964,1.2664,1.8076,0.1164,0.96,0,12455.3472,0.00485500717314408,0.0010846747009991,0.000517592957986751,2023
"384","SVk5",1.7172,0.2704,0.038,0.0568,0.0084,0,0.204,0,0,0,1418.3416,0.00161794591655494,0.000216590982031409,0.000149752358670154,2023
"385","SVk6",29.1272,8.2908,3.8556,4.8668,0.0488,2.9932,0.6368,0.0096,0,0.016,4220.3792,0.0118105027150167,0.00294447475241087,0.000877741033317575,2023
"386","SVk7",73.49,22.4344,2.0488,5.7188,0,0.9968,0.89,0,0,0.8344,13112.6348,0.00811531790697015,0.00079990026108254,0.00020752503531937,2023
"387","SVk8",21.3612,11.6148,0,0,0.0108,0,0,0,0,0,3235.7984,0.0101943310188917,0.0000033376615799056,0.0000033376615799056,2023
"388","SVk9",16.678,5.466,0.2864,0.3336,0,0.2724,0.42,0,0,0,5504.2496,0.00426150732699331,0.000238433954739262,0.000125793714005993,2023
"389","SVkd1",33.9652,39.9548,18.598,15.4652,13.364,8.5104,1.6448,0,0,0,37004.7196,0.00355366562485721,0.00155608259223237,0.000635572982425734,2023
"390","SVkd2",1.516,0.1708,0,0,0,0,0,0,0,0,2239.5116,0.000753199938772365,0,0,2023
"391","SVkd3",6.7964,1.7944,0,0,0,0,0,0,0,0,2898.1184,0.00296426812651961,0,0,2023
"392","SVl1",0.9392,1.0836,0.5332,0.0456,0.0036,0.0864,0.1848,0.354,0,0,1579.2596,0.00204551550612705,0.000764662123947197,0.000398161264937063,2023
"393","SVl10",0.7048,4.466,0.6232,1.5156,1.0216,0.4796,0.5556,0.4968,0.0544,0.0276,615.1964,0.0161658943387835,0.00776077363261553,0.00428416031043095,2023
"394","SVl11",0.0012,1.6272,0.0284,0.2204,0.1876,0.0616,0,0.02,0,0.0028,596.5872,0.00360249096862957,0.000872965427350771,0.000455926644084888,2023
"395","SVl12",1.1844,5.236,1.4916,1.1084,0.0412,0.3728,3.5976,0.318,1.4112,7.36,368.3856,0.0600490355757663,0.0426205584583111,0.0355627364370377,2023
"396","SVl13",0.6628,1.4084,0.6184,0.7644,0.508,0.5376,0.2184,0.2048,0.2712,0.2992,72.4612,0.0758088466655258,0.0472252736636986,0.0281419573509685,2023
"397","SVl14",29.3988,15.404,8.6832,8.0888,4.7284,2.424,2.0012,0.4156,0.2236,2.2152,3420.6212,0.0215115312972977,0.00841367643982327,0.00351047347774141,2023
"398","SVl16",29.3592,38.984,49.2712,16.366,0,5.9148,12.1864,0,0,0,2251.9056,0.0675346248972426,0.0371855729654032,0.0080381699836796,2023
"399","SVl17",0.5208,0.4584,4.6776,0.0792,0,0,0,0,0,0,42.6524,0.134482467575095,0.111524791102025,0,2023
"400","SVl18",4.4872,9.6988,1.7052,2.5432,0.0244,0.1668,0.1088,0.026,0.026,0,865.0132,0.0217180500829352,0.00531830034501208,0.000406930206382978,2023
"401","SVl19",0.0168,0.1964,0.0488,0,0.0028,0,0,0.1628,0.0016,0,80.776,0.00531345944339903,0.00267406160245618,0.0020699217589383,2023
"402","SVl20",11.3244,9.166,12.1952,8.7668,0.842,0.8568,6.2184,0.0768,1.0152,0.2644,648.648,0.0782026615359949,0.0466132632799299,0.0142968142968143,2023
"403","SVl21",0.878,1.018,1.2464,3.0152,0.0776,4.0096,1.4764,0.152,0.0052,0.0016,268.5708,0.0442341460799164,0.0371745550893842,0.0213068583777536,2023
"404","SVl22",65.1864,74.1872,48.1292,42.7988,15.4204,10.8472,38.454,11.67,10.8172,10.3172,3681.678,0.0890429852909461,0.0511869859341311,0.026489551775033,2023
"405","SVl23",106.9688,96.5616,72.9212,54.0928,16.6224,20.5388,41.6088,8.6332,7.222,4.7356,5704.3004,0.0753651052458598,0.0396849366488483,0.0174185777453095,2023
"406","SVl24",7.0468,9.6048,4.8108,2.0832,0.052,0.1332,0.2548,0,0,0,182.28,0.131586570111916,0.0402348035988589,0.00241386877331578,2023
"407","SVl25",11.1216,22.8664,24.3588,7.3424,0,0,7.0656,0,0,0.0012,472.9328,0.15384003816187,0.0819735911740526,0.0149425034592652,2023
