"","T_MAPCODE","niaps_ch1","niaps_ch2","niaps_ch4","niaps_ch3","niaps_ch6","niaps_ch5","niaps_ch7","niaps_ch8","niaps_ch9","niaps_ch10","sum_rem","niaps_ext50","niaps_ext70","niaps_ext90","YEAR"
"408","SVl26",5.912,12.6284,6.344,3.462,0,0.0376,1.564,0,0.004,0,510.344,0.0586898249024188,0.0223606038280062,0.00314611320991331,2023
"409","SVl27",0.4312,0.286,0,0,0.0228,0,0.0144,0.606,0,0,426.688,0.00318827808609569,0.00150742462876856,0.00150742462876856,2023
"410","SVl3",17.974,13.8404,7.216,6.734,0.1084,4.056,2.9652,2.392,0.5944,0.978,14882.14,0.0038205795671859,0.00168282249730214,0.000745457306543279,2023
"411","SVl4",0.7228,0.684,0.9128,0.9316,0.7192,0.582,0.062,0.0672,0.2256,0.1964,1968.0536,0.00259322205452128,0.00187840412476571,0.000941234527352304,2023
"412","SVl5",0.2436,3.126,0.2716,0.9804,0.186,0.3156,0.0684,0.0388,0,0.0004,2975.3692,0.00175803392735261,0.000625535815857743,0.000204747699882085,2023
"413","SVl7",0.0064,0.0124,0,0,0,0,0.0064,0.0084,0,0,286.2132,0.000117395004842544,0.0000517097045139777,0.0000517097045139777,2023
"414","SVl8",21.2952,26.8612,8.7708,5.4452,1.2976,0.3444,11.084,7.9848,7.3752,0.7196,1748.3556,0.0521507180804637,0.0246068934717857,0.0164758244833031,2023
"415","SVl9",43.9708,45.0048,43.2336,31.3992,18.5916,15.1308,11.7164,11.9232,2.8624,22.33,1115.6136,0.220652383585141,0.140897529395482,0.0739990978955438,2023
"416","SVmp1",0.82,2.1132,0,0,0,0,0.148,0,0.1092,0,8133.022,0.000392277310942968,0.0000316241613510943,0.0000316241613510943,2023
"417","SVmp2",0.536,0.3008,0,0,0,0,0.0152,0,0,0,2718.2392,0.000313438199257814,0.00000559185519802672,0.00000559185519802672,2023
"418","SVmp7",0.0068,0,0,0,0,0,0,0,0,0,2027.626,0.0000033536756778617,0,0,2023
"419","SVs1",40.3976,13.224,1.6708,2.6008,0.4524,1.9336,0.5168,1.436,0.0164,0.108,1972.284,0.031616339229036,0.00442877394939066,0.00226296010108078,2023
"420","SVs2",64.96,10.222,2.5268,3.342,0.706,1.6736,5.242,6.2424,0.082,3.6552,1631.75,0.0604577907154895,0.0143833307798376,0.0107867013942087,2023
"421","SVs3",53.2012,31.0464,37.3696,19.7572,17.0336,14.8904,17.6896,10.6516,3.7992,15.4728,1014.296,0.217797960358712,0.134737788574538,0.0784161625403235,2023
"422","SVs4",3.8752,10.77,4.3104,5.2744,3.2176,4.8788,2.1744,1.7572,1.7112,6.596,325.9052,0.136742831964633,0.0918058380166993,0.0623960587311893,2023
"423","SVs5",3.866,11.166,9.0012,8.6388,6.532,6.492,7.0896,4.0136,2.4748,10.0968,250.3336,0.277113419852549,0.217065547733105,0.146599577523752,2023
"424","SVs6",331.26,331.1044,181.4908,146.8792,65.276,100.9364,83.6964,54.206,38.212,64.3176,7037.5756,0.198559685809983,0.104441421560004,0.0577818872737935,2023
"425","SVs7",149.7256,113.7752,88.4036,61.4588,48.9896,35.0472,82.884,59.5252,25.2204,124.7232,4782.816,0.165122973578745,0.110029739801824,0.0786962325123944,2023
"426","SVs8",20.7484,30.7648,21.5008,20.458,8.4692,8.4212,4.1192,3.6744,3.44,17.1144,848.6824,0.163442060304302,0.10274420678454,0.0533042749560967,2023
