"","T_MAPCODE","prpinv_niaps","D3_niaps","B1i_niaps","B2i_niaps","prpinv_cfs_iat","D3_cfr_iat","B1i_cfr_iat","B2i_cfr_iat","prpinv_mapwaps","D1_mapwaps","B1i_mapwaps","B2i_mapwaps","prpinv_umgeni","D1_um","B1i_um","B2i_um","prpinv_max","D3_inv","B1i_inv","B2i_inv"
"374","SVk11",0.000418681368300386,1,1,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.000418681368300386,1,1,1
"375","SVk12",0.000179023280747772,1,1,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.000179023280747772,1,1,1
"376","SVk13",0.00515879218411638,1,1,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.00515879218411638,1,1,1
"377","SVk14",0.000217523986674272,1,1,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.000217523986674272,1,1,1
"378","SVk15",0.000580256871257918,1,1,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.000580256871257918,1,1,1
"379","SVk16",0.00077730616133148,1,1,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.00077730616133148,1,1,1
"380","SVk17",0.00152842595050821,1,1,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.00152842595050821,1,1,1
"381","SVk2",0.00120889041360065,1,1,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.00120889041360065,1,1,1
"382","SVk3",0,1,1,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,1,1,1
"383","SVk4",0.000777914886226536,1,1,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.000777914886226536,1,1,1
"384","SVk5",0.000176544211916227,1,1,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.000176544211916227,1,1,1
"385","SVk6",0.00179130823126036,1,1,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.00179130823126036,1,1,1
"386","SVk7",0.000363771284166322,1,1,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.000363771284166322,1,1,1
"387","SVk8",0.0000033376615799056,1,1,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.0000033376615799056,1,1,1
"388","SVk9",0.000177826238112458,1,1,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.000177826238112458,1,1,1
"389","SVkd1",0.00113815752302039,1,1,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.00113815752302039,1,1,1
"390","SVkd2",0,1,1,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,1,1,1
"391","SVkd3",0,1,1,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,1,1,1
"392","SVl1",0.000735787833741837,1,1,1,NA,0,0,0,0.0152002875271425,1,1,1,NA,0,0,0,0.0152002875271425,1,1,1
"393","SVl10",0.00529717013948716,1,1,1,NA,0,0,0,0.00687000118986392,1,1,1,NA,0,0,0,0.00687000118986392,1,1,1
"394","SVl11",0.000503530749570222,1,1,1,NA,0,0,0,0.00034462690449946,1,1,1,NA,0,0,0,0.000503530749570222,1,1,1
"395","SVl12",0.0396117546397036,1,1,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.0396117546397036,1,1,1
"396","SVl13",0.0366761798038122,1,1,1,NA,0,0,0,0.00985354920978399,1,1,1,NA,0,0,0,0.0366761798038122,1,1,1
"397","SVl14",0.00604895976204556,1,1,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.00604895976204556,1,1,1
"398","SVl16",0.0299179503794475,1,1,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.0299179503794475,1,1,1
"399","SVl17",0.10966792021082,1,1,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.10966792021082,1,1,1
"400","SVl18",0.00237822960389506,1,1,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.00237822960389506,1,1,1
"401","SVl19",0.00267406160245618,1,1,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.00267406160245618,1,1,1
"402","SVl20",0.0330977664310998,1,1,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.0330977664310998,1,1,1
"403","SVl21",0.0259477203031752,1,1,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.0259477203031752,1,1,1
"404","SVl22",0.0395621778982301,1,1,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.0395621778982301,1,1,1
"405","SVl23",0.030202126101213,1,1,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.030202126101213,1,1,1
"406","SVl24",0.0288062321702875,1,1,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.0288062321702875,1,1,1
"407","SVl25",0.0664483410750957,1,1,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.0664483410750957,1,1,1
"408","SVl26",0.0155769441788284,1,1,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.0155769441788284,1,1,1
"409","SVl27",0.00150742462876856,1,1,1,NA,0,0,0,0.0376265561721914,1,1,1,NA,0,0,0,0.0376265561721914,1,1,1
"410","SVl3",0.00123033380951933,1,1,1,NA,0,0,0,0.000420020239024764,1,1,1,NA,0,0,0,0.00123033380951933,1,1,1
"411","SVl4",0.0014050430333808,1,1,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.0014050430333808,1,1,1
"412","SVl5",0.000296030489258274,1,1,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.000296030489258274,1,1,1
"413","SVl7",0.0000517097045139777,1,1,1,NA,0,0,0,0.0137198424111816,1,1,1,NA,0,0,0,0.0137198424111816,1,1,1
"414","SVl8",0.0214924240812338,1,1,1,NA,0,0,0,0.00616190436316273,1,1,1,NA,0,0,0,0.0214924240812338,1,1,1
"415","SVl9",0.112752300617346,1,1,1,NA,0,0,0,0.0278580325661143,1,1,1,NA,0,0,0,0.112752300617346,1,1,1
"416","SVmp1",0.0000316241613510943,1,1,1,NA,0,0,0,0.00000904952673188392,1,1,1,NA,0,0,0,0.0000316241613510943,1,1,1
"417","SVmp2",0.00000559185519802672,1,1,1,NA,0,0,0,0.0000725469634901888,1,1,1,NA,0,0,0,0.0000725469634901888,1,1,1
"418","SVmp7",0,1,1,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,1,1,1
"419","SVs1",0.00311009976250885,1,1,1,NA,0,0,0,0.00243676874121577,1,1,1,NA,0,0,0,0.00311009976250885,1,1,1
"420","SVs2",0.0123352229201777,1,1,1,NA,0,0,0,0.00485049793166845,1,1,1,NA,0,0,0,0.0123352229201777,1,1,1
"421","SVs3",0.115259056527877,1,1,1,NA,0,0,0,NA,0,0,0,0.00115074889381403,1,1,1,0.115259056527877,1,1,1
"422","SVs4",0.075621990689317,1,1,1,NA,0,0,0,0.00490326634861917,1,1,1,NA,0,0,0,0.075621990689317,1,1,1
"423","SVs5",0.182556396744185,1,1,1,NA,0,0,0,NA,0,0,0,0.000974699361172452,1,1,1,0.182556396744185,1,1,1
"424","SVs6",0.0835707114819484,1,1,1,NA,0,0,0,0.0184137275910755,1,1,1,0.00028725801538814,1,1,1,0.0835707114819484,1,1,1
"425","SVs7",0.0971798204237838,1,1,1,NA,0,0,0,0.000124612780420572,1,1,1,NA,0,0,0,0.0971798204237838,1,1,1
"426","SVs8",0.0786386049716596,1,1,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.0786386049716596,1,1,1
