"","nlc2022_7class","T_MAPCODE","niaps_arc","n"
"7204","4","SVl17","1",48
"7205","5","SVl17","1",0
"7206","6","SVl17","1",0
"7207","7","SVl17","1",0
"7208","NaN","SVl17","1",0
"7209","1","SVl18","1",11177
"7210","2","SVl18","1",437
"7211","3","SVl18","1",0
"7212","4","SVl18","1",46
"7213","5","SVl18","1",31
"7214","6","SVl18","1",0
"7215","7","SVl18","1",1
"7216","NaN","SVl18","1",0
"7217","1","SVl19","1",99
"7218","2","SVl19","1",46
"7219","3","SVl19","1",0
"7220","4","SVl19","1",0
"7221","5","SVl19","1",7
"7222","6","SVl19","1",0
"7223","7","SVl19","1",0
"7224","NaN","SVl19","1",0
"7225","1","SVl2","1",0
"7226","2","SVl2","1",0
"7227","3","SVl2","1",0
"7228","4","SVl2","1",0
"7229","5","SVl2","1",0
"7230","6","SVl2","1",0
"7231","7","SVl2","1",0
"7232","NaN","SVl2","1",0
"7233","1","SVl20","1",28996
"7234","2","SVl20","1",13826
"7235","3","SVl20","1",599
"7236","4","SVl20","1",21
"7237","5","SVl20","1",408
"7238","6","SVl20","1",0
"7239","7","SVl20","1",1
"7240","NaN","SVl20","1",0
"7241","1","SVl21","1",2400
"7242","2","SVl21","1",156
"7243","3","SVl21","1",7
"7244","4","SVl21","1",0
"7245","5","SVl21","1",23
"7246","6","SVl21","1",0
"7247","7","SVl21","1",0
"7248","NaN","SVl21","1",0
"7249","1","SVl22","1",153058
"7250","2","SVl22","1",20667
"7251","3","SVl22","1",22
"7252","4","SVl22","1",298
"7253","5","SVl22","1",369
"7254","6","SVl22","1",0
"7255","7","SVl22","1",3622
"7256","NaN","SVl22","1",0
"7257","1","SVl23","1",278904
"7258","2","SVl23","1",75098
"7259","3","SVl23","1",78
"7260","4","SVl23","1",1604
"7261","5","SVl23","1",1878
"7262","6","SVl23","1",23
"7263","7","SVl23","1",45
"7264","NaN","SVl23","1",0
"7265","1","SVl24","1",15603
"7266","2","SVl24","1",6960
"7267","3","SVl24","1",79
"7268","4","SVl24","1",101
"7269","5","SVl24","1",473
"7270","6","SVl24","1",0
"7271","7","SVl24","1",31
"7272","NaN","SVl24","1",0
"7273","1","SVl25","1",24282
"7274","2","SVl25","1",913
"7275","3","SVl25","1",0
"7276","4","SVl25","1",4
"7277","5","SVl25","1",28
"7278","6","SVl25","1",0
"7279","7","SVl25","1",0
"7280","NaN","SVl25","1",0
"7281","1","SVl26","1",13279
"7282","2","SVl26","1",2163
"7283","3","SVl26","1",0
"7284","4","SVl26","1",40
"7285","5","SVl26","1",14
"7286","6","SVl26","1",0
"7287","7","SVl26","1",0
"7288","NaN","SVl26","1",0
"7289","1","SVl27","1",444
"7290","2","SVl27","1",122
"7291","3","SVl27","1",0
"7292","4","SVl27","1",0
"7293","5","SVl27","1",5
"7294","6","SVl27","1",0
"7295","7","SVl27","1",294
"7296","NaN","SVl27","1",0
"7297","1","SVl3","1",20827
"7298","2","SVl3","1",12700
"7299","3","SVl3","1",289
"7300","4","SVl3","1",79
"7301","5","SVl3","1",464
"7302","6","SVl3","1",0
"7303","7","SVl3","1",668
"7304","NaN","SVl3","1",0
"7305","1","SVl4","1",695
"7306","2","SVl4","1",719
"7307","3","SVl4","1",14
"7308","4","SVl4","1",0
"7309","5","SVl4","1",41
"7310","6","SVl4","1",0
"7311","7","SVl4","1",0
"7312","NaN","SVl4","1",0
"7313","1","SVl5","1",1041
"7314","2","SVl5","1",559
"7315","3","SVl5","1",40
"7316","4","SVl5","1",2
"7317","5","SVl5","1",0
"7318","6","SVl5","1",0
"7319","7","SVl5","1",1
"7320","NaN","SVl5","1",0
"7321","1","SVl6","1",0
"7322","2","SVl6","1",0
"7323","3","SVl6","1",0
"7324","4","SVl6","1",0
"7325","5","SVl6","1",0
"7326","6","SVl6","1",0
"7327","7","SVl6","1",0
"7328","NaN","SVl6","1",0
"7329","1","SVl7","1",16
"7330","2","SVl7","1",0
"7331","3","SVl7","1",0
"7332","4","SVl7","1",0
"7333","5","SVl7","1",0
"7334","6","SVl7","1",0
"7335","7","SVl7","1",1
"7336","NaN","SVl7","1",0
"7337","1","SVl8","1",12745
"7338","2","SVl8","1",1901
"7339","3","SVl8","1",11
"7340","4","SVl8","1",6
"7341","5","SVl8","1",122
"7342","6","SVl8","1",0
"7343","7","SVl8","1",5563
"7344","NaN","SVl8","1",0
"7345","1","SVl9","1",93093
"7346","2","SVl9","1",91187
"7347","3","SVl9","1",182
"7348","4","SVl9","1",943
"7349","5","SVl9","1",1236
"7350","6","SVl9","1",5
"7351","7","SVl9","1",33953
"7352","NaN","SVl9","1",0
"7353","1","SVmp1","1",5673
"7354","2","SVmp1","1",946
"7355","3","SVmp1","1",1
"7356","4","SVmp1","1",13
"7357","5","SVmp1","1",57
"7358","6","SVmp1","1",0
"7359","7","SVmp1","1",19
"7360","NaN","SVmp1","1",0
"7361","1","SVmp2","1",921
"7362","2","SVmp2","1",171
"7363","3","SVmp2","1",0
"7364","4","SVmp2","1",4
"7365","5","SVmp2","1",5
"7366","6","SVmp2","1",0
"7367","7","SVmp2","1",0
"7368","NaN","SVmp2","1",0
"7369","1","SVmp3","1",0
"7370","2","SVmp3","1",0
"7371","3","SVmp3","1",0
"7372","4","SVmp3","1",0
"7373","5","SVmp3","1",0
"7374","6","SVmp3","1",0
"7375","7","SVmp3","1",0
"7376","NaN","SVmp3","1",0
"7377","1","SVmp4","1",0
"7378","2","SVmp4","1",0
"7379","3","SVmp4","1",0
"7380","4","SVmp4","1",0
"7381","5","SVmp4","1",0
"7382","6","SVmp4","1",0
"7383","7","SVmp4","1",0
"7384","NaN","SVmp4","1",0
"7385","1","SVmp5","1",0
"7386","2","SVmp5","1",0
"7387","3","SVmp5","1",0
"7388","4","SVmp5","1",0
"7389","5","SVmp5","1",0
"7390","6","SVmp5","1",0
"7391","7","SVmp5","1",0
"7392","NaN","SVmp5","1",0
"7393","1","SVmp6","1",0
"7394","2","SVmp6","1",0
"7395","3","SVmp6","1",0
"7396","4","SVmp6","1",0
"7397","5","SVmp6","1",0
"7398","6","SVmp6","1",0
"7399","7","SVmp6","1",0
"7400","NaN","SVmp6","1",0
"7401","1","SVmp7","1",17
"7402","2","SVmp7","1",0
"7403","3","SVmp7","1",0
"7404","4","SVmp7","1",4
"7405","5","SVmp7","1",0
"7406","6","SVmp7","1",0
"7407","7","SVmp7","1",0
"7408","NaN","SVmp7","1",0
"7409","1","SVmp8","1",0
"7410","2","SVmp8","1",0
"7411","3","SVmp8","1",0
"7412","4","SVmp8","1",0
"7413","5","SVmp8","1",0
"7414","6","SVmp8","1",0
"7415","7","SVmp8","1",0
"7416","NaN","SVmp8","1",0
"7417","1","SVs1","1",97313
"7418","2","SVs1","1",15825
"7419","3","SVs1","1",23
"7420","4","SVs1","1",83
"7421","5","SVs1","1",100
"7422","6","SVs1","1",0
"7423","7","SVs1","1",19
"7424","NaN","SVs1","1",0
"7425","1","SVs2","1",163229
"7426","2","SVs2","1",10588
"7427","3","SVs2","1",95
"7428","4","SVs2","1",191
"7429","5","SVs2","1",87
"7430","6","SVs2","1",0
"7431","7","SVs2","1",298
"7432","NaN","SVs2","1",0
"7433","1","SVs3","1",148884
"7434","2","SVs3","1",17098
"7435","3","SVs3","1",31
"7436","4","SVs3","1",320
"7437","5","SVs3","1",130
"7438","6","SVs3","1",0
"7439","7","SVs3","1",562
"7440","NaN","SVs3","1",0
"7441","1","SVs4","1",2403
"7442","2","SVs4","1",659
"7443","3","SVs4","1",0
"7444","4","SVs4","1",117
"7445","5","SVs4","1",19
"7446","6","SVs4","1",0
"7447","7","SVs4","1",1127
"7448","NaN","SVs4","1",0
"7449","1","SVs5","1",17177
"7450","2","SVs5","1",6529
"7451","3","SVs5","1",6
"7452","4","SVs5","1",113
"7453","5","SVs5","1",245
"7454","6","SVs5","1",0
"7455","7","SVs5","1",4657
"7456","NaN","SVs5","1",0
"7457","1","SVs6","1",696880
"7458","2","SVs6","1",155209
"7459","3","SVs6","1",1064
"7460","4","SVs6","1",987
"7461","5","SVs6","1",1066
"7462","6","SVs6","1",7
"7463","7","SVs6","1",1546
"7464","NaN","SVs6","1",0
"7465","1","SVs7","1",275958
"7466","2","SVs7","1",34099
"7467","3","SVs7","1",180
"7468","4","SVs7","1",2359
"7469","5","SVs7","1",975
"7470","6","SVs7","1",0
"7471","7","SVs7","1",8601
"7472","NaN","SVs7","1",0
"7473","1","SVs8","1",29638
"7474","2","SVs8","1",3289
"7475","3","SVs8","1",6
"7476","4","SVs8","1",100
"7477","5","SVs8","1",19
"7478","6","SVs8","1",0
"7479","7","SVs8","1",411
"7480","NaN","SVs8","1",0
"7481","1",NA,"1",122
"7482","2",NA,"1",13
"7483","3",NA,"1",1
"7484","4",NA,"1",2
"7485","5",NA,"1",0
"7486","6",NA,"1",0
"7487","7",NA,"1",0
"7488","NaN",NA,"1",0
"7489","1","AT15","2",2983
"7490","2","AT15","2",24
"7491","3","AT15","2",0
"7492","4","AT15","2",0
"7493","5","AT15","2",0
"7494","6","AT15","2",0
"7495","7","AT15","2",0
"7496","NaN","AT15","2",0
"7497","1","AT16","2",8592
"7498","2","AT16","2",286
"7499","3","AT16","2",0
"7500","4","AT16","2",2
"7501","5","AT16","2",0
"7502","6","AT16","2",0
"7503","7","AT16","2",0
"7504","NaN","AT16","2",0
"7505","1","AT17","2",23981
"7506","2","AT17","2",1882
"7507","3","AT17","2",8
"7508","4","AT17","2",2
"7509","5","AT17","2",97
"7510","6","AT17","2",0
"7511","7","AT17","2",333
"7512","NaN","AT17","2",0
"7513","1","AT18","2",101526
"7514","2","AT18","2",5909
"7515","3","AT18","2",46
"7516","4","AT18","2",22
"7517","5","AT18","2",182
"7518","6","AT18","2",0
"7519","7","AT18","2",2
"7520","NaN","AT18","2",0
"7521","1","AT19","2",18730
"7522","2","AT19","2",51
"7523","3","AT19","2",1
"7524","4","AT19","2",3
"7525","5","AT19","2",27
"7526","6","AT19","2",0
"7527","7","AT19","2",0
"7528","NaN","AT19","2",0
"7529","1","AT20","2",47
"7530","2","AT20","2",0
"7531","3","AT20","2",0
"7532","4","AT20","2",0
"7533","5","AT20","2",0
"7534","6","AT20","2",0
"7535","7","AT20","2",0
"7536","NaN","AT20","2",0
"7537","1","AT21","2",44271
"7538","2","AT21","2",2442
"7539","3","AT21","2",392
"7540","4","AT21","2",91
"7541","5","AT21","2",329
"7542","6","AT21","2",0
"7543","7","AT21","2",0
"7544","NaN","AT21","2",0
"7545","1","AT22","2",5640
"7546","2","AT22","2",2413
"7547","3","AT22","2",109
"7548","4","AT22","2",49
"7549","5","AT22","2",217
"7550","6","AT22","2",0
"7551","7","AT22","2",0
"7552","NaN","AT22","2",0
"7553","1","AT23","2",26298
"7554","2","AT23","2",1291
"7555","3","AT23","2",7
"7556","4","AT23","2",14
"7557","5","AT23","2",1
"7558","6","AT23","2",0
"7559","7","AT23","2",0
"7560","NaN","AT23","2",0
"7561","1","AT24","2",75124
"7562","2","AT24","2",16770
"7563","3","AT24","2",67
"7564","4","AT24","2",36
"7565","5","AT24","2",657
"7566","6","AT24","2",0
"7567","7","AT24","2",0
"7568","NaN","AT24","2",0
"7569","1","AT25","2",25155
"7570","2","AT25","2",107
"7571","3","AT25","2",17
"7572","4","AT25","2",3
"7573","5","AT25","2",0
"7574","6","AT25","2",0
"7575","7","AT25","2",0
"7576","NaN","AT25","2",0
"7577","1","AT26","2",1486
"7578","2","AT26","2",40
"7579","3","AT26","2",0
"7580","4","AT26","2",4
"7581","5","AT26","2",6
"7582","6","AT26","2",0
"7583","7","AT26","2",0
"7584","NaN","AT26","2",0
"7585","1","AT27","2",35600
"7586","2","AT27","2",45
"7587","3","AT27","2",0
"7588","4","AT27","2",47
"7589","5","AT27","2",2
"7590","6","AT27","2",0
"7591","7","AT27","2",0
"7592","NaN","AT27","2",0
"7593","1","AT28","2",71300
"7594","2","AT28","2",1529
"7595","3","AT28","2",9
"7596","4","AT28","2",15
"7597","5","AT28","2",110
"7598","6","AT28","2",0
"7599","7","AT28","2",485
"7600","NaN","AT28","2",0
"7601","1","AT29","2",9915
"7602","2","AT29","2",76
"7603","3","AT29","2",0
"7604","4","AT29","2",19
"7605","5","AT29","2",0
"7606","6","AT29","2",2
"7607","7","AT29","2",0
"7608","NaN","AT29","2",0
"7609","1","AT30","2",11305
"7610","2","AT30","2",318
"7611","3","AT30","2",10
"7612","4","AT30","2",1
"7613","5","AT30","2",29
"7614","6","AT30","2",0
"7615","7","AT30","2",0
"7616","NaN","AT30","2",0
"7617","1","AT31","2",9004
"7618","2","AT31","2",1032
"7619","3","AT31","2",1
"7620","4","AT31","2",0
"7621","5","AT31","2",0
"7622","6","AT31","2",0
"7623","7","AT31","2",0
"7624","NaN","AT31","2",0
"7625","1","AT32","2",201860
"7626","2","AT32","2",3675
"7627","3","AT32","2",59
"7628","4","AT32","2",43
"7629","5","AT32","2",29
"7630","6","AT32","2",0
"7631","7","AT32","2",226
"7632","NaN","AT32","2",0
"7633","1","AT33","2",108
"7634","2","AT33","2",0
"7635","3","AT33","2",1
"7636","4","AT33","2",0
"7637","5","AT33","2",0
"7638","6","AT33","2",0
"7639","7","AT33","2",0
"7640","NaN","AT33","2",0
"7641","1","AT34","2",112
"7642","2","AT34","2",50
"7643","3","AT34","2",0
"7644","4","AT34","2",2
"7645","5","AT34","2",5
"7646","6","AT34","2",0
"7647","7","AT34","2",0
"7648","NaN","AT34","2",0
"7649","1","AT35","2",1711
"7650","2","AT35","2",374
"7651","3","AT35","2",0
"7652","4","AT35","2",0
"7653","5","AT35","2",0
"7654","6","AT35","2",0
"7655","7","AT35","2",0
"7656","NaN","AT35","2",0
"7657","1","AT36","2",2478
"7658","2","AT36","2",1726
"7659","3","AT36","2",0
"7660","4","AT36","2",6
"7661","5","AT36","2",2
"7662","6","AT36","2",0
"7663","7","AT36","2",375
"7664","NaN","AT36","2",0
"7665","1","AT37","2",7467
"7666","2","AT37","2",949
"7667","3","AT37","2",15
"7668","4","AT37","2",8
"7669","5","AT37","2",71
"7670","6","AT37","2",0
"7671","7","AT37","2",0
"7672","NaN","AT37","2",0
"7673","1","AT38","2",33083
"7674","2","AT38","2",3825
"7675","3","AT38","2",3
"7676","4","AT38","2",32
"7677","5","AT38","2",231
"7678","6","AT38","2",1
"7679","7","AT38","2",578
"7680","NaN","AT38","2",0
"7681","1","AT39","2",8299
"7682","2","AT39","2",51
"7683","3","AT39","2",0
"7684","4","AT39","2",26
"7685","5","AT39","2",0
"7686","6","AT39","2",0
"7687","7","AT39","2",0
"7688","NaN","AT39","2",0
"7689","1","AT40","2",9609
"7690","2","AT40","2",242
"7691","3","AT40","2",0
"7692","4","AT40","2",17
"7693","5","AT40","2",49
"7694","6","AT40","2",0
"7695","7","AT40","2",116
"7696","NaN","AT40","2",0
"7697","1","AT41","2",2928
"7698","2","AT41","2",45
"7699","3","AT41","2",0
"7700","4","AT41","2",5
"7701","5","AT41","2",2
"7702","6","AT41","2",0
"7703","7","AT41","2",0
"7704","NaN","AT41","2",0
"7705","1","AT42","2",5588
"7706","2","AT42","2",468
"7707","3","AT42","2",1
"7708","4","AT42","2",0
"7709","5","AT42","2",0
"7710","6","AT42","2",0
"7711","7","AT42","2",10
"7712","NaN","AT42","2",0
"7713","1","AT43","2",733
"7714","2","AT43","2",4
"7715","3","AT43","2",1
"7716","4","AT43","2",0
"7717","5","AT43","2",0
"7718","6","AT43","2",0
"7719","7","AT43","2",0
"7720","NaN","AT43","2",0
"7721","1","AT44","2",7764
"7722","2","AT44","2",604
"7723","3","AT44","2",1
"7724","4","AT44","2",332
"7725","5","AT44","2",13
"7726","6","AT44","2",0
"7727","7","AT44","2",72
"7728","NaN","AT44","2",0
"7729","1","AT45","2",32994
"7730","2","AT45","2",3600
"7731","3","AT45","2",3
"7732","4","AT45","2",5
"7733","5","AT45","2",57
"7734","6","AT45","2",0
"7735","7","AT45","2",0
"7736","NaN","AT45","2",0
"7737","1","AT46","2",755
"7738","2","AT46","2",54
"7739","3","AT46","2",0
"7740","4","AT46","2",4
"7741","5","AT46","2",5
"7742","6","AT46","2",0
"7743","7","AT46","2",0
"7744","NaN","AT46","2",0
"7745","1","AT47","2",19142
"7746","2","AT47","2",42
"7747","3","AT47","2",0
"7748","4","AT47","2",20
"7749","5","AT47","2",0
"7750","6","AT47","2",0
"7751","7","AT47","2",0
"7752","NaN","AT47","2",0
"7753","1","AT48","2",4032
"7754","2","AT48","2",225
"7755","3","AT48","2",0
"7756","4","AT48","2",141
"7757","5","AT48","2",0
"7758","6","AT48","2",0
"7759","7","AT48","2",0
"7760","NaN","AT48","2",0
"7761","1","AT49","2",115911
"7762","2","AT49","2",245
"7763","3","AT49","2",73
"7764","4","AT49","2",118
"7765","5","AT49","2",13
"7766","6","AT49","2",2
"7767","7","AT49","2",0
"7768","NaN","AT49","2",0
"7769","1","AT50","2",50040
"7770","2","AT50","2",767
"7771","3","AT50","2",4
"7772","4","AT50","2",49
"7773","5","AT50","2",11
"7774","6","AT50","2",0
"7775","7","AT50","2",0
"7776","NaN","AT50","2",0
"7777","1","AT51","2",175949
"7778","2","AT51","2",1753
"7779","3","AT51","2",20
"7780","4","AT51","2",289
"7781","5","AT51","2",117
"7782","6","AT51","2",1
"7783","7","AT51","2",91
"7784","NaN","AT51","2",0
"7785","1","AT52","2",8251
"7786","2","AT52","2",1182
"7787","3","AT52","2",0
"7788","4","AT52","2",0
"7789","5","AT52","2",0
"7790","6","AT52","2",0
"7791","7","AT52","2",0
"7792","NaN","AT52","2",0
"7793","1","AT53","2",0
"7794","2","AT53","2",0
"7795","3","AT53","2",0
"7796","4","AT53","2",0
"7797","5","AT53","2",0
"7798","6","AT53","2",0
"7799","7","AT53","2",0
"7800","NaN","AT53","2",0
"7801","1","AT54","2",12856
"7802","2","AT54","2",54
"7803","3","AT54","2",0
"7804","4","AT54","2",0
"7805","5","AT54","2",15
"7806","6","AT54","2",0
"7807","7","AT54","2",0
"7808","NaN","AT54","2",0
"7809","1","AT55","2",352
"7810","2","AT55","2",48
"7811","3","AT55","2",2
"7812","4","AT55","2",0
"7813","5","AT55","2",0
"7814","6","AT55","2",0
"7815","7","AT55","2",0
"7816","NaN","AT55","2",0
"7817","1","AT56","2",22840
"7818","2","AT56","2",3487
"7819","3","AT56","2",11
"7820","4","AT56","2",83
"7821","5","AT56","2",123
"7822","6","AT56","2",0
"7823","7","AT56","2",1890
"7824","NaN","AT56","2",0
"7825","1","AT57","2",15799
"7826","2","AT57","2",180
"7827","3","AT57","2",0
"7828","4","AT57","2",7
"7829","5","AT57","2",7
"7830","6","AT57","2",0
"7831","7","AT57","2",1
"7832","NaN","AT57","2",0
"7833","1","AT58","2",1796
"7834","2","AT58","2",24
"7835","3","AT58","2",6
"7836","4","AT58","2",0
"7837","5","AT58","2",0
"7838","6","AT58","2",0
"7839","7","AT58","2",0
"7840","NaN","AT58","2",0
"7841","1","AZa1","2",0
"7842","2","AZa1","2",0
"7843","3","AZa1","2",0
"7844","4","AZa1","2",0
"7845","5","AZa1","2",0
"7846","6","AZa1","2",0
"7847","7","AZa1","2",0
"7848","NaN","AZa1","2",0
"7849","1","AZa2","2",13394
"7850","2","AZa2","2",2931
"7851","3","AZa2","2",37
"7852","4","AZa2","2",159
"7853","5","AZa2","2",673
"7854","6","AZa2","2",0
"7855","7","AZa2","2",517
"7856","NaN","AZa2","2",0
"7857","1","AZa3","2",109481
"7858","2","AZa3","2",11460
"7859","3","AZa3","2",6850
"7860","4","AZa3","2",278
"7861","5","AZa3","2",1773
"7862","6","AZa3","2",4
"7863","7","AZa3","2",0
"7864","NaN","AZa3","2",0
"7865","1","AZa4","2",56081
"7866","2","AZa4","2",2407
"7867","3","AZa4","2",179
"7868","4","AZa4","2",117
"7869","5","AZa4","2",1000
"7870","6","AZa4","2",11
"7871","7","AZa4","2",344
"7872","NaN","AZa4","2",0
"7873","1","AZa5","2",27038
"7874","2","AZa5","2",2029
"7875","3","AZa5","2",681
"7876","4","AZa5","2",55
"7877","5","AZa5","2",87
"7878","6","AZa5","2",13
"7879","7","AZa5","2",464
"7880","NaN","AZa5","2",0
"7881","1","AZa6","2",11456
"7882","2","AZa6","2",2045
"7883","3","AZa6","2",56
"7884","4","AZa6","2",130
"7885","5","AZa6","2",194
"7886","6","AZa6","2",0
"7887","7","AZa6","2",136
"7888","NaN","AZa6","2",0
"7889","1","AZa7","2",20411
"7890","2","AZa7","2",2292
"7891","3","AZa7","2",205
"7892","4","AZa7","2",89
"7893","5","AZa7","2",138
"7894","6","AZa7","2",7
"7895","7","AZa7","2",40
"7896","NaN","AZa7","2",0
"7897","1","AZd1","2",0
"7898","2","AZd1","2",0
"7899","3","AZd1","2",0
"7900","4","AZd1","2",0
"7901","5","AZd1","2",0
"7902","6","AZd1","2",0
"7903","7","AZd1","2",0
"7904","NaN","AZd1","2",0
"7905","1","AZd2","2",0
"7906","2","AZd2","2",0
"7907","3","AZd2","2",0
"7908","4","AZd2","2",0
"7909","5","AZd2","2",0
"7910","6","AZd2","2",0
"7911","7","AZd2","2",0
"7912","NaN","AZd2","2",0
"7913","1","AZd3","2",209
"7914","2","AZd3","2",0
"7915","3","AZd3","2",0
"7916","4","AZd3","2",0
"7917","5","AZd3","2",0
"7918","6","AZd3","2",0
"7919","7","AZd3","2",0
"7920","NaN","AZd3","2",0
"7921","1","AZd4","2",50
"7922","2","AZd4","2",3
"7923","3","AZd4","2",0
"7924","4","AZd4","2",0
"7925","5","AZd4","2",0
"7926","6","AZd4","2",0
"7927","7","AZd4","2",2
"7928","NaN","AZd4","2",0
"7929","1","AZi1","2",63363
"7930","2","AZi1","2",3784
"7931","3","AZi1","2",8
"7932","4","AZi1","2",75
"7933","5","AZi1","2",351
"7934","6","AZi1","2",3
"7935","7","AZi1","2",1
"7936","NaN","AZi1","2",0
"7937","1","AZi3","2",83576
"7938","2","AZi3","2",496
"7939","3","AZi3","2",0
"7940","4","AZi3","2",452
"7941","5","AZi3","2",0
"7942","6","AZi3","2",0
"7943","7","AZi3","2",0
"7944","NaN","AZi3","2",0
"7945","1","AZi5","2",89504
"7946","2","AZi5","2",15767
"7947","3","AZi5","2",389
"7948","4","AZi5","2",72
"7949","5","AZi5","2",135
"7950","6","AZi5","2",5
"7951","7","AZi5","2",421
"7952","NaN","AZi5","2",0
"7953","1","AZi6","2",191414
"7954","2","AZi6","2",10954
"7955","3","AZi6","2",881
"7956","4","AZi6","2",319
"7957","5","AZi6","2",954
"7958","6","AZi6","2",4
"7959","7","AZi6","2",334
"7960","NaN","AZi6","2",0
"7961","1","AZi7","2",20147
"7962","2","AZi7","2",4219
"7963","3","AZi7","2",102
"7964","4","AZi7","2",16
"7965","5","AZi7","2",94
"7966","6","AZi7","2",0
"7967","7","AZi7","2",28
"7968","NaN","AZi7","2",0
"7969","1","AZi8","2",3761
"7970","2","AZi8","2",294
"7971","3","AZi8","2",0
"7972","4","AZi8","2",27
"7973","5","AZi8","2",71
"7974","6","AZi8","2",0
"7975","7","AZi8","2",132
"7976","NaN","AZi8","2",0
"7977","1","AZs3","2",12
"7978","2","AZs3","2",0
"7979","3","AZs3","2",0
"7980","4","AZs3","2",0
"7981","5","AZs3","2",0
"7982","6","AZs3","2",0
"7983","7","AZs3","2",0
"7984","NaN","AZs3","2",0
"7985","1","CB1","2",72310
"7986","2","CB1","2",18876
"7987","3","CB1","2",7
"7988","4","CB1","2",725
"7989","5","CB1","2",387
"7990","6","CB1","2",11
"7991","7","CB1","2",11110
"7992","NaN","CB1","2",0
"7993","1","CB2","2",12040
"7994","2","CB2","2",4410
"7995","3","CB2","2",0
"7996","4","CB2","2",144
"7997","5","CB2","2",10
"7998","6","CB2","2",0
"7999","7","CB2","2",5957
"8000","NaN","CB2","2",0
"8001","1","CB3","2",194335
"8002","2","CB3","2",99598
"8003","3","CB3","2",239
"8004","4","CB3","2",3647
"8005","5","CB3","2",3003
"8006","6","CB3","2",56
"8007","7","CB3","2",4989
"8008","NaN","CB3","2",0
"8009","1","CB4","2",27820
"8010","2","CB4","2",8523
"8011","3","CB4","2",10
"8012","4","CB4","2",446
"8013","5","CB4","2",137
"8014","6","CB4","2",3
"8015","7","CB4","2",21078
"8016","NaN","CB4","2",0
"8017","1","CB5","2",37060
"8018","2","CB5","2",13194
"8019","3","CB5","2",0
"8020","4","CB5","2",164
"8021","5","CB5","2",122
"8022","6","CB5","2",3
"8023","7","CB5","2",176
"8024","NaN","CB5","2",0
"8025","1","CB6","2",237565
"8026","2","CB6","2",118291
"8027","3","CB6","2",64
"8028","4","CB6","2",1443
"8029","5","CB6","2",804
"8030","6","CB6","2",2
"8031","7","CB6","2",1212
"8032","NaN","CB6","2",0
"8033","1","Dg1","2",0
"8034","2","Dg1","2",0
"8035","3","Dg1","2",0
"8036","4","Dg1","2",0
"8037","5","Dg1","2",0
"8038","6","Dg1","2",0
"8039","7","Dg1","2",0
"8040","NaN","Dg1","2",0
"8041","1","Dg10","2",434
"8042","2","Dg10","2",20
"8043","3","Dg10","2",0
"8044","4","Dg10","2",2
"8045","5","Dg10","2",19
"8046","6","Dg10","2",0
"8047","7","Dg10","2",0
"8048","NaN","Dg10","2",0
"8049","1","Dg2","2",0
"8050","2","Dg2","2",0
"8051","3","Dg2","2",0
"8052","4","Dg2","2",0
"8053","5","Dg2","2",0
"8054","6","Dg2","2",0
"8055","7","Dg2","2",0
"8056","NaN","Dg2","2",0
"8057","1","Dg3","2",12
"8058","2","Dg3","2",0
"8059","3","Dg3","2",0
"8060","4","Dg3","2",0
"8061","5","Dg3","2",0
"8062","6","Dg3","2",0
"8063","7","Dg3","2",0
"8064","NaN","Dg3","2",0
"8065","1","Dg4","2",0
"8066","2","Dg4","2",0
"8067","3","Dg4","2",0
"8068","4","Dg4","2",0
"8069","5","Dg4","2",0
"8070","6","Dg4","2",0
"8071","7","Dg4","2",0
"8072","NaN","Dg4","2",0
"8073","1","Dg5","2",21
"8074","2","Dg5","2",0
"8075","3","Dg5","2",0
"8076","4","Dg5","2",0
"8077","5","Dg5","2",0
"8078","6","Dg5","2",0
"8079","7","Dg5","2",0
"8080","NaN","Dg5","2",0
"8081","1","Dg6","2",0
"8082","2","Dg6","2",0
"8083","3","Dg6","2",0
"8084","4","Dg6","2",0
"8085","5","Dg6","2",0
"8086","6","Dg6","2",0
"8087","7","Dg6","2",0
"8088","NaN","Dg6","2",0
"8089","1","Dg7","2",434
"8090","2","Dg7","2",57
"8091","3","Dg7","2",0
"8092","4","Dg7","2",17
"8093","5","Dg7","2",68
"8094","6","Dg7","2",1
"8095","7","Dg7","2",0
"8096","NaN","Dg7","2",0
"8097","1","Dg8","2",0
"8098","2","Dg8","2",0
"8099","3","Dg8","2",0
"8100","4","Dg8","2",0
"8101","5","Dg8","2",0
"8102","6","Dg8","2",0
"8103","7","Dg8","2",0
"8104","NaN","Dg8","2",0
"8105","1","Dg9","2",373
"8106","2","Dg9","2",71
"8107","3","Dg9","2",0
"8108","4","Dg9","2",6
"8109","5","Dg9","2",1
"8110","6","Dg9","2",0
"8111","7","Dg9","2",105
"8112","NaN","Dg9","2",0
"8113","1","Dn1","2",0
"8114","2","Dn1","2",0
"8115","3","Dn1","2",0
"8116","4","Dn1","2",0
"8117","5","Dn1","2",0
"8118","6","Dn1","2",0
"8119","7","Dn1","2",0
"8120","NaN","Dn1","2",0
"8121","1","Dn2","2",0
"8122","2","Dn2","2",0
"8123","3","Dn2","2",0
"8124","4","Dn2","2",0
"8125","5","Dn2","2",0
"8126","6","Dn2","2",0
"8127","7","Dn2","2",0
"8128","NaN","Dn2","2",0
"8129","1","Dn3","2",0
"8130","2","Dn3","2",0
"8131","3","Dn3","2",0
"8132","4","Dn3","2",0
