"","nlc2022_7class","T_MAPCODE","niaps_arc","n"
"40260","4","SKs4","10",0
"40261","5","SKs4","10",0
"40262","6","SKs4","10",0
"40263","7","SKs4","10",0
"40264","NaN","SKs4","10",0
"40265","1","SKs5","10",0
"40266","2","SKs5","10",0
"40267","3","SKs5","10",0
"40268","4","SKs5","10",0
"40269","5","SKs5","10",0
"40270","6","SKs5","10",0
"40271","7","SKs5","10",0
"40272","NaN","SKs5","10",0
"40273","1","SKs6","10",0
"40274","2","SKs6","10",0
"40275","3","SKs6","10",0
"40276","4","SKs6","10",0
"40277","5","SKs6","10",0
"40278","6","SKs6","10",0
"40279","7","SKs6","10",0
"40280","NaN","SKs6","10",0
"40281","1","SKs7","10",0
"40282","2","SKs7","10",0
"40283","3","SKs7","10",0
"40284","4","SKs7","10",0
"40285","5","SKs7","10",0
"40286","6","SKs7","10",0
"40287","7","SKs7","10",0
"40288","NaN","SKs7","10",0
"40289","1","SKs8","10",0
"40290","2","SKs8","10",0
"40291","3","SKs8","10",0
"40292","4","SKs8","10",0
"40293","5","SKs8","10",0
"40294","6","SKs8","10",0
"40295","7","SKs8","10",0
"40296","NaN","SKs8","10",0
"40297","1","SKs9","10",0
"40298","2","SKs9","10",0
"40299","3","SKs9","10",0
"40300","4","SKs9","10",0
"40301","5","SKs9","10",0
"40302","6","SKs9","10",0
"40303","7","SKs9","10",0
"40304","NaN","SKs9","10",0
"40305","1","SKt1","10",0
"40306","2","SKt1","10",0
"40307","3","SKt1","10",0
"40308","4","SKt1","10",0
"40309","5","SKt1","10",0
"40310","6","SKt1","10",0
"40311","7","SKt1","10",0
"40312","NaN","SKt1","10",0
"40313","1","SKt2","10",0
"40314","2","SKt2","10",0
"40315","3","SKt2","10",0
"40316","4","SKt2","10",0
"40317","5","SKt2","10",0
"40318","6","SKt2","10",0
"40319","7","SKt2","10",0
"40320","NaN","SKt2","10",0
"40321","1","SKt3","10",0
"40322","2","SKt3","10",0
"40323","3","SKt3","10",0
"40324","4","SKt3","10",0
"40325","5","SKt3","10",0
"40326","6","SKt3","10",0
"40327","7","SKt3","10",0
"40328","NaN","SKt3","10",0
"40329","1","SKv1","10",0
"40330","2","SKv1","10",0
"40331","3","SKv1","10",0
"40332","4","SKv1","10",0
"40333","5","SKv1","10",0
"40334","6","SKv1","10",0
"40335","7","SKv1","10",0
"40336","NaN","SKv1","10",0
"40337","1","SKv10","10",0
"40338","2","SKv10","10",0
"40339","3","SKv10","10",0
"40340","4","SKv10","10",0
"40341","5","SKv10","10",0
"40342","6","SKv10","10",0
"40343","7","SKv10","10",0
"40344","NaN","SKv10","10",0
"40345","1","SKv11","10",419
"40346","2","SKv11","10",83
"40347","3","SKv11","10",2
"40348","4","SKv11","10",0
"40349","5","SKv11","10",36
"40350","6","SKv11","10",0
"40351","7","SKv11","10",0
"40352","NaN","SKv11","10",0
"40353","1","SKv13","10",0
"40354","2","SKv13","10",0
"40355","3","SKv13","10",0
"40356","4","SKv13","10",0
"40357","5","SKv13","10",0
"40358","6","SKv13","10",0
"40359","7","SKv13","10",0
"40360","NaN","SKv13","10",0
"40361","1","SKv14","10",0
"40362","2","SKv14","10",0
"40363","3","SKv14","10",0
"40364","4","SKv14","10",0
"40365","5","SKv14","10",0
"40366","6","SKv14","10",0
"40367","7","SKv14","10",0
"40368","NaN","SKv14","10",0
"40369","1","SKv2","10",0
"40370","2","SKv2","10",0
"40371","3","SKv2","10",0
"40372","4","SKv2","10",0
"40373","5","SKv2","10",0
"40374","6","SKv2","10",0
"40375","7","SKv2","10",0
"40376","NaN","SKv2","10",0
"40377","1","SKv3","10",0
"40378","2","SKv3","10",0
"40379","3","SKv3","10",0
"40380","4","SKv3","10",0
"40381","5","SKv3","10",0
"40382","6","SKv3","10",0
"40383","7","SKv3","10",0
"40384","NaN","SKv3","10",0
"40385","1","SKv4","10",0
"40386","2","SKv4","10",0
"40387","3","SKv4","10",0
"40388","4","SKv4","10",0
"40389","5","SKv4","10",0
"40390","6","SKv4","10",0
"40391","7","SKv4","10",0
"40392","NaN","SKv4","10",0
"40393","1","SKv5","10",0
"40394","2","SKv5","10",0
"40395","3","SKv5","10",0
"40396","4","SKv5","10",0
"40397","5","SKv5","10",0
"40398","6","SKv5","10",0
"40399","7","SKv5","10",0
"40400","NaN","SKv5","10",0
"40401","1","SKv6","10",0
"40402","2","SKv6","10",0
"40403","3","SKv6","10",0
"40404","4","SKv6","10",0
"40405","5","SKv6","10",0
"40406","6","SKv6","10",0
"40407","7","SKv6","10",0
"40408","NaN","SKv6","10",0
"40409","1","SKv7","10",554
"40410","2","SKv7","10",51
"40411","3","SKv7","10",1
"40412","4","SKv7","10",29
"40413","5","SKv7","10",6
"40414","6","SKv7","10",0
"40415","7","SKv7","10",0
"40416","NaN","SKv7","10",0
"40417","1","SKv8","10",121
"40418","2","SKv8","10",49
"40419","3","SKv8","10",0
"40420","4","SKv8","10",0
"40421","5","SKv8","10",0
"40422","6","SKv8","10",0
"40423","7","SKv8","10",0
"40424","NaN","SKv8","10",0
"40425","1","SVcb1","10",0
"40426","2","SVcb1","10",0
"40427","3","SVcb1","10",0
"40428","4","SVcb1","10",0
"40429","5","SVcb1","10",0
"40430","6","SVcb1","10",0
"40431","7","SVcb1","10",0
"40432","NaN","SVcb1","10",0
"40433","1","SVcb10","10",8774
"40434","2","SVcb10","10",4819
"40435","3","SVcb10","10",25
"40436","4","SVcb10","10",1558
"40437","5","SVcb10","10",260
"40438","6","SVcb10","10",2
"40439","7","SVcb10","10",22246
"40440","NaN","SVcb10","10",0
"40441","1","SVcb11","10",8976
"40442","2","SVcb11","10",1963
"40443","3","SVcb11","10",31
"40444","4","SVcb11","10",328
"40445","5","SVcb11","10",39
"40446","6","SVcb11","10",4
"40447","7","SVcb11","10",4074
"40448","NaN","SVcb11","10",0
"40449","1","SVcb12","10",7519
"40450","2","SVcb12","10",11376
"40451","3","SVcb12","10",65
"40452","4","SVcb12","10",37
"40453","5","SVcb12","10",314
"40454","6","SVcb12","10",45
"40455","7","SVcb12","10",11035
"40456","NaN","SVcb12","10",0
"40457","1","SVcb13","10",1623
"40458","2","SVcb13","10",8
"40459","3","SVcb13","10",1
"40460","4","SVcb13","10",0
"40461","5","SVcb13","10",0
"40462","6","SVcb13","10",0
"40463","7","SVcb13","10",32
"40464","NaN","SVcb13","10",0
"40465","1","SVcb14","10",0
"40466","2","SVcb14","10",0
"40467","3","SVcb14","10",0
"40468","4","SVcb14","10",0
"40469","5","SVcb14","10",0
"40470","6","SVcb14","10",0
"40471","7","SVcb14","10",0
"40472","NaN","SVcb14","10",0
"40473","1","SVcb15","10",0
"40474","2","SVcb15","10",0
"40475","3","SVcb15","10",0
"40476","4","SVcb15","10",0
"40477","5","SVcb15","10",0
"40478","6","SVcb15","10",0
"40479","7","SVcb15","10",0
"40480","NaN","SVcb15","10",0
"40481","1","SVcb16","10",0
"40482","2","SVcb16","10",0
"40483","3","SVcb16","10",0
"40484","4","SVcb16","10",0
"40485","5","SVcb16","10",0
"40486","6","SVcb16","10",0
"40487","7","SVcb16","10",0
"40488","NaN","SVcb16","10",0
"40489","1","SVcb17","10",550
"40490","2","SVcb17","10",74
"40491","3","SVcb17","10",0
"40492","4","SVcb17","10",0
"40493","5","SVcb17","10",13
"40494","6","SVcb17","10",0
"40495","7","SVcb17","10",1897
"40496","NaN","SVcb17","10",0
"40497","1","SVcb18","10",0
"40498","2","SVcb18","10",0
"40499","3","SVcb18","10",0
"40500","4","SVcb18","10",0
"40501","5","SVcb18","10",0
"40502","6","SVcb18","10",0
"40503","7","SVcb18","10",0
"40504","NaN","SVcb18","10",0
"40505","1","SVcb19","10",0
"40506","2","SVcb19","10",0
"40507","3","SVcb19","10",0
"40508","4","SVcb19","10",0
"40509","5","SVcb19","10",0
"40510","6","SVcb19","10",0
"40511","7","SVcb19","10",0
"40512","NaN","SVcb19","10",0
"40513","1","SVcb2","10",0
"40514","2","SVcb2","10",0
"40515","3","SVcb2","10",0
"40516","4","SVcb2","10",0
"40517","5","SVcb2","10",0
"40518","6","SVcb2","10",0
"40519","7","SVcb2","10",0
"40520","NaN","SVcb2","10",0
"40521","1","SVcb20","10",0
"40522","2","SVcb20","10",0
"40523","3","SVcb20","10",0
"40524","4","SVcb20","10",0
"40525","5","SVcb20","10",0
"40526","6","SVcb20","10",0
"40527","7","SVcb20","10",0
"40528","NaN","SVcb20","10",0
"40529","1","SVcb21","10",3470
"40530","2","SVcb21","10",537
"40531","3","SVcb21","10",0
"40532","4","SVcb21","10",0
"40533","5","SVcb21","10",24
"40534","6","SVcb21","10",0
"40535","7","SVcb21","10",147
"40536","NaN","SVcb21","10",0
"40537","1","SVcb22","10",0
"40538","2","SVcb22","10",0
"40539","3","SVcb22","10",0
"40540","4","SVcb22","10",0
"40541","5","SVcb22","10",0
"40542","6","SVcb22","10",0
"40543","7","SVcb22","10",0
"40544","NaN","SVcb22","10",0
"40545","1","SVcb23","10",0
"40546","2","SVcb23","10",0
"40547","3","SVcb23","10",0
"40548","4","SVcb23","10",0
"40549","5","SVcb23","10",0
"40550","6","SVcb23","10",0
"40551","7","SVcb23","10",0
"40552","NaN","SVcb23","10",0
"40553","1","SVcb24","10",2323
"40554","2","SVcb24","10",891
"40555","3","SVcb24","10",19
"40556","4","SVcb24","10",0
"40557","5","SVcb24","10",20
"40558","6","SVcb24","10",0
"40559","7","SVcb24","10",435
"40560","NaN","SVcb24","10",0
"40561","1","SVcb25","10",0
"40562","2","SVcb25","10",0
"40563","3","SVcb25","10",0
"40564","4","SVcb25","10",0
"40565","5","SVcb25","10",0
"40566","6","SVcb25","10",0
"40567","7","SVcb25","10",0
"40568","NaN","SVcb25","10",0
"40569","1","SVcb26","10",0
"40570","2","SVcb26","10",0
"40571","3","SVcb26","10",0
"40572","4","SVcb26","10",0
"40573","5","SVcb26","10",0
"40574","6","SVcb26","10",0
"40575","7","SVcb26","10",0
"40576","NaN","SVcb26","10",0
"40577","1","SVcb27","10",0
"40578","2","SVcb27","10",0
"40579","3","SVcb27","10",0
"40580","4","SVcb27","10",0
"40581","5","SVcb27","10",0
"40582","6","SVcb27","10",0
"40583","7","SVcb27","10",0
"40584","NaN","SVcb27","10",0
"40585","1","SVcb28","10",0
"40586","2","SVcb28","10",0
"40587","3","SVcb28","10",0
"40588","4","SVcb28","10",0
"40589","5","SVcb28","10",0
"40590","6","SVcb28","10",0
"40591","7","SVcb28","10",0
"40592","NaN","SVcb28","10",0
"40593","1","SVcb29","10",0
"40594","2","SVcb29","10",0
"40595","3","SVcb29","10",0
"40596","4","SVcb29","10",0
"40597","5","SVcb29","10",0
"40598","6","SVcb29","10",0
"40599","7","SVcb29","10",0
"40600","NaN","SVcb29","10",0
"40601","1","SVcb3","10",0
"40602","2","SVcb3","10",0
"40603","3","SVcb3","10",0
"40604","4","SVcb3","10",0
"40605","5","SVcb3","10",0
"40606","6","SVcb3","10",0
"40607","7","SVcb3","10",0
"40608","NaN","SVcb3","10",0
"40609","1","SVcb4","10",20739
"40610","2","SVcb4","10",2985
"40611","3","SVcb4","10",19
"40612","4","SVcb4","10",23
"40613","5","SVcb4","10",234
"40614","6","SVcb4","10",23
"40615","7","SVcb4","10",21744
"40616","NaN","SVcb4","10",0
"40617","1","SVcb5","10",0
"40618","2","SVcb5","10",0
"40619","3","SVcb5","10",0
"40620","4","SVcb5","10",0
"40621","5","SVcb5","10",0
"40622","6","SVcb5","10",0
"40623","7","SVcb5","10",0
"40624","NaN","SVcb5","10",0
"40625","1","SVcb6","10",4279
"40626","2","SVcb6","10",1450
"40627","3","SVcb6","10",44
"40628","4","SVcb6","10",92
"40629","5","SVcb6","10",144
"40630","6","SVcb6","10",0
"40631","7","SVcb6","10",3541
"40632","NaN","SVcb6","10",0
"40633","1","SVcb7","10",0
"40634","2","SVcb7","10",0
"40635","3","SVcb7","10",0
"40636","4","SVcb7","10",0
"40637","5","SVcb7","10",0
"40638","6","SVcb7","10",0
"40639","7","SVcb7","10",0
"40640","NaN","SVcb7","10",0
"40641","1","SVcb8","10",1084
"40642","2","SVcb8","10",115
"40643","3","SVcb8","10",8
"40644","4","SVcb8","10",4
"40645","5","SVcb8","10",12
"40646","6","SVcb8","10",0
"40647","7","SVcb8","10",1082
"40648","NaN","SVcb8","10",0
"40649","1","SVcb9","10",29930
"40650","2","SVcb9","10",6146
"40651","3","SVcb9","10",2
"40652","4","SVcb9","10",88
"40653","5","SVcb9","10",197
"40654","6","SVcb9","10",0
"40655","7","SVcb9","10",14041
"40656","NaN","SVcb9","10",0
"40657","1","SVk1","10",0
"40658","2","SVk1","10",0
"40659","3","SVk1","10",0
"40660","4","SVk1","10",0
"40661","5","SVk1","10",0
"40662","6","SVk1","10",0
"40663","7","SVk1","10",0
"40664","NaN","SVk1","10",0
"40665","1","SVk10","10",0
"40666","2","SVk10","10",0
"40667","3","SVk10","10",0
"40668","4","SVk10","10",0
"40669","5","SVk10","10",0
"40670","6","SVk10","10",0
"40671","7","SVk10","10",0
"40672","NaN","SVk10","10",0
"40673","1","SVk11","10",0
"40674","2","SVk11","10",0
"40675","3","SVk11","10",0
"40676","4","SVk11","10",0
"40677","5","SVk11","10",0
"40678","6","SVk11","10",0
"40679","7","SVk11","10",0
"40680","NaN","SVk11","10",0
"40681","1","SVk12","10",0
"40682","2","SVk12","10",0
"40683","3","SVk12","10",0
"40684","4","SVk12","10",0
"40685","5","SVk12","10",0
"40686","6","SVk12","10",0
"40687","7","SVk12","10",0
"40688","NaN","SVk12","10",0
"40689","1","SVk13","10",8600
"40690","2","SVk13","10",52
"40691","3","SVk13","10",0
"40692","4","SVk13","10",0
"40693","5","SVk13","10",0
"40694","6","SVk13","10",0
"40695","7","SVk13","10",0
"40696","NaN","SVk13","10",0
"40697","1","SVk14","10",0
"40698","2","SVk14","10",0
"40699","3","SVk14","10",0
"40700","4","SVk14","10",0
"40701","5","SVk14","10",0
"40702","6","SVk14","10",0
"40703","7","SVk14","10",0
"40704","NaN","SVk14","10",0
"40705","1","SVk15","10",0
"40706","2","SVk15","10",0
"40707","3","SVk15","10",0
"40708","4","SVk15","10",0
"40709","5","SVk15","10",0
"40710","6","SVk15","10",0
"40711","7","SVk15","10",0
"40712","NaN","SVk15","10",0
"40713","1","SVk16","10",0
"40714","2","SVk16","10",0
"40715","3","SVk16","10",0
"40716","4","SVk16","10",0
"40717","5","SVk16","10",0
"40718","6","SVk16","10",0
"40719","7","SVk16","10",0
"40720","NaN","SVk16","10",0
"40721","1","SVk17","10",0
"40722","2","SVk17","10",0
"40723","3","SVk17","10",0
"40724","4","SVk17","10",0
"40725","5","SVk17","10",0
"40726","6","SVk17","10",0
"40727","7","SVk17","10",0
"40728","NaN","SVk17","10",0
"40729","1","SVk18","10",0
"40730","2","SVk18","10",0
"40731","3","SVk18","10",0
"40732","4","SVk18","10",0
"40733","5","SVk18","10",0
"40734","6","SVk18","10",0
"40735","7","SVk18","10",0
"40736","NaN","SVk18","10",0
"40737","1","SVk2","10",0
"40738","2","SVk2","10",0
"40739","3","SVk2","10",0
"40740","4","SVk2","10",0
"40741","5","SVk2","10",0
"40742","6","SVk2","10",0
"40743","7","SVk2","10",0
"40744","NaN","SVk2","10",0
"40745","1","SVk3","10",0
"40746","2","SVk3","10",0
"40747","3","SVk3","10",0
"40748","4","SVk3","10",0
"40749","5","SVk3","10",0
"40750","6","SVk3","10",0
"40751","7","SVk3","10",0
"40752","NaN","SVk3","10",0
"40753","1","SVk4","10",0
"40754","2","SVk4","10",0
"40755","3","SVk4","10",0
"40756","4","SVk4","10",0
"40757","5","SVk4","10",0
"40758","6","SVk4","10",0
"40759","7","SVk4","10",0
"40760","NaN","SVk4","10",0
"40761","1","SVk5","10",0
"40762","2","SVk5","10",0
"40763","3","SVk5","10",0
"40764","4","SVk5","10",0
"40765","5","SVk5","10",0
"40766","6","SVk5","10",0
"40767","7","SVk5","10",0
"40768","NaN","SVk5","10",0
"40769","1","SVk6","10",0
"40770","2","SVk6","10",0
"40771","3","SVk6","10",0
"40772","4","SVk6","10",0
"40773","5","SVk6","10",0
"40774","6","SVk6","10",0
"40775","7","SVk6","10",0
"40776","NaN","SVk6","10",0
"40777","1","SVk7","10",0
"40778","2","SVk7","10",0
"40779","3","SVk7","10",0
"40780","4","SVk7","10",0
"40781","5","SVk7","10",0
"40782","6","SVk7","10",0
"40783","7","SVk7","10",0
"40784","NaN","SVk7","10",0
"40785","1","SVk8","10",0
"40786","2","SVk8","10",0
"40787","3","SVk8","10",0
"40788","4","SVk8","10",0
"40789","5","SVk8","10",0
"40790","6","SVk8","10",0
"40791","7","SVk8","10",0
"40792","NaN","SVk8","10",0
"40793","1","SVk9","10",0
"40794","2","SVk9","10",0
"40795","3","SVk9","10",0
"40796","4","SVk9","10",0
"40797","5","SVk9","10",0
"40798","6","SVk9","10",0
"40799","7","SVk9","10",0
"40800","NaN","SVk9","10",0
"40801","1","SVkd1","10",0
"40802","2","SVkd1","10",0
"40803","3","SVkd1","10",0
"40804","4","SVkd1","10",0
"40805","5","SVkd1","10",0
"40806","6","SVkd1","10",0
"40807","7","SVkd1","10",0
"40808","NaN","SVkd1","10",0
"40809","1","SVkd2","10",0
"40810","2","SVkd2","10",0
"40811","3","SVkd2","10",0
"40812","4","SVkd2","10",0
"40813","5","SVkd2","10",0
"40814","6","SVkd2","10",0
"40815","7","SVkd2","10",0
"40816","NaN","SVkd2","10",0
"40817","1","SVkd3","10",0
"40818","2","SVkd3","10",0
"40819","3","SVkd3","10",0
"40820","4","SVkd3","10",0
"40821","5","SVkd3","10",0
"40822","6","SVkd3","10",0
"40823","7","SVkd3","10",0
"40824","NaN","SVkd3","10",0
"40825","1","SVkd4","10",0
"40826","2","SVkd4","10",0
"40827","3","SVkd4","10",0
"40828","4","SVkd4","10",0
"40829","5","SVkd4","10",0
"40830","6","SVkd4","10",0
"40831","7","SVkd4","10",0
"40832","NaN","SVkd4","10",0
"40833","1","SVl1","10",0
"40834","2","SVl1","10",0
"40835","3","SVl1","10",0
"40836","4","SVl1","10",0
"40837","5","SVl1","10",0
"40838","6","SVl1","10",0
"40839","7","SVl1","10",0
"40840","NaN","SVl1","10",0
"40841","1","SVl10","10",0
"40842","2","SVl10","10",0
"40843","3","SVl10","10",0
"40844","4","SVl10","10",0
"40845","5","SVl10","10",0
"40846","6","SVl10","10",0
"40847","7","SVl10","10",0
"40848","NaN","SVl10","10",0
"40849","1","SVl11","10",0
"40850","2","SVl11","10",0
"40851","3","SVl11","10",0
"40852","4","SVl11","10",0
"40853","5","SVl11","10",0
"40854","6","SVl11","10",0
"40855","7","SVl11","10",0
"40856","NaN","SVl11","10",0
"40857","1","SVl12","10",0
"40858","2","SVl12","10",0
"40859","3","SVl12","10",0
"40860","4","SVl12","10",0
"40861","5","SVl12","10",0
"40862","6","SVl12","10",0
"40863","7","SVl12","10",0
"40864","NaN","SVl12","10",0
"40865","1","SVl13","10",0
"40866","2","SVl13","10",0
"40867","3","SVl13","10",0
"40868","4","SVl13","10",0
"40869","5","SVl13","10",0
"40870","6","SVl13","10",0
"40871","7","SVl13","10",0
"40872","NaN","SVl13","10",0
"40873","1","SVl14","10",12
"40874","2","SVl14","10",0
"40875","3","SVl14","10",0
"40876","4","SVl14","10",0
"40877","5","SVl14","10",0
"40878","6","SVl14","10",0
"40879","7","SVl14","10",0
"40880","NaN","SVl14","10",0
"40881","1","SVl15","10",0
"40882","2","SVl15","10",0
"40883","3","SVl15","10",0
"40884","4","SVl15","10",0
"40885","5","SVl15","10",0
"40886","6","SVl15","10",0
"40887","7","SVl15","10",0
"40888","NaN","SVl15","10",0
"40889","1","SVl16","10",0
"40890","2","SVl16","10",0
"40891","3","SVl16","10",0
"40892","4","SVl16","10",0
"40893","5","SVl16","10",0
"40894","6","SVl16","10",0
"40895","7","SVl16","10",0
"40896","NaN","SVl16","10",0
"40897","1","SVl17","10",0
"40898","2","SVl17","10",0
"40899","3","SVl17","10",0
"40900","4","SVl17","10",0
"40901","5","SVl17","10",0
"40902","6","SVl17","10",0
"40903","7","SVl17","10",0
"40904","NaN","SVl17","10",0
"40905","1","SVl18","10",0
"40906","2","SVl18","10",0
"40907","3","SVl18","10",0
"40908","4","SVl18","10",0
"40909","5","SVl18","10",0
"40910","6","SVl18","10",0
"40911","7","SVl18","10",0
"40912","NaN","SVl18","10",0
"40913","1","SVl19","10",0
"40914","2","SVl19","10",0
"40915","3","SVl19","10",0
"40916","4","SVl19","10",0
"40917","5","SVl19","10",0
"40918","6","SVl19","10",0
"40919","7","SVl19","10",0
"40920","NaN","SVl19","10",0
"40921","1","SVl2","10",0
"40922","2","SVl2","10",0
"40923","3","SVl2","10",0
"40924","4","SVl2","10",0
"40925","5","SVl2","10",0
"40926","6","SVl2","10",0
"40927","7","SVl2","10",0
"40928","NaN","SVl2","10",0
"40929","1","SVl20","10",653
"40930","2","SVl20","10",27
"40931","3","SVl20","10",0
"40932","4","SVl20","10",0
"40933","5","SVl20","10",1
"40934","6","SVl20","10",0
"40935","7","SVl20","10",0
"40936","NaN","SVl20","10",0
"40937","1","SVl21","10",4
"40938","2","SVl21","10",2
"40939","3","SVl21","10",0
"40940","4","SVl21","10",0
"40941","5","SVl21","10",0
"40942","6","SVl21","10",0
"40943","7","SVl21","10",0
"40944","NaN","SVl21","10",0
"40945","1","SVl22","10",5507
"40946","2","SVl22","10",1256
"40947","3","SVl22","10",43
"40948","4","SVl22","10",5
"40949","5","SVl22","10",19
"40950","6","SVl22","10",0
"40951","7","SVl22","10",913
"40952","NaN","SVl22","10",0
"40953","1","SVl23","10",4289
"40954","2","SVl23","10",4174
"40955","3","SVl23","10",2
"40956","4","SVl23","10",60
"40957","5","SVl23","10",227
"40958","6","SVl23","10",1
"40959","7","SVl23","10",0
"40960","NaN","SVl23","10",0
"40961","1","SVl24","10",0
"40962","2","SVl24","10",0
"40963","3","SVl24","10",0
"40964","4","SVl24","10",0
"40965","5","SVl24","10",0
"40966","6","SVl24","10",0
"40967","7","SVl24","10",0
"40968","NaN","SVl24","10",0
"40969","1","SVl25","10",3
"40970","2","SVl25","10",0
"40971","3","SVl25","10",0
"40972","4","SVl25","10",0
"40973","5","SVl25","10",1
"40974","6","SVl25","10",0
"40975","7","SVl25","10",0
"40976","NaN","SVl25","10",0
"40977","1","SVl26","10",0
"40978","2","SVl26","10",0
"40979","3","SVl26","10",0
"40980","4","SVl26","10",0
"40981","5","SVl26","10",0
"40982","6","SVl26","10",0
"40983","7","SVl26","10",0
"40984","NaN","SVl26","10",0
"40985","1","SVl27","10",0
"40986","2","SVl27","10",0
"40987","3","SVl27","10",0
"40988","4","SVl27","10",0
"40989","5","SVl27","10",0
"40990","6","SVl27","10",0
"40991","7","SVl27","10",0
"40992","NaN","SVl27","10",0
"40993","1","SVl3","10",0
"40994","2","SVl3","10",0
"40995","3","SVl3","10",0
"40996","4","SVl3","10",0
"40997","5","SVl3","10",0
"40998","6","SVl3","10",0
"40999","7","SVl3","10",0
"41000","NaN","SVl3","10",0
"41001","1","SVl4","10",0
"41002","2","SVl4","10",0
"41003","3","SVl4","10",0
"41004","4","SVl4","10",0
"41005","5","SVl4","10",0
"41006","6","SVl4","10",0
"41007","7","SVl4","10",0
"41008","NaN","SVl4","10",0
"41009","1","SVl5","10",0
"41010","2","SVl5","10",0
"41011","3","SVl5","10",0
"41012","4","SVl5","10",0
"41013","5","SVl5","10",0
"41014","6","SVl5","10",0
"41015","7","SVl5","10",0
"41016","NaN","SVl5","10",0
"41017","1","SVl6","10",0
"41018","2","SVl6","10",0
"41019","3","SVl6","10",0
"41020","4","SVl6","10",0
"41021","5","SVl6","10",0
"41022","6","SVl6","10",0
"41023","7","SVl6","10",0
"41024","NaN","SVl6","10",0
"41025","1","SVl7","10",0
"41026","2","SVl7","10",0
"41027","3","SVl7","10",0
"41028","4","SVl7","10",0
"41029","5","SVl7","10",0
"41030","6","SVl7","10",0
"41031","7","SVl7","10",0
"41032","NaN","SVl7","10",0
"41033","1","SVl8","10",0
"41034","2","SVl8","10",0
"41035","3","SVl8","10",0
"41036","4","SVl8","10",0
"41037","5","SVl8","10",0
"41038","6","SVl8","10",0
"41039","7","SVl8","10",0
"41040","NaN","SVl8","10",0
"41041","1","SVl9","10",1593
"41042","2","SVl9","10",2999
"41043","3","SVl9","10",8
"41044","4","SVl9","10",16
"41045","5","SVl9","10",3
"41046","6","SVl9","10",0
"41047","7","SVl9","10",470
"41048","NaN","SVl9","10",0
"41049","1","SVmp1","10",0
"41050","2","SVmp1","10",0
"41051","3","SVmp1","10",0
"41052","4","SVmp1","10",0
"41053","5","SVmp1","10",0
"41054","6","SVmp1","10",0
"41055","7","SVmp1","10",0
"41056","NaN","SVmp1","10",0
"41057","1","SVmp2","10",0
"41058","2","SVmp2","10",0
"41059","3","SVmp2","10",0
"41060","4","SVmp2","10",0
"41061","5","SVmp2","10",0
"41062","6","SVmp2","10",0
"41063","7","SVmp2","10",0
"41064","NaN","SVmp2","10",0
"41065","1","SVmp3","10",0
"41066","2","SVmp3","10",0
"41067","3","SVmp3","10",0
"41068","4","SVmp3","10",0
"41069","5","SVmp3","10",0
"41070","6","SVmp3","10",0
"41071","7","SVmp3","10",0
"41072","NaN","SVmp3","10",0
"41073","1","SVmp4","10",0
"41074","2","SVmp4","10",0
"41075","3","SVmp4","10",0
"41076","4","SVmp4","10",0
"41077","5","SVmp4","10",0
"41078","6","SVmp4","10",0
"41079","7","SVmp4","10",0
"41080","NaN","SVmp4","10",0
"41081","1","SVmp5","10",0
"41082","2","SVmp5","10",0
"41083","3","SVmp5","10",0
"41084","4","SVmp5","10",0
"41085","5","SVmp5","10",0
"41086","6","SVmp5","10",0
"41087","7","SVmp5","10",0
"41088","NaN","SVmp5","10",0
"41089","1","SVmp6","10",0
"41090","2","SVmp6","10",0
"41091","3","SVmp6","10",0
"41092","4","SVmp6","10",0
"41093","5","SVmp6","10",0
"41094","6","SVmp6","10",0
"41095","7","SVmp6","10",0
"41096","NaN","SVmp6","10",0
"41097","1","SVmp7","10",0
"41098","2","SVmp7","10",0
"41099","3","SVmp7","10",0
"41100","4","SVmp7","10",0
"41101","5","SVmp7","10",0
"41102","6","SVmp7","10",0
"41103","7","SVmp7","10",0
"41104","NaN","SVmp7","10",0
"41105","1","SVmp8","10",0
"41106","2","SVmp8","10",0
"41107","3","SVmp8","10",0
"41108","4","SVmp8","10",0
"41109","5","SVmp8","10",0
"41110","6","SVmp8","10",0
"41111","7","SVmp8","10",0
"41112","NaN","SVmp8","10",0
"41113","1","SVs1","10",249
"41114","2","SVs1","10",0
"41115","3","SVs1","10",0
"41116","4","SVs1","10",1
"41117","5","SVs1","10",0
"41118","6","SVs1","10",0
"41119","7","SVs1","10",0
"41120","NaN","SVs1","10",0
"41121","1","SVs2","10",8702
"41122","2","SVs2","10",79
"41123","3","SVs2","10",0
"41124","4","SVs2","10",2
"41125","5","SVs2","10",0
"41126","6","SVs2","10",0
"41127","7","SVs2","10",57
"41128","NaN","SVs2","10",0
"41129","1","SVs3","10",10211
"41130","2","SVs3","10",1181
"41131","3","SVs3","10",14
"41132","4","SVs3","10",18
"41133","5","SVs3","10",56
"41134","6","SVs3","10",0
"41135","7","SVs3","10",305
"41136","NaN","SVs3","10",0
"41137","1","SVs4","10",121
"41138","2","SVs4","10",11
"41139","3","SVs4","10",0
"41140","4","SVs4","10",0
"41141","5","SVs4","10",1
"41142","6","SVs4","10",0
"41143","7","SVs4","10",0
"41144","NaN","SVs4","10",0
"41145","1","SVs5","10",1138
"41146","2","SVs5","10",1837
"41147","3","SVs5","10",7
"41148","4","SVs5","10",43
"41149","5","SVs5","10",156
"41150","6","SVs5","10",0
"41151","7","SVs5","10",1556
