"","nlc2022_7class","T_MAPCODE","sum","n"
"17340","4","NKb1","4",0
"17341","5","NKb1","4",8
"17342","6","NKb1","4",0
"17343","7","NKb1","4",0
"17344","NaN","NKb1","4",0
"17345","1","NKb2","4",0
"17346","2","NKb2","4",0
"17347","3","NKb2","4",0
"17348","4","NKb2","4",0
"17349","5","NKb2","4",0
"17350","6","NKb2","4",0
"17351","7","NKb2","4",0
"17352","NaN","NKb2","4",0
"17353","1","NKb3","4",184142
"17354","2","NKb3","4",1647
"17355","3","NKb3","4",223
"17356","4","NKb3","4",374
"17357","5","NKb3","4",173
"17358","6","NKb3","4",22
"17359","7","NKb3","4",0
"17360","NaN","NKb3","4",0
"17361","1","NKb4","4",4762
"17362","2","NKb4","4",0
"17363","3","NKb4","4",0
"17364","4","NKb4","4",0
"17365","5","NKb4","4",0
"17366","6","NKb4","4",0
"17367","7","NKb4","4",0
"17368","NaN","NKb4","4",0
"17369","1","NKb5","4",17694
"17370","2","NKb5","4",60
"17371","3","NKb5","4",15
"17372","4","NKb5","4",41
"17373","5","NKb5","4",5
"17374","6","NKb5","4",0
"17375","7","NKb5","4",0
"17376","NaN","NKb5","4",0
"17377","1","NKb6","4",85185
"17378","2","NKb6","4",1911
"17379","3","NKb6","4",342
"17380","4","NKb6","4",41
"17381","5","NKb6","4",5
"17382","6","NKb6","4",0
"17383","7","NKb6","4",5
"17384","NaN","NKb6","4",0
"17385","1","NKl1","4",2809
"17386","2","NKl1","4",0
"17387","3","NKl1","4",0
"17388","4","NKl1","4",0
"17389","5","NKl1","4",0
"17390","6","NKl1","4",0
"17391","7","NKl1","4",0
"17392","NaN","NKl1","4",0
"17393","1","NKl2","4",18217
"17394","2","NKl2","4",216
"17395","3","NKl2","4",55
"17396","4","NKl2","4",39
"17397","5","NKl2","4",50
"17398","6","NKl2","4",0
"17399","7","NKl2","4",2
"17400","NaN","NKl2","4",0
"17401","1","NKl4","4",858
"17402","2","NKl4","4",152
"17403","3","NKl4","4",0
"17404","4","NKl4","4",0
"17405","5","NKl4","4",26
"17406","6","NKl4","4",0
"17407","7","NKl4","4",0
"17408","NaN","NKl4","4",0
"17409","1","NKu1","4",9821
"17410","2","NKu1","4",255
"17411","3","NKu1","4",17
"17412","4","NKu1","4",7
"17413","5","NKu1","4",13
"17414","6","NKu1","4",0
"17415","7","NKu1","4",26
"17416","NaN","NKu1","4",0
"17417","1","NKu2","4",7154
"17418","2","NKu2","4",84
"17419","3","NKu2","4",61
"17420","4","NKu2","4",5
"17421","5","NKu2","4",36
"17422","6","NKu2","4",0
"17423","7","NKu2","4",3
"17424","NaN","NKu2","4",0
"17425","1","NKu3","4",198601
"17426","2","NKu3","4",4242
"17427","3","NKu3","4",780
"17428","4","NKu3","4",252
"17429","5","NKu3","4",66
"17430","6","NKu3","4",11
"17431","7","NKu3","4",919
"17432","NaN","NKu3","4",0
"17433","1","NKu4","4",53234
"17434","2","NKu4","4",4176
"17435","3","NKu4","4",972
"17436","4","NKu4","4",109
"17437","5","NKu4","4",625
"17438","6","NKu4","4",0
"17439","7","NKu4","4",1980
"17440","NaN","NKu4","4",0
"17441","1","NOTVEG","4",16289
"17442","2","NOTVEG","4",1444
"17443","3","NOTVEG","4",15
"17444","4","NOTVEG","4",61
"17445","5","NOTVEG","4",12
"17446","6","NOTVEG","4",9
"17447","7","NOTVEG","4",9
"17448","NaN","NOTVEG","4",0
"17449","1","SKk1","4",9635
"17450","2","SKk1","4",0
"17451","3","SKk1","4",0
"17452","4","SKk1","4",0
"17453","5","SKk1","4",0
"17454","6","SKk1","4",0
"17455","7","SKk1","4",0
"17456","NaN","SKk1","4",0
"17457","1","SKk2","4",0
"17458","2","SKk2","4",0
"17459","3","SKk2","4",0
"17460","4","SKk2","4",0
"17461","5","SKk2","4",0
"17462","6","SKk2","4",0
"17463","7","SKk2","4",0
"17464","NaN","SKk2","4",0
"17465","1","SKk3","4",56
"17466","2","SKk3","4",2
"17467","3","SKk3","4",0
"17468","4","SKk3","4",0
"17469","5","SKk3","4",1
"17470","6","SKk3","4",0
"17471","7","SKk3","4",0
"17472","NaN","SKk3","4",0
"17473","1","SKk4","4",360
"17474","2","SKk4","4",8
"17475","3","SKk4","4",0
"17476","4","SKk4","4",0
"17477","5","SKk4","4",1
"17478","6","SKk4","4",0
"17479","7","SKk4","4",0
"17480","NaN","SKk4","4",0
"17481","1","SKk5","4",834
"17482","2","SKk5","4",132
"17483","3","SKk5","4",0
"17484","4","SKk5","4",16
"17485","5","SKk5","4",40
"17486","6","SKk5","4",0
"17487","7","SKk5","4",3
"17488","NaN","SKk5","4",0
"17489","1","SKk6","4",86
"17490","2","SKk6","4",0
"17491","3","SKk6","4",0
"17492","4","SKk6","4",0
"17493","5","SKk6","4",0
"17494","6","SKk6","4",1
"17495","7","SKk6","4",0
"17496","NaN","SKk6","4",0
"17497","1","SKk7","4",2050
"17498","2","SKk7","4",191
"17499","3","SKk7","4",8
"17500","4","SKk7","4",36
"17501","5","SKk7","4",54
"17502","6","SKk7","4",0
"17503","7","SKk7","4",47
"17504","NaN","SKk7","4",0
"17505","1","SKk8","4",0
"17506","2","SKk8","4",0
"17507","3","SKk8","4",0
"17508","4","SKk8","4",0
"17509","5","SKk8","4",0
"17510","6","SKk8","4",0
"17511","7","SKk8","4",0
"17512","NaN","SKk8","4",0
"17513","1","SKk9","4",0
"17514","2","SKk9","4",0
"17515","3","SKk9","4",0
"17516","4","SKk9","4",0
"17517","5","SKk9","4",0
"17518","6","SKk9","4",0
"17519","7","SKk9","4",0
"17520","NaN","SKk9","4",0
"17521","1","SKn1","4",246
"17522","2","SKn1","4",1
"17523","3","SKn1","4",0
"17524","4","SKn1","4",0
"17525","5","SKn1","4",0
"17526","6","SKn1","4",0
"17527","7","SKn1","4",0
"17528","NaN","SKn1","4",0
"17529","1","SKn2","4",0
"17530","2","SKn2","4",0
"17531","3","SKn2","4",0
"17532","4","SKn2","4",0
"17533","5","SKn2","4",0
"17534","6","SKn2","4",0
"17535","7","SKn2","4",0
"17536","NaN","SKn2","4",0
"17537","1","SKn3","4",0
"17538","2","SKn3","4",0
"17539","3","SKn3","4",0
"17540","4","SKn3","4",0
"17541","5","SKn3","4",0
"17542","6","SKn3","4",0
"17543","7","SKn3","4",0
"17544","NaN","SKn3","4",0
"17545","1","SKn4","4",381
"17546","2","SKn4","4",0
"17547","3","SKn4","4",0
"17548","4","SKn4","4",1
"17549","5","SKn4","4",0
"17550","6","SKn4","4",0
"17551","7","SKn4","4",0
"17552","NaN","SKn4","4",0
"17553","1","SKn5","4",0
"17554","2","SKn5","4",0
"17555","3","SKn5","4",0
"17556","4","SKn5","4",0
"17557","5","SKn5","4",0
"17558","6","SKn5","4",0
"17559","7","SKn5","4",0
"17560","NaN","SKn5","4",0
"17561","1","SKn6","4",33
"17562","2","SKn6","4",0
"17563","3","SKn6","4",0
"17564","4","SKn6","4",0
"17565","5","SKn6","4",0
"17566","6","SKn6","4",0
"17567","7","SKn6","4",0
"17568","NaN","SKn6","4",0
"17569","1","SKn7","4",0
"17570","2","SKn7","4",0
"17571","3","SKn7","4",0
"17572","4","SKn7","4",0
"17573","5","SKn7","4",0
"17574","6","SKn7","4",0
"17575","7","SKn7","4",0
"17576","NaN","SKn7","4",0
"17577","1","SKr1","4",0
"17578","2","SKr1","4",0
"17579","3","SKr1","4",0
"17580","4","SKr1","4",0
"17581","5","SKr1","4",0
"17582","6","SKr1","4",0
"17583","7","SKr1","4",0
"17584","NaN","SKr1","4",0
"17585","1","SKr10","4",0
"17586","2","SKr10","4",0
"17587","3","SKr10","4",0
"17588","4","SKr10","4",0
"17589","5","SKr10","4",0
"17590","6","SKr10","4",0
"17591","7","SKr10","4",0
"17592","NaN","SKr10","4",0
"17593","1","SKr11","4",0
"17594","2","SKr11","4",0
"17595","3","SKr11","4",0
"17596","4","SKr11","4",0
"17597","5","SKr11","4",0
"17598","6","SKr11","4",0
"17599","7","SKr11","4",0
"17600","NaN","SKr11","4",0
"17601","1","SKr12","4",0
"17602","2","SKr12","4",0
"17603","3","SKr12","4",0
"17604","4","SKr12","4",0
"17605","5","SKr12","4",0
"17606","6","SKr12","4",0
"17607","7","SKr12","4",0
"17608","NaN","SKr12","4",0
"17609","1","SKr13","4",0
"17610","2","SKr13","4",0
"17611","3","SKr13","4",0
"17612","4","SKr13","4",0
"17613","5","SKr13","4",0
"17614","6","SKr13","4",0
"17615","7","SKr13","4",0
"17616","NaN","SKr13","4",0
"17617","1","SKr14","4",0
"17618","2","SKr14","4",0
"17619","3","SKr14","4",0
"17620","4","SKr14","4",0
"17621","5","SKr14","4",0
"17622","6","SKr14","4",0
"17623","7","SKr14","4",0
"17624","NaN","SKr14","4",0
"17625","1","SKr15","4",0
"17626","2","SKr15","4",0
"17627","3","SKr15","4",0
"17628","4","SKr15","4",0
"17629","5","SKr15","4",0
"17630","6","SKr15","4",0
"17631","7","SKr15","4",0
"17632","NaN","SKr15","4",0
"17633","1","SKr16","4",0
"17634","2","SKr16","4",0
"17635","3","SKr16","4",0
"17636","4","SKr16","4",0
"17637","5","SKr16","4",0
"17638","6","SKr16","4",0
"17639","7","SKr16","4",0
"17640","NaN","SKr16","4",0
"17641","1","SKr17","4",0
"17642","2","SKr17","4",0
"17643","3","SKr17","4",0
"17644","4","SKr17","4",0
"17645","5","SKr17","4",0
"17646","6","SKr17","4",0
"17647","7","SKr17","4",0
"17648","NaN","SKr17","4",0
"17649","1","SKr18","4",0
"17650","2","SKr18","4",0
"17651","3","SKr18","4",0
"17652","4","SKr18","4",0
"17653","5","SKr18","4",0
"17654","6","SKr18","4",0
"17655","7","SKr18","4",0
"17656","NaN","SKr18","4",0
"17657","1","SKr19","4",0
"17658","2","SKr19","4",0
"17659","3","SKr19","4",0
"17660","4","SKr19","4",0
"17661","5","SKr19","4",0
"17662","6","SKr19","4",0
"17663","7","SKr19","4",0
"17664","NaN","SKr19","4",0
"17665","1","SKr2","4",0
"17666","2","SKr2","4",0
"17667","3","SKr2","4",0
"17668","4","SKr2","4",0
"17669","5","SKr2","4",0
"17670","6","SKr2","4",0
"17671","7","SKr2","4",0
"17672","NaN","SKr2","4",0
"17673","1","SKr3","4",0
"17674","2","SKr3","4",0
"17675","3","SKr3","4",0
"17676","4","SKr3","4",0
"17677","5","SKr3","4",0
"17678","6","SKr3","4",0
"17679","7","SKr3","4",0
"17680","NaN","SKr3","4",0
"17681","1","SKr4","4",0
"17682","2","SKr4","4",0
"17683","3","SKr4","4",0
"17684","4","SKr4","4",0
"17685","5","SKr4","4",0
"17686","6","SKr4","4",0
"17687","7","SKr4","4",0
"17688","NaN","SKr4","4",0
"17689","1","SKr5","4",0
"17690","2","SKr5","4",0
"17691","3","SKr5","4",0
"17692","4","SKr5","4",0
"17693","5","SKr5","4",0
"17694","6","SKr5","4",0
"17695","7","SKr5","4",0
"17696","NaN","SKr5","4",0
"17697","1","SKr6","4",0
"17698","2","SKr6","4",0
"17699","3","SKr6","4",0
"17700","4","SKr6","4",0
"17701","5","SKr6","4",0
"17702","6","SKr6","4",0
"17703","7","SKr6","4",0
"17704","NaN","SKr6","4",0
"17705","1","SKr7","4",0
"17706","2","SKr7","4",0
"17707","3","SKr7","4",0
"17708","4","SKr7","4",0
"17709","5","SKr7","4",0
"17710","6","SKr7","4",0
"17711","7","SKr7","4",0
"17712","NaN","SKr7","4",0
"17713","1","SKr8","4",0
"17714","2","SKr8","4",0
"17715","3","SKr8","4",0
"17716","4","SKr8","4",0
"17717","5","SKr8","4",0
"17718","6","SKr8","4",0
"17719","7","SKr8","4",0
"17720","NaN","SKr8","4",0
"17721","1","SKr9","4",0
"17722","2","SKr9","4",0
"17723","3","SKr9","4",0
"17724","4","SKr9","4",0
"17725","5","SKr9","4",0
"17726","6","SKr9","4",0
"17727","7","SKr9","4",0
"17728","NaN","SKr9","4",0
"17729","1","SKs1","4",0
"17730","2","SKs1","4",0
"17731","3","SKs1","4",0
"17732","4","SKs1","4",0
"17733","5","SKs1","4",0
"17734","6","SKs1","4",0
"17735","7","SKs1","4",0
"17736","NaN","SKs1","4",0
"17737","1","SKs10","4",0
"17738","2","SKs10","4",0
"17739","3","SKs10","4",0
"17740","4","SKs10","4",0
"17741","5","SKs10","4",0
"17742","6","SKs10","4",0
"17743","7","SKs10","4",0
"17744","NaN","SKs10","4",0
"17745","1","SKs11","4",0
"17746","2","SKs11","4",0
"17747","3","SKs11","4",0
"17748","4","SKs11","4",0
"17749","5","SKs11","4",0
"17750","6","SKs11","4",0
"17751","7","SKs11","4",0
"17752","NaN","SKs11","4",0
"17753","1","SKs12","4",15
"17754","2","SKs12","4",8
"17755","3","SKs12","4",0
"17756","4","SKs12","4",1
"17757","5","SKs12","4",5
"17758","6","SKs12","4",0
"17759","7","SKs12","4",19
"17760","NaN","SKs12","4",0
"17761","1","SKs13","4",504
"17762","2","SKs13","4",138
"17763","3","SKs13","4",3
"17764","4","SKs13","4",40
"17765","5","SKs13","4",19
"17766","6","SKs13","4",0
"17767","7","SKs13","4",69
"17768","NaN","SKs13","4",0
"17769","1","SKs14","4",66
"17770","2","SKs14","4",5
"17771","3","SKs14","4",0
"17772","4","SKs14","4",0
"17773","5","SKs14","4",0
"17774","6","SKs14","4",0
"17775","7","SKs14","4",14
"17776","NaN","SKs14","4",0
"17777","1","SKs2","4",0
"17778","2","SKs2","4",0
"17779","3","SKs2","4",0
"17780","4","SKs2","4",0
"17781","5","SKs2","4",0
"17782","6","SKs2","4",0
"17783","7","SKs2","4",0
"17784","NaN","SKs2","4",0
"17785","1","SKs3","4",0
"17786","2","SKs3","4",0
"17787","3","SKs3","4",0
"17788","4","SKs3","4",0
"17789","5","SKs3","4",0
"17790","6","SKs3","4",0
"17791","7","SKs3","4",0
"17792","NaN","SKs3","4",0
"17793","1","SKs4","4",0
"17794","2","SKs4","4",0
"17795","3","SKs4","4",0
"17796","4","SKs4","4",0
"17797","5","SKs4","4",0
"17798","6","SKs4","4",0
"17799","7","SKs4","4",0
"17800","NaN","SKs4","4",0
"17801","1","SKs5","4",0
"17802","2","SKs5","4",0
"17803","3","SKs5","4",0
"17804","4","SKs5","4",0
"17805","5","SKs5","4",0
"17806","6","SKs5","4",0
"17807","7","SKs5","4",0
"17808","NaN","SKs5","4",0
"17809","1","SKs6","4",0
"17810","2","SKs6","4",0
"17811","3","SKs6","4",0
"17812","4","SKs6","4",0
"17813","5","SKs6","4",0
"17814","6","SKs6","4",0
"17815","7","SKs6","4",0
"17816","NaN","SKs6","4",0
"17817","1","SKs7","4",180
"17818","2","SKs7","4",54
"17819","3","SKs7","4",0
"17820","4","SKs7","4",6
"17821","5","SKs7","4",13
"17822","6","SKs7","4",0
"17823","7","SKs7","4",61
"17824","NaN","SKs7","4",0
"17825","1","SKs8","4",0
"17826","2","SKs8","4",0
"17827","3","SKs8","4",0
"17828","4","SKs8","4",0
"17829","5","SKs8","4",0
"17830","6","SKs8","4",0
"17831","7","SKs8","4",0
"17832","NaN","SKs8","4",0
"17833","1","SKs9","4",17
"17834","2","SKs9","4",0
"17835","3","SKs9","4",0
"17836","4","SKs9","4",0
"17837","5","SKs9","4",0
"17838","6","SKs9","4",0
"17839","7","SKs9","4",0
"17840","NaN","SKs9","4",0
"17841","1","SKt1","4",29
"17842","2","SKt1","4",0
"17843","3","SKt1","4",0
"17844","4","SKt1","4",0
"17845","5","SKt1","4",0
"17846","6","SKt1","4",0
"17847","7","SKt1","4",0
"17848","NaN","SKt1","4",0
"17849","1","SKt2","4",20360
"17850","2","SKt2","4",1019
"17851","3","SKt2","4",0
"17852","4","SKt2","4",45
"17853","5","SKt2","4",223
"17854","6","SKt2","4",0
"17855","7","SKt2","4",105
"17856","NaN","SKt2","4",0
"17857","1","SKt3","4",1931
"17858","2","SKt3","4",302
"17859","3","SKt3","4",84
"17860","4","SKt3","4",17
"17861","5","SKt3","4",19
"17862","6","SKt3","4",0
"17863","7","SKt3","4",100
"17864","NaN","SKt3","4",0
"17865","1","SKv1","4",1753
"17866","2","SKv1","4",2277
"17867","3","SKv1","4",9
"17868","4","SKv1","4",1
"17869","5","SKv1","4",11
"17870","6","SKv1","4",0
"17871","7","SKv1","4",4
"17872","NaN","SKv1","4",0
"17873","1","SKv10","4",6
"17874","2","SKv10","4",0
"17875","3","SKv10","4",0
"17876","4","SKv10","4",0
"17877","5","SKv10","4",0
"17878","6","SKv10","4",0
"17879","7","SKv10","4",0
"17880","NaN","SKv10","4",0
"17881","1","SKv11","4",804
"17882","2","SKv11","4",131
"17883","3","SKv11","4",6
"17884","4","SKv11","4",3
"17885","5","SKv11","4",20
"17886","6","SKv11","4",0
"17887","7","SKv11","4",0
"17888","NaN","SKv11","4",0
"17889","1","SKv13","4",767
"17890","2","SKv13","4",42
"17891","3","SKv13","4",0
"17892","4","SKv13","4",5
"17893","5","SKv13","4",5
"17894","6","SKv13","4",0
"17895","7","SKv13","4",0
"17896","NaN","SKv13","4",0
"17897","1","SKv14","4",1088
"17898","2","SKv14","4",11
"17899","3","SKv14","4",3
"17900","4","SKv14","4",0
"17901","5","SKv14","4",0
"17902","6","SKv14","4",0
"17903","7","SKv14","4",0
"17904","NaN","SKv14","4",0
"17905","1","SKv2","4",751
"17906","2","SKv2","4",2
"17907","3","SKv2","4",16
"17908","4","SKv2","4",0
"17909","5","SKv2","4",0
"17910","6","SKv2","4",0
"17911","7","SKv2","4",0
"17912","NaN","SKv2","4",0
"17913","1","SKv3","4",237
"17914","2","SKv3","4",16
"17915","3","SKv3","4",0
"17916","4","SKv3","4",0
"17917","5","SKv3","4",1
"17918","6","SKv3","4",0
"17919","7","SKv3","4",42
"17920","NaN","SKv3","4",0
"17921","1","SKv4","4",0
"17922","2","SKv4","4",0
"17923","3","SKv4","4",0
"17924","4","SKv4","4",0
"17925","5","SKv4","4",0
"17926","6","SKv4","4",0
"17927","7","SKv4","4",0
"17928","NaN","SKv4","4",0
"17929","1","SKv5","4",16893
"17930","2","SKv5","4",691
"17931","3","SKv5","4",6
"17932","4","SKv5","4",20
"17933","5","SKv5","4",44
"17934","6","SKv5","4",0
"17935","7","SKv5","4",1
"17936","NaN","SKv5","4",0
"17937","1","SKv6","4",0
"17938","2","SKv6","4",0
"17939","3","SKv6","4",0
"17940","4","SKv6","4",0
"17941","5","SKv6","4",0
"17942","6","SKv6","4",0
"17943","7","SKv6","4",0
"17944","NaN","SKv6","4",0
"17945","1","SKv7","4",348
"17946","2","SKv7","4",82
"17947","3","SKv7","4",24
"17948","4","SKv7","4",20
"17949","5","SKv7","4",23
"17950","6","SKv7","4",0
"17951","7","SKv7","4",30
"17952","NaN","SKv7","4",0
"17953","1","SKv8","4",1693
"17954","2","SKv8","4",81
"17955","3","SKv8","4",2
"17956","4","SKv8","4",13
"17957","5","SKv8","4",59
"17958","6","SKv8","4",0
"17959","7","SKv8","4",0
"17960","NaN","SKv8","4",0
"17961","1","SVcb1","4",0
"17962","2","SVcb1","4",0
"17963","3","SVcb1","4",0
"17964","4","SVcb1","4",0
"17965","5","SVcb1","4",0
"17966","6","SVcb1","4",0
"17967","7","SVcb1","4",0
"17968","NaN","SVcb1","4",0
"17969","1","SVcb10","4",7375
"17970","2","SVcb10","4",3722
"17971","3","SVcb10","4",10
"17972","4","SVcb10","4",318
"17973","5","SVcb10","4",60
"17974","6","SVcb10","4",1
"17975","7","SVcb10","4",7879
"17976","NaN","SVcb10","4",0
"17977","1","SVcb11","4",10097
"17978","2","SVcb11","4",1929
"17979","3","SVcb11","4",203
"17980","4","SVcb11","4",570
"17981","5","SVcb11","4",63
"17982","6","SVcb11","4",3
"17983","7","SVcb11","4",1320
"17984","NaN","SVcb11","4",0
"17985","1","SVcb12","4",52060
"17986","2","SVcb12","4",12886
"17987","3","SVcb12","4",408
"17988","4","SVcb12","4",328
"17989","5","SVcb12","4",468
"17990","6","SVcb12","4",432
"17991","7","SVcb12","4",4188
"17992","NaN","SVcb12","4",0
"17993","1","SVcb13","4",15905
"17994","2","SVcb13","4",211
"17995","3","SVcb13","4",6
"17996","4","SVcb13","4",5
"17997","5","SVcb13","4",34
"17998","6","SVcb13","4",0
"17999","7","SVcb13","4",21
"18000","NaN","SVcb13","4",0
"18001","1","SVcb14","4",1430
"18002","2","SVcb14","4",227
"18003","3","SVcb14","4",0
"18004","4","SVcb14","4",1
"18005","5","SVcb14","4",5
"18006","6","SVcb14","4",0
"18007","7","SVcb14","4",0
"18008","NaN","SVcb14","4",0
"18009","1","SVcb15","4",4276
"18010","2","SVcb15","4",373
"18011","3","SVcb15","4",5
"18012","4","SVcb15","4",43
"18013","5","SVcb15","4",41
"18014","6","SVcb15","4",0
"18015","7","SVcb15","4",68
"18016","NaN","SVcb15","4",0
"18017","1","SVcb16","4",2290
"18018","2","SVcb16","4",589
"18019","3","SVcb16","4",14
"18020","4","SVcb16","4",11
"18021","5","SVcb16","4",48
"18022","6","SVcb16","4",0
"18023","7","SVcb16","4",196
"18024","NaN","SVcb16","4",0
"18025","1","SVcb17","4",31351
"18026","2","SVcb17","4",1717
"18027","3","SVcb17","4",73
"18028","4","SVcb17","4",81
"18029","5","SVcb17","4",67
"18030","6","SVcb17","4",15
"18031","7","SVcb17","4",248
"18032","NaN","SVcb17","4",0
"18033","1","SVcb18","4",9272
"18034","2","SVcb18","4",321
"18035","3","SVcb18","4",0
"18036","4","SVcb18","4",115
"18037","5","SVcb18","4",40
"18038","6","SVcb18","4",0
"18039","7","SVcb18","4",0
"18040","NaN","SVcb18","4",0
"18041","1","SVcb19","4",0
"18042","2","SVcb19","4",0
"18043","3","SVcb19","4",0
"18044","4","SVcb19","4",0
"18045","5","SVcb19","4",0
"18046","6","SVcb19","4",0
"18047","7","SVcb19","4",0
"18048","NaN","SVcb19","4",0
"18049","1","SVcb2","4",0
"18050","2","SVcb2","4",0
"18051","3","SVcb2","4",0
"18052","4","SVcb2","4",0
"18053","5","SVcb2","4",0
"18054","6","SVcb2","4",0
"18055","7","SVcb2","4",0
"18056","NaN","SVcb2","4",0
"18057","1","SVcb20","4",65865
"18058","2","SVcb20","4",8839
"18059","3","SVcb20","4",43
"18060","4","SVcb20","4",62
"18061","5","SVcb20","4",156
"18062","6","SVcb20","4",0
"18063","7","SVcb20","4",6676
"18064","NaN","SVcb20","4",0
"18065","1","SVcb21","4",28308
"18066","2","SVcb21","4",2815
"18067","3","SVcb21","4",14
"18068","4","SVcb21","4",58
"18069","5","SVcb21","4",160
"18070","6","SVcb21","4",0
"18071","7","SVcb21","4",3329
"18072","NaN","SVcb21","4",0
"18073","1","SVcb22","4",0
"18074","2","SVcb22","4",0
"18075","3","SVcb22","4",0
"18076","4","SVcb22","4",0
"18077","5","SVcb22","4",0
"18078","6","SVcb22","4",0
"18079","7","SVcb22","4",0
"18080","NaN","SVcb22","4",0
"18081","1","SVcb23","4",7215
"18082","2","SVcb23","4",1073
"18083","3","SVcb23","4",12
"18084","4","SVcb23","4",260
"18085","5","SVcb23","4",31
"18086","6","SVcb23","4",0
"18087","7","SVcb23","4",149
"18088","NaN","SVcb23","4",0
"18089","1","SVcb24","4",932
"18090","2","SVcb24","4",18
"18091","3","SVcb24","4",5
"18092","4","SVcb24","4",0
"18093","5","SVcb24","4",0
"18094","6","SVcb24","4",0
"18095","7","SVcb24","4",19
"18096","NaN","SVcb24","4",0
"18097","1","SVcb25","4",6505
"18098","2","SVcb25","4",44
"18099","3","SVcb25","4",0
"18100","4","SVcb25","4",0
"18101","5","SVcb25","4",3
"18102","6","SVcb25","4",0
"18103","7","SVcb25","4",0
"18104","NaN","SVcb25","4",0
"18105","1","SVcb26","4",42485
"18106","2","SVcb26","4",1797
"18107","3","SVcb26","4",1
"18108","4","SVcb26","4",32
"18109","5","SVcb26","4",124
"18110","6","SVcb26","4",0
"18111","7","SVcb26","4",237
"18112","NaN","SVcb26","4",0
"18113","1","SVcb27","4",2834
"18114","2","SVcb27","4",367
"18115","3","SVcb27","4",10
"18116","4","SVcb27","4",16
"18117","5","SVcb27","4",24
"18118","6","SVcb27","4",0
"18119","7","SVcb27","4",0
"18120","NaN","SVcb27","4",0
"18121","1","SVcb28","4",32577
"18122","2","SVcb28","4",135
"18123","3","SVcb28","4",7
"18124","4","SVcb28","4",27
"18125","5","SVcb28","4",21
"18126","6","SVcb28","4",0
"18127","7","SVcb28","4",21
"18128","NaN","SVcb28","4",0
"18129","1","SVcb29","4",0
"18130","2","SVcb29","4",0
"18131","3","SVcb29","4",0
"18132","4","SVcb29","4",0
"18133","5","SVcb29","4",0
"18134","6","SVcb29","4",0
"18135","7","SVcb29","4",0
"18136","NaN","SVcb29","4",0
"18137","1","SVcb3","4",4574
"18138","2","SVcb3","4",609
"18139","3","SVcb3","4",3
"18140","4","SVcb3","4",3
"18141","5","SVcb3","4",140
"18142","6","SVcb3","4",0
"18143","7","SVcb3","4",67
"18144","NaN","SVcb3","4",0
"18145","1","SVcb4","4",2696
"18146","2","SVcb4","4",233
"18147","3","SVcb4","4",0
"18148","4","SVcb4","4",2
"18149","5","SVcb4","4",25
"18150","6","SVcb4","4",0
"18151","7","SVcb4","4",39
"18152","NaN","SVcb4","4",0
"18153","1","SVcb5","4",0
"18154","2","SVcb5","4",0
"18155","3","SVcb5","4",0
"18156","4","SVcb5","4",0
"18157","5","SVcb5","4",0
"18158","6","SVcb5","4",0
"18159","7","SVcb5","4",0
"18160","NaN","SVcb5","4",0
"18161","1","SVcb6","4",9537
"18162","2","SVcb6","4",6363
"18163","3","SVcb6","4",63
"18164","4","SVcb6","4",1737
"18165","5","SVcb6","4",234
"18166","6","SVcb6","4",39
"18167","7","SVcb6","4",2015
"18168","NaN","SVcb6","4",0
"18169","1","SVcb7","4",2028
"18170","2","SVcb7","4",128
"18171","3","SVcb7","4",41
"18172","4","SVcb7","4",55
"18173","5","SVcb7","4",16
"18174","6","SVcb7","4",0
"18175","7","SVcb7","4",0
"18176","NaN","SVcb7","4",0
"18177","1","SVcb8","4",9698
"18178","2","SVcb8","4",2932
"18179","3","SVcb8","4",28
"18180","4","SVcb8","4",281
"18181","5","SVcb8","4",103
"18182","6","SVcb8","4",6
"18183","7","SVcb8","4",3255
"18184","NaN","SVcb8","4",0
"18185","1","SVcb9","4",56597
"18186","2","SVcb9","4",3114
"18187","3","SVcb9","4",29
"18188","4","SVcb9","4",571
"18189","5","SVcb9","4",59
"18190","6","SVcb9","4",0
"18191","7","SVcb9","4",3112
"18192","NaN","SVcb9","4",0
"18193","1","SVk1","4",0
"18194","2","SVk1","4",0
"18195","3","SVk1","4",0
"18196","4","SVk1","4",0
"18197","5","SVk1","4",0
"18198","6","SVk1","4",0
"18199","7","SVk1","4",0
"18200","NaN","SVk1","4",0
"18201","1","SVk10","4",818
"18202","2","SVk10","4",0
"18203","3","SVk10","4",0
"18204","4","SVk10","4",0
"18205","5","SVk10","4",0
"18206","6","SVk10","4",0
"18207","7","SVk10","4",0
"18208","NaN","SVk10","4",0
"18209","1","SVk11","4",2372
"18210","2","SVk11","4",370
"18211","3","SVk11","4",0
"18212","4","SVk11","4",4
"18213","5","SVk11","4",0
"18214","6","SVk11","4",2
"18215","7","SVk11","4",0
"18216","NaN","SVk11","4",0
"18217","1","SVk12","4",3246
"18218","2","SVk12","4",132
"18219","3","SVk12","4",0
"18220","4","SVk12","4",0
"18221","5","SVk12","4",0
"18222","6","SVk12","4",1
"18223","7","SVk12","4",0
"18224","NaN","SVk12","4",0
"18225","1","SVk13","4",63973
"18226","2","SVk13","4",1270
"18227","3","SVk13","4",0
"18228","4","SVk13","4",42
"18229","5","SVk13","4",0
"18230","6","SVk13","4",5
"18231","7","SVk13","4",83
"18232","NaN","SVk13","4",0
"18233","1","SVk14","4",0
"18234","2","SVk14","4",0
