"","nlc2022_7class","T_MAPCODE","sum","n"
"4134","6","AZa5","1",89
"4135","7","AZa5","1",4268
"4136","NaN","AZa5","1",0
"4137","1","AZa6","1",16339
"4138","2","AZa6","1",2454
"4139","3","AZa6","1",60
"4140","4","AZa6","1",104
"4141","5","AZa6","1",288
"4142","6","AZa6","1",0
"4143","7","AZa6","1",2880
"4144","NaN","AZa6","1",0
"4145","1","AZa7","1",33058
"4146","2","AZa7","1",6408
"4147","3","AZa7","1",671
"4148","4","AZa7","1",106
"4149","5","AZa7","1",872
"4150","6","AZa7","1",0
"4151","7","AZa7","1",258
"4152","NaN","AZa7","1",0
"4153","1","AZd1","1",0
"4154","2","AZd1","1",0
"4155","3","AZd1","1",0
"4156","4","AZd1","1",0
"4157","5","AZd1","1",0
"4158","6","AZd1","1",0
"4159","7","AZd1","1",0
"4160","NaN","AZd1","1",0
"4161","1","AZd2","1",0
"4162","2","AZd2","1",0
"4163","3","AZd2","1",0
"4164","4","AZd2","1",0
"4165","5","AZd2","1",0
"4166","6","AZd2","1",0
"4167","7","AZd2","1",0
"4168","NaN","AZd2","1",0
"4169","1","AZd3","1",94
"4170","2","AZd3","1",0
"4171","3","AZd3","1",0
"4172","4","AZd3","1",0
"4173","5","AZd3","1",0
"4174","6","AZd3","1",0
"4175","7","AZd3","1",0
"4176","NaN","AZd3","1",0
"4177","1","AZd4","1",22
"4178","2","AZd4","1",0
"4179","3","AZd4","1",0
"4180","4","AZd4","1",0
"4181","5","AZd4","1",0
"4182","6","AZd4","1",0
"4183","7","AZd4","1",0
"4184","NaN","AZd4","1",0
"4185","1","AZi1","1",52722
"4186","2","AZi1","1",1767
"4187","3","AZi1","1",22
"4188","4","AZi1","1",126
"4189","5","AZi1","1",155
"4190","6","AZi1","1",0
"4191","7","AZi1","1",147
"4192","NaN","AZi1","1",0
"4193","1","AZi3","1",126868
"4194","2","AZi3","1",800
"4195","3","AZi3","1",0
"4196","4","AZi3","1",445
"4197","5","AZi3","1",0
"4198","6","AZi3","1",0
"4199","7","AZi3","1",0
"4200","NaN","AZi3","1",0
"4201","1","AZi5","1",70944
"4202","2","AZi5","1",12817
"4203","3","AZi5","1",1197
"4204","4","AZi5","1",58
"4205","5","AZi5","1",147
"4206","6","AZi5","1",2
"4207","7","AZi5","1",95
"4208","NaN","AZi5","1",0
"4209","1","AZi6","1",368850
"4210","2","AZi6","1",32510
"4211","3","AZi6","1",2620
"4212","4","AZi6","1",982
"4213","5","AZi6","1",3697
"4214","6","AZi6","1",13
"4215","7","AZi6","1",1248
"4216","NaN","AZi6","1",0
"4217","1","AZi7","1",19490
"4218","2","AZi7","1",3232
"4219","3","AZi7","1",60
"4220","4","AZi7","1",18
"4221","5","AZi7","1",67
"4222","6","AZi7","1",0
"4223","7","AZi7","1",321
"4224","NaN","AZi7","1",0
"4225","1","AZi8","1",13206
"4226","2","AZi8","1",2423
"4227","3","AZi8","1",58
"4228","4","AZi8","1",80
"4229","5","AZi8","1",446
"4230","6","AZi8","1",0
"4231","7","AZi8","1",14
"4232","NaN","AZi8","1",0
"4233","1","AZs3","1",233
"4234","2","AZs3","1",12
"4235","3","AZs3","1",0
"4236","4","AZs3","1",0
"4237","5","AZs3","1",0
"4238","6","AZs3","1",0
"4239","7","AZs3","1",0
"4240","NaN","AZs3","1",0
"4241","1","CB1","1",43854
"4242","2","CB1","1",14603
"4243","3","CB1","1",10
"4244","4","CB1","1",1023
"4245","5","CB1","1",285
"4246","6","CB1","1",2
"4247","7","CB1","1",3074
"4248","NaN","CB1","1",0
"4249","1","CB2","1",4621
"4250","2","CB2","1",1950
"4251","3","CB2","1",0
"4252","4","CB2","1",84
"4253","5","CB2","1",0
"4254","6","CB2","1",0
"4255","7","CB2","1",351
"4256","NaN","CB2","1",0
"4257","1","CB3","1",104111
"4258","2","CB3","1",57879
"4259","3","CB3","1",161
"4260","4","CB3","1",2619
"4261","5","CB3","1",2068
"4262","6","CB3","1",23
"4263","7","CB3","1",2349
"4264","NaN","CB3","1",0
"4265","1","CB4","1",40151
"4266","2","CB4","1",7335
"4267","3","CB4","1",14
"4268","4","CB4","1",256
"4269","5","CB4","1",315
"4270","6","CB4","1",0
"4271","7","CB4","1",6657
"4272","NaN","CB4","1",0
"4273","1","CB5","1",250451
"4274","2","CB5","1",33984
"4275","3","CB5","1",33
"4276","4","CB5","1",1920
"4277","5","CB5","1",873
"4278","6","CB5","1",1
"4279","7","CB5","1",2970
"4280","NaN","CB5","1",0
"4281","1","CB6","1",87746
"4282","2","CB6","1",59388
"4283","3","CB6","1",29
"4284","4","CB6","1",846
"4285","5","CB6","1",532
"4286","6","CB6","1",0
"4287","7","CB6","1",139
"4288","NaN","CB6","1",0
"4289","1","Dg1","1",21
"4290","2","Dg1","1",0
"4291","3","Dg1","1",0
"4292","4","Dg1","1",0
"4293","5","Dg1","1",0
"4294","6","Dg1","1",0
"4295","7","Dg1","1",0
"4296","NaN","Dg1","1",0
"4297","1","Dg10","1",200
"4298","2","Dg10","1",9
"4299","3","Dg10","1",3
"4300","4","Dg10","1",3
"4301","5","Dg10","1",3
"4302","6","Dg10","1",0
"4303","7","Dg10","1",0
"4304","NaN","Dg10","1",0
"4305","1","Dg2","1",12
"4306","2","Dg2","1",0
"4307","3","Dg2","1",0
"4308","4","Dg2","1",0
"4309","5","Dg2","1",0
"4310","6","Dg2","1",0
"4311","7","Dg2","1",0
"4312","NaN","Dg2","1",0
"4313","1","Dg3","1",0
"4314","2","Dg3","1",0
"4315","3","Dg3","1",0
"4316","4","Dg3","1",0
"4317","5","Dg3","1",0
"4318","6","Dg3","1",0
"4319","7","Dg3","1",0
"4320","NaN","Dg3","1",0
"4321","1","Dg4","1",0
"4322","2","Dg4","1",0
"4323","3","Dg4","1",0
"4324","4","Dg4","1",0
"4325","5","Dg4","1",0
"4326","6","Dg4","1",0
"4327","7","Dg4","1",0
"4328","NaN","Dg4","1",0
"4329","1","Dg5","1",41
"4330","2","Dg5","1",0
"4331","3","Dg5","1",0
"4332","4","Dg5","1",0
"4333","5","Dg5","1",0
"4334","6","Dg5","1",0
"4335","7","Dg5","1",0
"4336","NaN","Dg5","1",0
"4337","1","Dg6","1",0
"4338","2","Dg6","1",0
"4339","3","Dg6","1",0
"4340","4","Dg6","1",0
"4341","5","Dg6","1",0
"4342","6","Dg6","1",0
"4343","7","Dg6","1",0
"4344","NaN","Dg6","1",0
"4345","1","Dg7","1",242
"4346","2","Dg7","1",3
"4347","3","Dg7","1",0
"4348","4","Dg7","1",6
"4349","5","Dg7","1",4
"4350","6","Dg7","1",0
"4351","7","Dg7","1",0
"4352","NaN","Dg7","1",0
"4353","1","Dg8","1",2
"4354","2","Dg8","1",0
"4355","3","Dg8","1",0
"4356","4","Dg8","1",0
"4357","5","Dg8","1",0
"4358","6","Dg8","1",0
"4359","7","Dg8","1",0
"4360","NaN","Dg8","1",0
"4361","1","Dg9","1",163
"4362","2","Dg9","1",0
"4363","3","Dg9","1",0
"4364","4","Dg9","1",0
"4365","5","Dg9","1",0
"4366","6","Dg9","1",0
"4367","7","Dg9","1",0
"4368","NaN","Dg9","1",0
"4369","1","Dn1","1",24
"4370","2","Dn1","1",27
"4371","3","Dn1","1",0
"4372","4","Dn1","1",9
"4373","5","Dn1","1",0
"4374","6","Dn1","1",1
"4375","7","Dn1","1",0
"4376","NaN","Dn1","1",0
"4377","1","Dn2","1",0
"4378","2","Dn2","1",0
"4379","3","Dn2","1",0
"4380","4","Dn2","1",0
"4381","5","Dn2","1",0
"4382","6","Dn2","1",0
"4383","7","Dn2","1",0
"4384","NaN","Dn2","1",0
"4385","1","Dn3","1",88
"4386","2","Dn3","1",20
"4387","3","Dn3","1",1
"4388","4","Dn3","1",5
"4389","5","Dn3","1",0
"4390","6","Dn3","1",0
"4391","7","Dn3","1",0
"4392","NaN","Dn3","1",0
"4393","1","Dn4","1",134
"4394","2","Dn4","1",90
"4395","3","Dn4","1",0
"4396","4","Dn4","1",22
"4397","5","Dn4","1",0
"4398","6","Dn4","1",0
"4399","7","Dn4","1",0
"4400","NaN","Dn4","1",0
"4401","1","Dn5","1",194
"4402","2","Dn5","1",1
"4403","3","Dn5","1",1
"4404","4","Dn5","1",8
"4405","5","Dn5","1",0
"4406","6","Dn5","1",8
"4407","7","Dn5","1",0
"4408","NaN","Dn5","1",0
"4409","1","FFa1","1",3187
"4410","2","FFa1","1",809
"4411","3","FFa1","1",12
"4412","4","FFa1","1",6
"4413","5","FFa1","1",363
"4414","6","FFa1","1",0
"4415","7","FFa1","1",85
"4416","NaN","FFa1","1",0
"4417","1","FFa2","1",8856
"4418","2","FFa2","1",1784
"4419","3","FFa2","1",30
"4420","4","FFa2","1",99
"4421","5","FFa2","1",390
"4422","6","FFa2","1",0
"4423","7","FFa2","1",399
"4424","NaN","FFa2","1",0
"4425","1","FFa3","1",6481
"4426","2","FFa3","1",2123
"4427","3","FFa3","1",34
"4428","4","FFa3","1",120
"4429","5","FFa3","1",168
"4430","6","FFa3","1",0
"4431","7","FFa3","1",970
"4432","NaN","FFa3","1",0
"4433","1","FFa4","1",7
"4434","2","FFa4","1",1
"4435","3","FFa4","1",0
"4436","4","FFa4","1",0
"4437","5","FFa4","1",0
"4438","6","FFa4","1",0
"4439","7","FFa4","1",0
"4440","NaN","FFa4","1",0
"4441","1","FFb1","1",2546
"4442","2","FFb1","1",328
"4443","3","FFb1","1",10
"4444","4","FFb1","1",12
"4445","5","FFb1","1",63
"4446","6","FFb1","1",0
"4447","7","FFb1","1",80
"4448","NaN","FFb1","1",0
"4449","1","FFb2","1",8702
"4450","2","FFb2","1",171
"4451","3","FFb2","1",11
"4452","4","FFb2","1",2
"4453","5","FFb2","1",0
"4454","6","FFb2","1",0
"4455","7","FFb2","1",139
"4456","NaN","FFb2","1",0
"4457","1","FFb3","1",292
"4458","2","FFb3","1",0
"4459","3","FFb3","1",0
"4460","4","FFb3","1",0
"4461","5","FFb3","1",0
"4462","6","FFb3","1",0
"4463","7","FFb3","1",0
"4464","NaN","FFb3","1",0
"4465","1","FFb4","1",6086
"4466","2","FFb4","1",0
"4467","3","FFb4","1",0
"4468","4","FFb4","1",5
"4469","5","FFb4","1",0
"4470","6","FFb4","1",0
"4471","7","FFb4","1",0
"4472","NaN","FFb4","1",0
"4473","1","FFb5","1",1355
"4474","2","FFb5","1",145
"4475","3","FFb5","1",0
"4476","4","FFb5","1",5
"4477","5","FFb5","1",6
"4478","6","FFb5","1",0
"4479","7","FFb5","1",5
"4480","NaN","FFb5","1",0
"4481","1","FFb6","1",1388
"4482","2","FFb6","1",610
"4483","3","FFb6","1",0
"4484","4","FFb6","1",10
"4485","5","FFb6","1",37
"4486","6","FFb6","1",0
"4487","7","FFb6","1",255
"4488","NaN","FFb6","1",0
"4489","1","FFc1","1",25745
"4490","2","FFc1","1",5886
"4491","3","FFc1","1",28
"4492","4","FFc1","1",94
"4493","5","FFc1","1",410
"4494","6","FFc1","1",17
"4495","7","FFc1","1",163
"4496","NaN","FFc1","1",0
"4497","1","FFd1","1",1063
"4498","2","FFd1","1",0
"4499","3","FFd1","1",0
"4500","4","FFd1","1",0
"4501","5","FFd1","1",0
"4502","6","FFd1","1",0
"4503","7","FFd1","1",0
"4504","NaN","FFd1","1",0
"4505","1","FFd10","1",215
"4506","2","FFd10","1",224
"4507","3","FFd10","1",0
"4508","4","FFd10","1",10
"4509","5","FFd10","1",2
"4510","6","FFd10","1",0
"4511","7","FFd10","1",177
"4512","NaN","FFd10","1",0
"4513","1","FFd11","1",6935
"4514","2","FFd11","1",24
"4515","3","FFd11","1",0
"4516","4","FFd11","1",9
"4517","5","FFd11","1",4
"4518","6","FFd11","1",0
"4519","7","FFd11","1",0
"4520","NaN","FFd11","1",0
"4521","1","FFd2","1",50607
"4522","2","FFd2","1",6536
"4523","3","FFd2","1",14
"4524","4","FFd2","1",250
"4525","5","FFd2","1",617
"4526","6","FFd2","1",12
"4527","7","FFd2","1",461
"4528","NaN","FFd2","1",0
"4529","1","FFd3","1",17154
"4530","2","FFd3","1",1534
"4531","3","FFd3","1",82
"4532","4","FFd3","1",41
"4533","5","FFd3","1",13
"4534","6","FFd3","1",0
"4535","7","FFd3","1",12
"4536","NaN","FFd3","1",0
"4537","1","FFd4","1",13780
"4538","2","FFd4","1",1746
"4539","3","FFd4","1",44
"4540","4","FFd4","1",1
"4541","5","FFd4","1",66
"4542","6","FFd4","1",56
"4543","7","FFd4","1",52
"4544","NaN","FFd4","1",0
"4545","1","FFd5","1",4776
"4546","2","FFd5","1",1127
"4547","3","FFd5","1",10
"4548","4","FFd5","1",590
"4549","5","FFd5","1",5
"4550","6","FFd5","1",0
"4551","7","FFd5","1",141
"4552","NaN","FFd5","1",0
"4553","1","FFd6","1",2896
"4554","2","FFd6","1",21
"4555","3","FFd6","1",0
"4556","4","FFd6","1",24
"4557","5","FFd6","1",0
"4558","6","FFd6","1",0
"4559","7","FFd6","1",0
"4560","NaN","FFd6","1",0
"4561","1","FFd7","1",1422
"4562","2","FFd7","1",157
"4563","3","FFd7","1",0
"4564","4","FFd7","1",3
"4565","5","FFd7","1",61
"4566","6","FFd7","1",0
"4567","7","FFd7","1",0
"4568","NaN","FFd7","1",0
"4569","1","FFd8","1",3172
"4570","2","FFd8","1",299
"4571","3","FFd8","1",3
"4572","4","FFd8","1",8
"4573","5","FFd8","1",20
"4574","6","FFd8","1",0
"4575","7","FFd8","1",0
"4576","NaN","FFd8","1",0
"4577","1","FFd9","1",3454
"4578","2","FFd9","1",758
"4579","3","FFd9","1",0
"4580","4","FFd9","1",11
"4581","5","FFd9","1",62
"4582","6","FFd9","1",0
"4583","7","FFd9","1",11
"4584","NaN","FFd9","1",0
"4585","1","FFf1","1",9065
"4586","2","FFf1","1",4250
"4587","3","FFf1","1",13
"4588","4","FFf1","1",56
"4589","5","FFf1","1",333
"4590","6","FFf1","1",26
"4591","7","FFf1","1",153
"4592","NaN","FFf1","1",0
"4593","1","FFf2","1",505
"4594","2","FFf2","1",179
"4595","3","FFf2","1",0
"4596","4","FFf2","1",2
"4597","5","FFf2","1",16
"4598","6","FFf2","1",0
"4599","7","FFf2","1",7
"4600","NaN","FFf2","1",0
"4601","1","FFg1","1",210
"4602","2","FFg1","1",0
"4603","3","FFg1","1",0
"4604","4","FFg1","1",0
"4605","5","FFg1","1",0
"4606","6","FFg1","1",0
"4607","7","FFg1","1",0
"4608","NaN","FFg1","1",0
"4609","1","FFg2","1",26570
"4610","2","FFg2","1",2707
"4611","3","FFg2","1",11
"4612","4","FFg2","1",28
"4613","5","FFg2","1",89
"4614","6","FFg2","1",0
"4615","7","FFg2","1",1751
"4616","NaN","FFg2","1",0
"4617","1","FFg3","1",152
"4618","2","FFg3","1",18
"4619","3","FFg3","1",0
"4620","4","FFg3","1",5
"4621","5","FFg3","1",0
"4622","6","FFg3","1",0
"4623","7","FFg3","1",0
"4624","NaN","FFg3","1",0
"4625","1","FFg4","1",1150
"4626","2","FFg4","1",25
"4627","3","FFg4","1",0
"4628","4","FFg4","1",0
"4629","5","FFg4","1",0
"4630","6","FFg4","1",0
"4631","7","FFg4","1",0
"4632","NaN","FFg4","1",0
"4633","1","FFg5","1",6756
"4634","2","FFg5","1",3160
"4635","3","FFg5","1",9
"4636","4","FFg5","1",194
"4637","5","FFg5","1",63
"4638","6","FFg5","1",0
"4639","7","FFg5","1",957
"4640","NaN","FFg5","1",0
"4641","1","FFh1","1",983
"4642","2","FFh1","1",622
"4643","3","FFh1","1",17
"4644","4","FFh1","1",19
"4645","5","FFh1","1",59
"4646","6","FFh1","1",0
"4647","7","FFh1","1",344
"4648","NaN","FFh1","1",0
"4649","1","FFh10","1",21797
"4650","2","FFh10","1",80
"4651","3","FFh10","1",1
"4652","4","FFh10","1",13
"4653","5","FFh10","1",13
"4654","6","FFh10","1",0
"4655","7","FFh10","1",0
"4656","NaN","FFh10","1",0
"4657","1","FFh11","1",0
"4658","2","FFh11","1",0
"4659","3","FFh11","1",0
"4660","4","FFh11","1",0
"4661","5","FFh11","1",0
"4662","6","FFh11","1",0
"4663","7","FFh11","1",0
"4664","NaN","FFh11","1",0
"4665","1","FFh2","1",0
"4666","2","FFh2","1",0
"4667","3","FFh2","1",0
"4668","4","FFh2","1",0
"4669","5","FFh2","1",0
"4670","6","FFh2","1",0
"4671","7","FFh2","1",0
"4672","NaN","FFh2","1",0
"4673","1","FFh3","1",820
"4674","2","FFh3","1",53
"4675","3","FFh3","1",0
"4676","4","FFh3","1",0
"4677","5","FFh3","1",0
"4678","6","FFh3","1",0
"4679","7","FFh3","1",0
"4680","NaN","FFh3","1",0
"4681","1","FFh4","1",6928
"4682","2","FFh4","1",596
"4683","3","FFh4","1",7
"4684","4","FFh4","1",40
"4685","5","FFh4","1",18
"4686","6","FFh4","1",0
"4687","7","FFh4","1",347
"4688","NaN","FFh4","1",0
"4689","1","FFh5","1",404
"4690","2","FFh5","1",2
"4691","3","FFh5","1",1
"4692","4","FFh5","1",0
"4693","5","FFh5","1",0
"4694","6","FFh5","1",0
"4695","7","FFh5","1",3
"4696","NaN","FFh5","1",0
"4697","1","FFh6","1",2683
"4698","2","FFh6","1",928
"4699","3","FFh6","1",22
"4700","4","FFh6","1",57
"4701","5","FFh6","1",33
"4702","6","FFh6","1",0
"4703","7","FFh6","1",414
"4704","NaN","FFh6","1",0
"4705","1","FFh7","1",4729
"4706","2","FFh7","1",355
"4707","3","FFh7","1",7
"4708","4","FFh7","1",53
"4709","5","FFh7","1",18
"4710","6","FFh7","1",0
"4711","7","FFh7","1",0
"4712","NaN","FFh7","1",0
"4713","1","FFh8","1",95
"4714","2","FFh8","1",26
"4715","3","FFh8","1",0
"4716","4","FFh8","1",0
"4717","5","FFh8","1",0
"4718","6","FFh8","1",0
"4719","7","FFh8","1",0
"4720","NaN","FFh8","1",0
"4721","1","FFh9","1",26552
"4722","2","FFh9","1",5933
"4723","3","FFh9","1",9
"4724","4","FFh9","1",217
"4725","5","FFh9","1",280
"4726","6","FFh9","1",0
"4727","7","FFh9","1",7836
"4728","NaN","FFh9","1",0
"4729","1","FFl1","1",8632
"4730","2","FFl1","1",407
"4731","3","FFl1","1",0
"4732","4","FFl1","1",12
"4733","5","FFl1","1",32
"4734","6","FFl1","1",1
"4735","7","FFl1","1",61
"4736","NaN","FFl1","1",0
"4737","1","FFl2","1",12466
"4738","2","FFl2","1",101
"4739","3","FFl2","1",0
"4740","4","FFl2","1",8
"4741","5","FFl2","1",0
"4742","6","FFl2","1",0
"4743","7","FFl2","1",0
"4744","NaN","FFl2","1",0
"4745","1","FFl3","1",9008
"4746","2","FFl3","1",215
"4747","3","FFl3","1",0
"4748","4","FFl3","1",10
"4749","5","FFl3","1",26
"4750","6","FFl3","1",0
"4751","7","FFl3","1",0
"4752","NaN","FFl3","1",0
"4753","1","FFq1","1",0
"4754","2","FFq1","1",0
"4755","3","FFq1","1",0
"4756","4","FFq1","1",0
"4757","5","FFq1","1",0
"4758","6","FFq1","1",0
"4759","7","FFq1","1",0
"4760","NaN","FFq1","1",0
"4761","1","FFq2","1",473
"4762","2","FFq2","1",136
"4763","3","FFq2","1",26
"4764","4","FFq2","1",0
"4765","5","FFq2","1",0
"4766","6","FFq2","1",0
"4767","7","FFq2","1",0
"4768","NaN","FFq2","1",0
"4769","1","FFq3","1",31
"4770","2","FFq3","1",15
"4771","3","FFq3","1",0
"4772","4","FFq3","1",0
"4773","5","FFq3","1",0
"4774","6","FFq3","1",0
"4775","7","FFq3","1",0
"4776","NaN","FFq3","1",0
"4777","1","FFq4","1",9
"4778","2","FFq4","1",3
"4779","3","FFq4","1",0
"4780","4","FFq4","1",2
"4781","5","FFq4","1",0
"4782","6","FFq4","1",0
"4783","7","FFq4","1",0
"4784","NaN","FFq4","1",0
"4785","1","FFq5","1",1602
"4786","2","FFq5","1",0
"4787","3","FFq5","1",0
"4788","4","FFq5","1",0
"4789","5","FFq5","1",0
"4790","6","FFq5","1",0
"4791","7","FFq5","1",0
"4792","NaN","FFq5","1",0
"4793","1","FFq6","1",42330
"4794","2","FFq6","1",112
"4795","3","FFq6","1",2
"4796","4","FFq6","1",48
"4797","5","FFq6","1",4
"4798","6","FFq6","1",0
"4799","7","FFq6","1",37
"4800","NaN","FFq6","1",0
"4801","1","FFs1","1",30629
"4802","2","FFs1","1",3602
"4803","3","FFs1","1",7
"4804","4","FFs1","1",42
"4805","5","FFs1","1",253
"4806","6","FFs1","1",0
"4807","7","FFs1","1",458
"4808","NaN","FFs1","1",0
"4809","1","FFs10","1",37091
"4810","2","FFs10","1",239
"4811","3","FFs10","1",0
"4812","4","FFs10","1",6
"4813","5","FFs10","1",0
"4814","6","FFs10","1",0
"4815","7","FFs10","1",429
"4816","NaN","FFs10","1",0
"4817","1","FFs11","1",18843
"4818","2","FFs11","1",2047
"4819","3","FFs11","1",5
"4820","4","FFs11","1",32
"4821","5","FFs11","1",71
"4822","6","FFs11","1",6
"4823","7","FFs11","1",1264
"4824","NaN","FFs11","1",0
"4825","1","FFs12","1",84995
"4826","2","FFs12","1",3460
"4827","3","FFs12","1",43
"4828","4","FFs12","1",26
"4829","5","FFs12","1",96
"4830","6","FFs12","1",0
"4831","7","FFs12","1",162
"4832","NaN","FFs12","1",0
"4833","1","FFs13","1",14960
"4834","2","FFs13","1",14
"4835","3","FFs13","1",0
"4836","4","FFs13","1",3
"4837","5","FFs13","1",4
"4838","6","FFs13","1",9
"4839","7","FFs13","1",0
"4840","NaN","FFs13","1",0
"4841","1","FFs14","1",3584
"4842","2","FFs14","1",3
"4843","3","FFs14","1",1
"4844","4","FFs14","1",1
"4845","5","FFs14","1",2
"4846","6","FFs14","1",0
"4847","7","FFs14","1",0
"4848","NaN","FFs14","1",0
"4849","1","FFs15","1",4186
"4850","2","FFs15","1",395
"4851","3","FFs15","1",1
"4852","4","FFs15","1",26
"4853","5","FFs15","1",23
"4854","6","FFs15","1",0
"4855","7","FFs15","1",7
"4856","NaN","FFs15","1",0
"4857","1","FFs16","1",59481
"4858","2","FFs16","1",137
"4859","3","FFs16","1",1
"4860","4","FFs16","1",33
"4861","5","FFs16","1",9
"4862","6","FFs16","1",0
"4863","7","FFs16","1",4
"4864","NaN","FFs16","1",0
"4865","1","FFs17","1",2139
"4866","2","FFs17","1",6
"4867","3","FFs17","1",0
"4868","4","FFs17","1",0
"4869","5","FFs17","1",0
"4870","6","FFs17","1",0
"4871","7","FFs17","1",0
"4872","NaN","FFs17","1",0
"4873","1","FFs18","1",55593
"4874","2","FFs18","1",3563
"4875","3","FFs18","1",10
"4876","4","FFs18","1",42
"4877","5","FFs18","1",419
"4878","6","FFs18","1",0
"4879","7","FFs18","1",1625
"4880","NaN","FFs18","1",0
"4881","1","FFs19","1",92199
"4882","2","FFs19","1",10367
"4883","3","FFs19","1",0
"4884","4","FFs19","1",20
"4885","5","FFs19","1",20
"4886","6","FFs19","1",0
"4887","7","FFs19","1",9367
"4888","NaN","FFs19","1",0
"4889","1","FFs2","1",34262
"4890","2","FFs2","1",3409
"4891","3","FFs2","1",52
"4892","4","FFs2","1",214
"4893","5","FFs2","1",305
"4894","6","FFs2","1",1
"4895","7","FFs2","1",262
"4896","NaN","FFs2","1",0
"4897","1","FFs20","1",120201
"4898","2","FFs20","1",4306
"4899","3","FFs20","1",22
"4900","4","FFs20","1",105
"4901","5","FFs20","1",358
"4902","6","FFs20","1",0
"4903","7","FFs20","1",1005
"4904","NaN","FFs20","1",0
"4905","1","FFs21","1",912
"4906","2","FFs21","1",1
"4907","3","FFs21","1",0
"4908","4","FFs21","1",0
"4909","5","FFs21","1",0
"4910","6","FFs21","1",0
"4911","7","FFs21","1",0
"4912","NaN","FFs21","1",0
"4913","1","FFs22","1",987
"4914","2","FFs22","1",16
"4915","3","FFs22","1",0
"4916","4","FFs22","1",0
"4917","5","FFs22","1",0
"4918","6","FFs22","1",0
"4919","7","FFs22","1",15
"4920","NaN","FFs22","1",0
"4921","1","FFs23","1",2365
"4922","2","FFs23","1",413
"4923","3","FFs23","1",0
"4924","4","FFs23","1",1
"4925","5","FFs23","1",14
"4926","6","FFs23","1",0
"4927","7","FFs23","1",0
"4928","NaN","FFs23","1",0
"4929","1","FFs24","1",5212
"4930","2","FFs24","1",0
"4931","3","FFs24","1",0
"4932","4","FFs24","1",0
"4933","5","FFs24","1",0
"4934","6","FFs24","1",0
"4935","7","FFs24","1",0
"4936","NaN","FFs24","1",0
"4937","1","FFs25","1",33
"4938","2","FFs25","1",9
"4939","3","FFs25","1",0
"4940","4","FFs25","1",0
"4941","5","FFs25","1",0
"4942","6","FFs25","1",0
"4943","7","FFs25","1",0
"4944","NaN","FFs25","1",0
"4945","1","FFs26","1",94
"4946","2","FFs26","1",10
"4947","3","FFs26","1",0
"4948","4","FFs26","1",0
"4949","5","FFs26","1",0
"4950","6","FFs26","1",0
"4951","7","FFs26","1",0
"4952","NaN","FFs26","1",0
"4953","1","FFs27","1",11395
"4954","2","FFs27","1",378
"4955","3","FFs27","1",1
"4956","4","FFs27","1",8
"4957","5","FFs27","1",34
"4958","6","FFs27","1",0
"4959","7","FFs27","1",688
"4960","NaN","FFs27","1",0
"4961","1","FFs28","1",38456
"4962","2","FFs28","1",1245
"4963","3","FFs28","1",42
"4964","4","FFs28","1",60
"4965","5","FFs28","1",97
"4966","6","FFs28","1",0
"4967","7","FFs28","1",154
"4968","NaN","FFs28","1",0
"4969","1","FFs29","1",2132
"4970","2","FFs29","1",220
"4971","3","FFs29","1",0
"4972","4","FFs29","1",149
"4973","5","FFs29","1",2
"4974","6","FFs29","1",0
"4975","7","FFs29","1",1
"4976","NaN","FFs29","1",0
"4977","1","FFs3","1",3411
"4978","2","FFs3","1",15
"4979","3","FFs3","1",0
"4980","4","FFs3","1",0
"4981","5","FFs3","1",0
"4982","6","FFs3","1",0
"4983","7","FFs3","1",0
"4984","NaN","FFs3","1",0
"4985","1","FFs30","1",3
"4986","2","FFs30","1",0
"4987","3","FFs30","1",0
"4988","4","FFs30","1",0
"4989","5","FFs30","1",0
"4990","6","FFs30","1",0
"4991","7","FFs30","1",0
"4992","NaN","FFs30","1",0
"4993","1","FFs31","1",224
"4994","2","FFs31","1",0
"4995","3","FFs31","1",0
"4996","4","FFs31","1",0
"4997","5","FFs31","1",0
"4998","6","FFs31","1",0
"4999","7","FFs31","1",0
"5000","NaN","FFs31","1",0
"5001","1","FFs32","1",6323
"5002","2","FFs32","1",335
"5003","3","FFs32","1",0
"5004","4","FFs32","1",13
"5005","5","FFs32","1",36
"5006","6","FFs32","1",0
"5007","7","FFs32","1",0
"5008","NaN","FFs32","1",0
"5009","1","FFs4","1",23810
"5010","2","FFs4","1",722
"5011","3","FFs4","1",11
"5012","4","FFs4","1",57
"5013","5","FFs4","1",202
"5014","6","FFs4","1",1
"5015","7","FFs4","1",132
"5016","NaN","FFs4","1",0
"5017","1","FFs5","1",4554
"5018","2","FFs5","1",406
"5019","3","FFs5","1",3
"5020","4","FFs5","1",15
"5021","5","FFs5","1",45
"5022","6","FFs5","1",0
"5023","7","FFs5","1",18
"5024","NaN","FFs5","1",0
"5025","1","FFs6","1",2966
"5026","2","FFs6","1",342
"5027","3","FFs6","1",3
"5028","4","FFs6","1",24
"5029","5","FFs6","1",34
"5030","6","FFs6","1",0
"5031","7","FFs6","1",22
"5032","NaN","FFs6","1",0
"5033","1","FFs7","1",2271
"5034","2","FFs7","1",18
"5035","3","FFs7","1",0
"5036","4","FFs7","1",0
"5037","5","FFs7","1",5
"5038","6","FFs7","1",0
"5039","7","FFs7","1",0
"5040","NaN","FFs7","1",0
"5041","1","FFs8","1",9219
"5042","2","FFs8","1",50
"5043","3","FFs8","1",79
"5044","4","FFs8","1",14
