"","...1","LC","T_MAPCODE","sum_niaps","n","km2"
"1",1,1,"AT15",0,31640,12.656
"2",2,2,"AT15",0,33,0.0132
"3",3,3,"AT15",0,5,0.002
"4",4,4,"AT15",0,3,0.0012
"5",9,1,"AT16",0,114873,45.9492
"6",10,2,"AT16",0,3370,1.348
"7",11,3,"AT16",0,146,0.0584
"8",12,4,"AT16",0,211,0.0844
"9",13,5,"AT16",0,950,0.38
"10",14,6,"AT16",0,1374,0.5496
"11",17,1,"AT17",0,1173968,469.5872
"12",18,2,"AT17",0,102438,40.9752
"13",19,3,"AT17",0,1102,0.4408
"14",20,4,"AT17",0,12872,5.1488
"15",21,5,"AT17",0,242598,97.0392
"16",22,6,"AT17",0,226,0.0904
"17",23,7,"AT17",0,2577,1.0308
"18",25,1,"AT18",0,2133023,853.2092
"19",26,2,"AT18",0,91375,36.55
"20",27,3,"AT18",0,878,0.3512
"21",28,4,"AT18",0,5189,2.0756
"22",29,5,"AT18",0,225745,90.298
"23",30,6,"AT18",0,36,0.0144
"24",31,7,"AT18",0,569,0.2276
"25",33,1,"AT19",0,2514511,1005.8044
"26",34,2,"AT19",0,16715,6.686
"27",35,3,"AT19",0,4716,1.8864
"28",36,4,"AT19",0,3926,1.5704
"29",37,5,"AT19",0,14167,5.6668
"30",38,6,"AT19",0,33,0.0132
"31",39,7,"AT19",0,15,0.006
"32",41,1,"AT20",0,46550,18.62
"33",42,2,"AT20",0,5311,2.1244
"34",43,3,"AT20",0,223,0.0892
"35",44,4,"AT20",0,31867,12.7468
"36",46,6,"AT20",0,975,0.39
"37",47,7,"AT20",0,5,0.002
"38",49,1,"AT21",0,563858,225.5432
"39",50,2,"AT21",0,35030,14.012
"40",51,3,"AT21",0,21737,8.6948
"41",52,4,"AT21",0,45581,18.2324
"42",53,5,"AT21",0,73796,29.5184
"43",54,6,"AT21",0,186,0.0744
"44",55,7,"AT21",0,240,0.096
"45",57,1,"AT22",0,190319,76.1276
"46",58,2,"AT22",0,73435,29.374
"47",59,3,"AT22",0,8543,3.4172
"48",60,4,"AT22",0,105545,42.218
"49",61,5,"AT22",0,108885,43.554
"50",62,6,"AT22",0,287,0.1148
"51",63,7,"AT22",0,120,0.048
"52",65,1,"AT23",0,614107,245.6428
"53",66,2,"AT23",0,52809,21.1236
"54",67,3,"AT23",0,294,0.1176
"55",68,4,"AT23",0,22770,9.108
"56",69,5,"AT23",0,27570,11.028
"57",70,6,"AT23",0,12,0.0048
"58",71,7,"AT23",0,260,0.104
"59",73,1,"AT24",0,6111402,2444.5608
"60",74,2,"AT24",0,392341,156.9364
"61",75,3,"AT24",0,4909,1.9636
"62",76,4,"AT24",0,136900,54.76
"63",77,5,"AT24",0,376403,150.5612
"64",78,6,"AT24",0,133,0.0532
"65",79,7,"AT24",0,3208,1.2832
"66",81,1,"AT25",0,5047876,2019.1504
"67",82,2,"AT25",0,21104,8.4416
"68",83,3,"AT25",0,3631,1.4524
"69",84,4,"AT25",0,15597,6.2388
"70",85,5,"AT25",0,7689,3.0756
"71",86,6,"AT25",0,253,0.1012
"72",89,1,"AT26",0,51303,20.5212
"73",90,2,"AT26",0,4541,1.8164
"74",91,3,"AT26",0,230,0.092
"75",92,4,"AT26",0,675,0.27
"76",93,5,"AT26",0,18953,7.5812
"77",97,1,"AT27",0,2972647,1189.0588
"78",98,2,"AT27",0,8566,3.4264
"79",99,3,"AT27",0,712,0.2848
"80",100,4,"AT27",0,5766,2.3064
"81",101,5,"AT27",0,6412,2.5648
"82",102,6,"AT27",0,931,0.3724
"83",103,7,"AT27",0,2,0.0008
"84",105,1,"AT28",0,1939947,775.9788
"85",106,2,"AT28",0,114434,45.7736
"86",107,3,"AT28",0,2408,0.9632
"87",108,4,"AT28",0,60313,24.1252
"88",109,5,"AT28",0,88816,35.5264
"89",110,6,"AT28",0,65,0.026
"90",111,7,"AT28",0,1817,0.7268
"91",113,1,"AT29",0,1886571,754.6284
"92",114,2,"AT29",0,14274,5.7096
"93",115,3,"AT29",0,1678,0.6712
"94",116,4,"AT29",0,13674,5.4696
"95",117,5,"AT29",0,10499,4.1996
"96",118,6,"AT29",0,935,0.374
"97",121,1,"AT30",0,1503432,601.3728
"98",122,2,"AT30",0,26593,10.6372
"99",123,3,"AT30",0,5844,2.3376
"100",124,4,"AT30",0,21423,8.5692
"101",125,5,"AT30",0,66913,26.7652
"102",126,6,"AT30",0,44,0.0176
"103",127,7,"AT30",0,22,0.0088
"104",129,1,"AT31",0,449322,179.7288
"105",130,2,"AT31",0,49433,19.7732
"106",131,3,"AT31",0,94,0.0376
"107",132,4,"AT31",0,4058,1.6232
"108",133,5,"AT31",0,16450,6.58
"109",135,7,"AT31",0,420,0.168
"110",137,1,"AT32",0,7884286,3153.7144
"111",138,2,"AT32",0,94805,37.922
"112",139,3,"AT32",0,14713,5.8852
"113",140,4,"AT32",0,64213,25.6852
"114",141,5,"AT32",0,163218,65.2872
"115",142,6,"AT32",0,254,0.1016
"116",143,7,"AT32",0,2917,1.1668
"117",145,1,"AT33",0,1199797,479.9188
"118",146,2,"AT33",0,6357,2.5428
"119",147,3,"AT33",0,2399,0.9596
"120",148,4,"AT33",0,1955,0.782
"121",149,5,"AT33",0,7740,3.096
"122",150,6,"AT33",0,15,0.006
"123",151,7,"AT33",0,8,0.0032
"124",153,1,"AT34",0,401192,160.4768
"125",154,2,"AT34",0,3869,1.5476
"126",155,3,"AT34",0,380,0.152
"127",156,4,"AT34",0,1004,0.4016
"128",157,5,"AT34",0,8759,3.5036
"129",158,6,"AT34",0,140,0.056
"130",159,7,"AT34",0,45,0.018
"131",161,1,"AT35",0,40400,16.16
"132",162,2,"AT35",0,9514,3.8056
"133",164,4,"AT35",0,472,0.1888
"134",165,5,"AT35",0,18010,7.204
"135",169,1,"AT36",0,49921,19.9684
"136",170,2,"AT36",0,6929,2.7716
"137",171,3,"AT36",0,7,0.0028
"138",172,4,"AT36",0,13387,5.3548
"139",173,5,"AT36",0,5282,2.1128
"140",174,6,"AT36",0,252,0.1008
"141",175,7,"AT36",0,17193,6.8772
"142",177,1,"AT37",0,217213,86.8852
"143",178,2,"AT37",0,36675,14.67
"144",179,3,"AT37",0,133,0.0532
"145",180,4,"AT37",0,3645,1.458
"146",181,5,"AT37",0,129506,51.8024
"147",182,6,"AT37",0,177,0.0708
"148",183,7,"AT37",0,82,0.0328
"149",185,1,"AT38",0,1851502,740.6008
"150",186,2,"AT38",0,219451,87.7804
"151",187,3,"AT38",0,1843,0.7372
"152",188,4,"AT38",0,61464,24.5856
"153",189,5,"AT38",0,731935,292.774
"154",190,6,"AT38",0,2074,0.8296
"155",191,7,"AT38",0,28174,11.2696
"156",193,1,"AT39",0,513821,205.5284
"157",194,2,"AT39",0,23300,9.32
"158",195,3,"AT39",0,84,0.0336
"159",196,4,"AT39",0,24817,9.9268
"160",197,5,"AT39",0,20368,8.1472
"161",198,6,"AT39",0,3283,1.3132
"162",201,1,"AT40",0,884931,353.9724
"163",202,2,"AT40",0,85958,34.3832
"164",203,3,"AT40",0,254,0.1016
"165",204,4,"AT40",0,99230,39.692
"166",205,5,"AT40",0,108021,43.2084
"167",206,6,"AT40",0,534,0.2136
"168",207,7,"AT40",0,1095,0.438
"169",209,1,"AT41",0,416626,166.6504
"170",210,2,"AT41",0,41370,16.548
"171",211,3,"AT41",0,248,0.0992
"172",212,4,"AT41",0,36024,14.4096
"173",213,5,"AT41",0,157837,63.1348
"174",214,6,"AT41",0,367,0.1468
"175",215,7,"AT41",0,5720,2.288
"176",217,1,"AT42",0,118244,47.2976
"177",218,2,"AT42",0,9261,3.7044
"178",219,3,"AT42",0,43,0.0172
"179",220,4,"AT42",0,1441,0.5764
"180",221,5,"AT42",0,7669,3.0676
"181",222,6,"AT42",0,14,0.0056
"182",223,7,"AT42",0,12,0.0048
"183",225,1,"AT43",0,659603,263.8412
"184",226,2,"AT43",0,21130,8.452
"185",227,3,"AT43",0,2082,0.8328
"186",228,4,"AT43",0,5702,2.2808
"187",229,5,"AT43",0,20943,8.3772
"188",230,6,"AT43",0,23,0.0092
"189",231,7,"AT43",0,95,0.038
"190",233,1,"AT44",0,140138,56.0552
"191",234,2,"AT44",0,47981,19.1924
"192",235,3,"AT44",0,248,0.0992
"193",236,4,"AT44",0,182292,72.9168
"194",237,5,"AT44",0,16357,6.5428
"195",238,6,"AT44",0,934,0.3736
"196",239,7,"AT44",0,82,0.0328
"197",241,1,"AT45",0,968958,387.5832
"198",242,2,"AT45",0,186419,74.5676
"199",243,3,"AT45",0,921,0.3684
"200",244,4,"AT45",0,16866,6.7464
"201",245,5,"AT45",0,448224,179.2896
"202",246,6,"AT45",0,154,0.0616
"203",247,7,"AT45",0,1332,0.5328
"204",249,1,"AT46",0,1376718,550.6872
"205",250,2,"AT46",0,16017,6.4068
"206",251,3,"AT46",0,3379,1.3516
"207",252,4,"AT46",0,10158,4.0632
"208",253,5,"AT46",0,19233,7.6932
"209",254,6,"AT46",0,433,0.1732
"210",255,7,"AT46",0,59,0.0236
"211",257,1,"AT47",0,2170117,868.0468
"212",258,2,"AT47",0,21891,8.7564
"213",259,3,"AT47",0,2428,0.9712
"214",260,4,"AT47",0,14564,5.8256
"215",261,5,"AT47",0,21175,8.47
"216",262,6,"AT47",0,185,0.074
"217",265,1,"AT48",0,11862,4.7448
"218",266,2,"AT48",0,1287,0.5148
"219",267,3,"AT48",0,9,0.0036
"220",268,4,"AT48",0,14408,5.7632
"221",269,5,"AT48",0,5107,2.0428
"222",273,1,"AT49",0,13424485,5369.794
"223",274,2,"AT49",0,90568,36.2272
"224",275,3,"AT49",0,54411,21.7644
"225",276,4,"AT49",0,57189,22.8756
"226",277,5,"AT49",0,87642,35.0568
"227",278,6,"AT49",0,1073,0.4292
"228",279,7,"AT49",0,333,0.1332
"229",281,1,"AT50",0,1063800,425.52
"230",282,2,"AT50",0,43444,17.3776
"231",283,3,"AT50",0,1586,0.6344
"232",284,4,"AT50",0,44459,17.7836
"233",285,5,"AT50",0,61068,24.4272
"234",286,6,"AT50",0,241,0.0964
"235",287,7,"AT50",0,427,0.1708
"236",289,1,"AT51",0,3466622,1386.6488
"237",290,2,"AT51",0,96061,38.4244
"238",291,3,"AT51",0,7225,2.89
"239",292,4,"AT51",0,180222,72.0888
"240",293,5,"AT51",0,369053,147.6212
"241",294,6,"AT51",0,5141,2.0564
"242",295,7,"AT51",0,4065,1.626
"243",297,1,"AT52",0,57481,22.9924
"244",298,2,"AT52",0,8670,3.468
"245",300,4,"AT52",0,63,0.0252
"246",301,5,"AT52",0,22785,9.114
"247",305,1,"AT53",0,24724,9.8896
"248",306,2,"AT53",0,4092,1.6368
"249",307,3,"AT53",0,20,0.008
"250",308,4,"AT53",0,14413,5.7652
"251",309,5,"AT53",0,1442,0.5768
"252",311,7,"AT53",0,2672,1.0688
"253",313,1,"AT54",0,349201,139.6804
"254",314,2,"AT54",0,2326,0.9304
"255",315,3,"AT54",0,834,0.3336
"256",316,4,"AT54",0,90,0.036
"257",317,5,"AT54",0,3403,1.3612
"258",319,7,"AT54",0,10,0.004
"259",321,1,"AT55",0,1850172,740.0688
"260",322,2,"AT55",0,21210,8.484
"261",323,3,"AT55",0,1284,0.5136
"262",324,4,"AT55",0,5070,2.028
"263",325,5,"AT55",0,18213,7.2852
"264",326,6,"AT55",0,244,0.0976
"265",327,7,"AT55",0,60,0.024
"266",329,1,"AT56",0,983830,393.532
"267",330,2,"AT56",0,149649,59.8596
"268",331,3,"AT56",0,1283,0.5132
"269",332,4,"AT56",0,161738,64.6952
"270",333,5,"AT56",0,229692,91.8768
"271",334,6,"AT56",0,1980,0.792
"272",335,7,"AT56",0,18418,7.3672
"273",337,1,"AT57",0,166459,66.5836
"274",338,2,"AT57",0,18389,7.3556
"275",339,3,"AT57",0,6202,2.4808
"276",340,4,"AT57",0,29161,11.6644
"277",341,5,"AT57",0,18512,7.4048
"278",342,6,"AT57",0,663,0.2652
"279",343,7,"AT57",0,333,0.1332
"280",345,1,"AT58",0,5546145,2218.458
"281",346,2,"AT58",0,32034,12.8136
"282",347,3,"AT58",0,6404,2.5616
"283",348,4,"AT58",0,14060,5.624
"284",349,5,"AT58",0,24509,9.8036
"285",350,6,"AT58",0,204,0.0816
"286",351,7,"AT58",0,59,0.0236
"287",353,1,"AZa1",0,43642,17.4568
"288",354,2,"AZa1",0,664,0.2656
"289",355,3,"AZa1",0,2,0.0008
"290",356,4,"AZa1",0,83,0.0332
"291",357,5,"AZa1",0,173,0.0692
"292",359,7,"AZa1",0,103,0.0412
"293",361,1,"AZa2",0,177241,70.8964
"294",362,2,"AZa2",0,88307,35.3228
"295",363,3,"AZa2",0,2774,1.1096
"296",364,4,"AZa2",0,24893,9.9572
"297",365,5,"AZa2",0,428695,171.478
"298",366,6,"AZa2",0,121,0.0484
"299",367,7,"AZa2",0,4721,1.8884
"300",369,1,"AZa3",0,912684,365.0736
"301",370,2,"AZa3",0,93142,37.2568
"302",371,3,"AZa3",0,18297,7.3188
"303",372,4,"AZa3",0,24052,9.6208
"304",373,5,"AZa3",0,640452,256.1808
"305",374,6,"AZa3",0,2271,0.9084
"306",375,7,"AZa3",0,34,0.0136
"307",377,1,"AZa4",0,2633987,1053.5948
"308",378,2,"AZa4",0,206636,82.6544
"309",379,3,"AZa4",0,15935,6.374
"310",380,4,"AZa4",0,47018,18.8072
"311",381,5,"AZa4",0,1013164,405.2656
"312",382,6,"AZa4",0,15245,6.098
"313",383,7,"AZa4",0,12741,5.0964
"314",385,1,"AZa5",0,4950908,1980.3632
"315",386,2,"AZa5",0,548639,219.4556
"316",387,3,"AZa5",0,742663,297.0652
"317",388,4,"AZa5",0,87366,34.9464
"318",389,5,"AZa5",0,1319239,527.6956
"319",390,6,"AZa5",0,21084,8.4336
"320",391,7,"AZa5",0,44543,17.8172
"321",393,1,"AZa6",0,630022,252.0088
"322",394,2,"AZa6",0,111654,44.6616
"323",395,3,"AZa6",0,16962,6.7848
"324",396,4,"AZa6",0,117964,47.1856
"325",397,5,"AZa6",0,624875,249.95
"326",398,6,"AZa6",0,1465,0.586
"327",399,7,"AZa6",0,15979,6.3916
"328",401,1,"AZa7",0,2041401,816.5604
"329",402,2,"AZa7",0,181642,72.6568
"330",403,3,"AZa7",0,58339,23.3356
"331",404,4,"AZa7",0,39003,15.6012
"332",405,5,"AZa7",0,706309,282.5236
"333",406,6,"AZa7",0,4598,1.8392
"334",407,7,"AZa7",0,53191,21.2764
"335",408,NA,"AZa7",0,1244,0.4976
"336",409,1,"AZd1",0,793,0.3172
"337",410,2,"AZd1",0,1448,0.5792
"338",411,3,"AZd1",0,166,0.0664
"339",414,6,"AZd1",0,13694,5.4776
"340",417,1,"AZd2",0,23792,9.5168
"341",418,2,"AZd2",0,475,0.19
"342",419,3,"AZd2",0,5,0.002
"343",420,4,"AZd2",0,69,0.0276
"344",422,6,"AZd2",0,8699,3.4796
"345",425,1,"AZd3",0,536755,214.702
"346",426,2,"AZd3",0,6006,2.4024
"347",427,3,"AZd3",0,324,0.1296
"348",428,4,"AZd3",0,6112,2.4448
"349",430,6,"AZd3",0,126,0.0504
"350",431,7,"AZd3",0,1,0.0004
"351",433,1,"AZd4",0,65523,26.2092
"352",434,2,"AZd4",0,2027,0.8108
"353",435,3,"AZd4",0,29,0.0116
"354",436,4,"AZd4",0,1721,0.6884
"355",438,6,"AZd4",0,361,0.1444
"356",439,7,"AZd4",0,372,0.1488
"357",440,NA,"AZd4",0,54,0.0216
"358",441,1,"AZi1",0,2706189,1082.4756
"359",442,2,"AZi1",0,133265,53.306
"360",443,3,"AZi1",0,4616,1.8464
"361",444,4,"AZi1",0,13772,5.5088
"362",445,5,"AZi1",0,223477,89.3908
"363",446,6,"AZi1",0,5133,2.0532
"364",447,7,"AZi1",0,852,0.3408
"365",449,1,"AZi3",0,4564231,1825.6924
"366",450,2,"AZi3",0,31288,12.5152
"367",451,3,"AZi3",0,120,0.048
"368",452,4,"AZi3",0,19674,7.8696
"369",453,5,"AZi3",0,287,0.1148
"370",454,6,"AZi3",0,265,0.106
"371",455,7,"AZi3",0,248,0.0992
"372",456,NA,"AZi3",0,2209,0.8836
"373",457,1,"AZi5",0,11659620,4663.848
"374",458,2,"AZi5",0,310901,124.3604
"375",459,3,"AZi5",0,61511,24.6044
"376",460,4,"AZi5",0,19704,7.8816
"377",461,5,"AZi5",0,420086,168.0344
"378",462,6,"AZi5",0,19728,7.8912
"379",463,7,"AZi5",0,1526,0.6104
"380",465,1,"AZi6",0,10642130,4256.852
"381",466,2,"AZi6",0,514915,205.966
"382",467,3,"AZi6",0,106842,42.7368
"383",468,4,"AZi6",0,133781,53.5124
"384",469,5,"AZi6",0,1067251,426.9004
"385",470,6,"AZi6",0,3437,1.3748
"386",471,7,"AZi6",0,9432,3.7728
"387",473,1,"AZi7",0,4883603,1953.4412
"388",474,2,"AZi7",0,214480,85.792
"389",475,3,"AZi7",0,15207,6.0828
"390",476,4,"AZi7",0,11782,4.7128
"391",477,5,"AZi7",0,107065,42.826
"392",478,6,"AZi7",0,487,0.1948
"393",479,7,"AZi7",0,543,0.2172
"394",481,1,"AZi8",0,307545,123.018
"395",482,2,"AZi8",0,92613,37.0452
"396",483,3,"AZi8",0,3418,1.3672
"397",484,4,"AZi8",0,25971,10.3884
"398",485,5,"AZi8",0,523306,209.3224
"399",486,6,"AZi8",0,255,0.102
"400",487,7,"AZi8",0,2691,1.0764
"401",489,1,"AZs3",0,24105,9.642
"402",490,2,"AZs3",0,1425,0.57
"403",491,3,"AZs3",0,10,0.004
"404",492,4,"AZs3",0,821,0.3284
"405",493,5,"AZs3",0,1,0.0004
"406",495,7,"AZs3",0,198,0.0792
"407",497,1,"CB1",0,1858162,743.2648
"408",498,2,"CB1",0,503852,201.5408
"409",499,3,"CB1",0,8819,3.5276
"410",500,4,"CB1",0,1005152,402.0608
"411",501,5,"CB1",0,493159,197.2636
"412",502,6,"CB1",0,28902,11.5608
"413",503,7,"CB1",0,1551791,620.7164
"414",504,NA,"CB1",0,110,0.044
"415",505,1,"CB2",0,949467,379.7868
"416",506,2,"CB2",0,213183,85.2732
"417",507,3,"CB2",0,309,0.1236
"418",508,4,"CB2",0,269073,107.6292
"419",509,5,"CB2",0,27273,10.9092
"420",510,6,"CB2",0,2595,1.038
"421",511,7,"CB2",0,1079693,431.8772
"422",513,1,"CB3",0,826325,330.53
"423",514,2,"CB3",0,850383,340.1532
"424",515,3,"CB3",0,21287,8.5148
"425",516,4,"CB3",0,3407646,1363.0584
"426",517,5,"CB3",0,3648073,1459.2292
"427",518,6,"CB3",0,13070,5.228
"428",519,7,"CB3",0,130489,52.1956
"429",521,1,"CB4",0,1415116,566.0464
"430",522,2,"CB4",0,424223,169.6892
"431",523,3,"CB4",0,2627,1.0508
"432",524,4,"CB4",0,295559,118.2236
"433",525,5,"CB4",0,600917,240.3668
"434",526,6,"CB4",0,4062,1.6248
"435",527,7,"CB4",0,90303,36.1212
"436",529,1,"CB5",0,1565657,626.2628
"437",530,2,"CB5",0,521028,208.4112
"438",531,3,"CB5",0,877,0.3508
"439",532,4,"CB5",0,869224,347.6896
"440",533,5,"CB5",0,335150,134.06
"441",534,6,"CB5",0,1102,0.4408
"442",535,7,"CB5",0,10683,4.2732
"443",537,1,"CB6",0,299856,119.9424
"444",538,2,"CB6",0,252747,101.0988
"445",539,3,"CB6",0,788,0.3152
"446",540,4,"CB6",0,842296,336.9184
"447",541,5,"CB6",0,245805,98.322
"448",542,6,"CB6",0,5235,2.094
"449",543,7,"CB6",0,8933,3.5732
"450",545,1,"Dg1",0,832223,332.8892
"451",546,2,"Dg1",0,171,0.0684
"452",547,3,"Dg1",0,33,0.0132
"453",550,6,"Dg1",0,7385,2.954
"454",553,1,"Dg10",0,5209144,2083.6576
"455",554,2,"Dg10",0,7355,2.942
"456",555,3,"Dg10",0,171,0.0684
"457",556,4,"Dg10",0,5150,2.06
"458",557,5,"Dg10",0,3146,1.2584
"459",558,6,"Dg10",0,10121,4.0484
"460",559,7,"Dg10",0,1,0.0004
"461",561,1,"Dg2",0,903471,361.3884
"462",562,2,"Dg2",0,44,0.0176
"463",563,3,"Dg2",0,48,0.0192
"464",569,1,"Dg3",0,391160,156.464
"465",570,2,"Dg3",0,136,0.0544
"466",571,3,"Dg3",0,1,0.0004
"467",572,4,"Dg3",0,17,0.0068
"468",574,6,"Dg3",0,8845,3.538
"469",577,1,"Dg4",0,267982,107.1928
"470",578,2,"Dg4",0,141,0.0564
"471",579,3,"Dg4",0,183,0.0732
"472",582,6,"Dg4",0,1193,0.4772
"473",585,1,"Dg5",0,1479774,591.9096
"474",586,2,"Dg5",0,157,0.0628
"475",587,3,"Dg5",0,237,0.0948
"476",588,4,"Dg5",0,485,0.194
"477",593,1,"Dg6",0,20267,8.1068
"478",594,2,"Dg6",0,17,0.0068
"479",596,4,"Dg6",0,275,0.11
"480",601,1,"Dg7",0,609297,243.7188
"481",602,2,"Dg7",0,718,0.2872
"482",603,3,"Dg7",0,34,0.0136
"483",604,4,"Dg7",0,3258,1.3032
"484",605,5,"Dg7",0,1056,0.4224
"485",606,6,"Dg7",0,2137,0.8548
"486",609,1,"Dg8",0,857309,342.9236
"487",610,2,"Dg8",0,70,0.028
"488",611,3,"Dg8",0,16,0.0064
"489",612,4,"Dg8",0,482,0.1928
"490",614,6,"Dg8",0,119,0.0476
"491",617,1,"Dg9",0,2994591,1197.8364
"492",618,2,"Dg9",0,18307,7.3228
"493",619,3,"Dg9",0,38,0.0152
"494",620,4,"Dg9",0,18773,7.5092
"495",621,5,"Dg9",0,10237,4.0948
"496",622,6,"Dg9",0,1597,0.6388
"497",623,7,"Dg9",0,149,0.0596
"498",625,1,"Dn1",0,3304,1.3216
"499",626,2,"Dn1",0,1273,0.5092
"500",627,3,"Dn1",0,39,0.0156
"501",628,4,"Dn1",0,1357,0.5428
"502",630,6,"Dn1",0,36632,14.6528
"503",633,1,"Dn2",0,2525,1.01
"504",634,2,"Dn2",0,230,0.092
"505",638,6,"Dn2",0,1102,0.4408
"506",641,1,"Dn3",0,304287,121.7148
"507",642,2,"Dn3",0,8660,3.464
"508",643,3,"Dn3",0,25,0.01
"509",644,4,"Dn3",0,6206,2.4824
"510",646,6,"Dn3",0,26479,10.5916
"511",649,1,"Dn4",0,486536,194.6144
"512",650,2,"Dn4",0,5621,2.2484
"513",651,3,"Dn4",0,227,0.0908
"514",652,4,"Dn4",0,3793,1.5172
"515",653,5,"Dn4",0,2585,1.034
"516",654,6,"Dn4",0,42814,17.1256
"517",657,1,"Dn5",0,960817,384.3268
"518",658,2,"Dn5",0,6643,2.6572
"519",659,3,"Dn5",0,279,0.1116
"520",660,4,"Dn5",0,4194,1.6776
"521",662,6,"Dn5",0,73544,29.4176
"522",665,1,"FFa1",0,119666,47.8664
"523",666,2,"FFa1",0,53027,21.2108
"524",667,3,"FFa1",0,19260,7.704
"525",668,4,"FFa1",0,2360,0.944
"526",669,5,"FFa1",0,238309,95.3236
"527",670,6,"FFa1",0,23,0.0092
"528",671,7,"FFa1",0,155,0.062
"529",673,1,"FFa2",0,329259,131.7036
"530",674,2,"FFa2",0,139396,55.7584
"531",675,3,"FFa2",0,11351,4.5404
"532",676,4,"FFa2",0,47532,19.0128
"533",677,5,"FFa2",0,585048,234.0192
"534",678,6,"FFa2",0,639,0.2556
"535",679,7,"FFa2",0,7258,2.9032
"536",681,1,"FFa3",0,279799,111.9196
"537",682,2,"FFa3",0,167474,66.9896
"538",683,3,"FFa3",0,49193,19.6772
"539",684,4,"FFa3",0,91851,36.7404
"540",685,5,"FFa3",0,488646,195.4584
"541",686,6,"FFa3",0,316,0.1264
"542",687,7,"FFa3",0,19760,7.904
"543",689,1,"FFa4",0,8555,3.422
"544",690,2,"FFa4",0,12269,4.9076
"545",691,3,"FFa4",0,553,0.2212
"546",692,4,"FFa4",0,48687,19.4748
"547",693,5,"FFa4",0,12196,4.8784
"548",694,6,"FFa4",0,2,0.0008
"549",695,7,"FFa4",0,131,0.0524
"550",697,1,"FFb1",0,637358,254.9432
"551",698,2,"FFb1",0,18970,7.588
"552",699,3,"FFb1",0,2675,1.07
"553",700,4,"FFb1",0,1207,0.4828
"554",701,5,"FFb1",0,26637,10.6548
"555",702,6,"FFb1",0,20,0.008
"556",703,7,"FFb1",0,903,0.3612
"557",705,1,"FFb2",0,278062,111.2248
"558",706,2,"FFb2",0,7019,2.8076
"559",707,3,"FFb2",0,130,0.052
"560",708,4,"FFb2",0,114,0.0456
"561",709,5,"FFb2",0,2028,0.8112
"562",711,7,"FFb2",0,2988,1.1952
"563",713,1,"FFb3",0,243149,97.2596
"564",714,2,"FFb3",0,127,0.0508
"565",715,3,"FFb3",0,31,0.0124
"566",716,4,"FFb3",0,69,0.0276
"567",717,5,"FFb3",0,145,0.058
"568",719,7,"FFb3",0,3,0.0012
"569",721,1,"FFb4",0,110479,44.1916
"570",722,2,"FFb4",0,3993,1.5972
"571",723,3,"FFb4",0,24,0.0096
"572",724,4,"FFb4",0,225,0.09
"573",725,5,"FFb4",0,11010,4.404
"574",727,7,"FFb4",0,2885,1.154
"575",729,1,"FFb5",0,235241,94.0964
"576",730,2,"FFb5",0,12107,4.8428
"577",731,3,"FFb5",0,289,0.1156
"578",732,4,"FFb5",0,601,0.2404
"579",733,5,"FFb5",0,17382,6.9528
"580",734,6,"FFb5",0,9,0.0036
"581",735,7,"FFb5",0,306,0.1224
"582",737,1,"FFb6",0,53652,21.4608
"583",738,2,"FFb6",0,18923,7.5692
"584",739,3,"FFb6",0,1472,0.5888
"585",740,4,"FFb6",0,6255,2.502
"586",741,5,"FFb6",0,61962,24.7848
"587",742,6,"FFb6",0,28,0.0112
"588",743,7,"FFb6",0,24701,9.8804
"589",745,1,"FFc1",0,704703,281.8812
"590",746,2,"FFc1",0,191301,76.5204
"591",747,3,"FFc1",0,3503,1.4012
"592",748,4,"FFc1",0,20847,8.3388
"593",749,5,"FFc1",0,864564,345.8256
"594",750,6,"FFc1",0,466,0.1864
"595",751,7,"FFc1",0,11265,4.506
"596",753,1,"FFd1",0,2760103,1104.0412
"597",754,2,"FFd1",0,304025,121.61
"598",755,3,"FFd1",0,1,0.0004
"599",756,4,"FFd1",0,1086,0.4344
"600",757,5,"FFd1",0,176196,70.4784
"601",758,6,"FFd1",0,4418,1.7672
"602",759,7,"FFd1",0,3,0.0012
"603",761,1,"FFd10",0,55242,22.0968
"604",762,2,"FFd10",0,18164,7.2656
"605",763,3,"FFd10",0,313,0.1252
"606",764,4,"FFd10",0,23785,9.514
"607",765,5,"FFd10",0,13306,5.3224
"608",766,6,"FFd10",0,61,0.0244
"609",767,7,"FFd10",0,238536,95.4144
"610",769,1,"FFd11",0,53065,21.226
"611",770,2,"FFd11",0,3328,1.3312
"612",771,3,"FFd11",0,134,0.0536
"613",772,4,"FFd11",0,3593,1.4372
"614",773,5,"FFd11",0,31664,12.6656
"615",774,6,"FFd11",0,601,0.2404
"616",775,7,"FFd11",0,143,0.0572
"617",777,1,"FFd2",0,1706587,682.6348
"618",778,2,"FFd2",0,835043,334.0172
"619",779,3,"FFd2",0,3514,1.4056
"620",780,4,"FFd2",0,23291,9.3164
"621",781,5,"FFd2",0,2347780,939.112
"622",782,6,"FFd2",0,1022,0.4088
"623",783,7,"FFd2",0,3717,1.4868
"624",785,1,"FFd3",0,1439907,575.9628
"625",786,2,"FFd3",0,377851,151.1404
"626",787,3,"FFd3",0,2256,0.9024
"627",788,4,"FFd3",0,19492,7.7968
"628",789,5,"FFd3",0,509970,203.988
"629",790,6,"FFd3",0,263,0.1052
"630",791,7,"FFd3",0,613,0.2452
"631",793,1,"FFd4",0,488167,195.2668
