"","...1","LC","T_MAPCODE","sum_niaps","n","km2"
"10942",20005,5,"FFs6",5,54,0.0216
"10943",20007,7,"FFs6",5,35,0.014
"10944",20009,1,"FFs7",5,768,0.3072
"10945",20010,2,"FFs7",5,160,0.064
"10946",20011,3,"FFs7",5,17,0.0068
"10947",20012,4,"FFs7",5,3,0.0012
"10948",20013,5,"FFs7",5,12,0.0048
"10949",20017,1,"FFs8",5,414,0.1656
"10950",20025,1,"FFs9",5,625,0.25
"10951",20026,2,"FFs9",5,354,0.1416
"10952",20031,7,"FFs9",5,316,0.1264
"10953",20033,1,"FFt1",5,1168,0.4672
"10954",20034,2,"FFt1",5,9,0.0036
"10955",20041,1,"FFt2",5,1064,0.4256
"10956",20049,1,"FOa1",5,316,0.1264
"10957",20050,2,"FOa1",5,19,0.0076
"10958",20051,3,"FOa1",5,2,0.0008
"10959",20053,5,"FOa1",5,1,0.0004
"10960",20057,1,"FOa2",5,15,0.006
"10961",20058,2,"FOa2",5,12,0.0048
"10962",20073,1,"FOz1",5,1441,0.5764
"10963",20074,2,"FOz1",5,208,0.0832
"10964",20077,5,"FOz1",5,6,0.0024
"10965",20079,7,"FOz1",5,185,0.074
"10966",20081,1,"FOz2",5,414,0.1656
"10967",20082,2,"FOz2",5,31,0.0124
"10968",20087,7,"FOz2",5,3,0.0012
"10969",20089,1,"FOz3",5,1039,0.4156
"10970",20090,2,"FOz3",5,407,0.1628
"10971",20095,7,"FOz3",5,60,0.024
"10972",20097,1,"FOz4",5,62,0.0248
"10973",20098,2,"FOz4",5,249,0.0996
"10974",20103,7,"FOz4",5,22,0.0088
"10975",20105,1,"FOz5",5,1020,0.408
"10976",20106,2,"FOz5",5,199,0.0796
"10977",20108,4,"FOz5",5,1,0.0004
"10978",20111,7,"FOz5",5,32,0.0128
"10979",20113,1,"FOz6",5,26,0.0104
"10980",20121,1,"FOz7",5,582,0.2328
"10981",20122,2,"FOz7",5,347,0.1388
"10982",20123,3,"FOz7",5,8,0.0032
"10983",20124,4,"FOz7",5,4,0.0016
"10984",20125,5,"FOz7",5,1,0.0004
"10985",20126,6,"FOz7",5,147,0.0588
"10986",20127,7,"FOz7",5,15,0.006
"10987",20129,1,"FOz8",5,106,0.0424
"10988",20131,3,"FOz8",5,21,0.0084
"10989",20145,1,"FRa1",5,992,0.3968
"10990",20146,2,"FRa1",5,513,0.2052
"10991",20147,3,"FRa1",5,2,0.0008
"10992",20148,4,"FRa1",5,41,0.0164
"10993",20149,5,"FRa1",5,110,0.044
"10994",20151,7,"FRa1",5,23,0.0092
"10995",20153,1,"FRa2",5,229,0.0916
"10996",20154,2,"FRa2",5,62,0.0248
"10997",20157,5,"FRa2",5,6,0.0024
"10998",20161,1,"FRc1",5,452,0.1808
"10999",20162,2,"FRc1",5,339,0.1356
"11000",20164,4,"FRc1",5,2,0.0008
"11001",20165,5,"FRc1",5,37,0.0148
"11002",20167,7,"FRc1",5,149,0.0596
"11003",20169,1,"FRc2",5,772,0.3088
"11004",20170,2,"FRc2",5,183,0.0732
"11005",20172,4,"FRc2",5,1,0.0004
"11006",20173,5,"FRc2",5,40,0.016
"11007",20175,7,"FRc2",5,29,0.0116
"11008",20177,1,"FRd1",5,706,0.2824
"11009",20178,2,"FRd1",5,39,0.0156
"11010",20180,4,"FRd1",5,7,0.0028
"11011",20181,5,"FRd1",5,49,0.0196
"11012",20183,7,"FRd1",5,163,0.0652
"11013",20185,1,"FRd2",5,4,0.0016
"11014",20201,1,"FRg2",5,3941,1.5764
"11015",20202,2,"FRg2",5,2171,0.8684
"11016",20203,3,"FRg2",5,43,0.0172
"11017",20204,4,"FRg2",5,349,0.1396
"11018",20205,5,"FRg2",5,246,0.0984
"11019",20207,7,"FRg2",5,697,0.2788
"11020",20209,1,"FRg3",5,68,0.0272
"11021",20217,1,"FRl1",5,1314,0.5256
"11022",20218,2,"FRl1",5,79,0.0316
"11023",20219,3,"FRl1",5,1,0.0004
"11024",20220,4,"FRl1",5,1,0.0004
"11025",20221,5,"FRl1",5,5,0.002
"11026",20225,1,"FRs1",5,42,0.0168
"11027",20226,2,"FRs1",5,9,0.0036
"11028",20228,4,"FRs1",5,1,0.0004
"11029",20234,2,"FRs10",5,6,0.0024
"11030",20241,1,"FRs11",5,2070,0.828
"11031",20242,2,"FRs11",5,540,0.216
"11032",20243,3,"FRs11",5,2,0.0008
"11033",20244,4,"FRs11",5,22,0.0088
"11034",20245,5,"FRs11",5,86,0.0344
"11035",20247,7,"FRs11",5,497,0.1988
"11036",20249,1,"FRs12",5,5276,2.1104
"11037",20250,2,"FRs12",5,1110,0.444
"11038",20251,3,"FRs12",5,5,0.002
"11039",20252,4,"FRs12",5,80,0.032
"11040",20253,5,"FRs12",5,150,0.06
"11041",20255,7,"FRs12",5,161,0.0644
"11042",20257,1,"FRs13",5,10931,4.3724
"11043",20258,2,"FRs13",5,2346,0.9384
"11044",20259,3,"FRs13",5,45,0.018
"11045",20260,4,"FRs13",5,125,0.05
"11046",20261,5,"FRs13",5,567,0.2268
"11047",20262,6,"FRs13",5,2,0.0008
"11048",20263,7,"FRs13",5,308,0.1232
"11049",20265,1,"FRs14",5,6796,2.7184
"11050",20266,2,"FRs14",5,1270,0.508
"11051",20267,3,"FRs14",5,4,0.0016
"11052",20268,4,"FRs14",5,27,0.0108
"11053",20269,5,"FRs14",5,17,0.0068
"11054",20271,7,"FRs14",5,40,0.016
"11055",20273,1,"FRs15",5,300,0.12
"11056",20274,2,"FRs15",5,59,0.0236
"11057",20281,1,"FRs16",5,586,0.2344
"11058",20282,2,"FRs16",5,43,0.0172
"11059",20284,4,"FRs16",5,4,0.0016
"11060",20285,5,"FRs16",5,18,0.0072
"11061",20289,1,"FRs17",5,730,0.292
"11062",20290,2,"FRs17",5,249,0.0996
"11063",20291,3,"FRs17",5,3,0.0012
"11064",20292,4,"FRs17",5,33,0.0132
"11065",20293,5,"FRs17",5,41,0.0164
"11066",20295,7,"FRs17",5,470,0.188
"11067",20305,1,"FRs19",5,1387,0.5548
"11068",20306,2,"FRs19",5,193,0.0772
"11069",20307,3,"FRs19",5,4,0.0016
"11070",20308,4,"FRs19",5,8,0.0032
"11071",20309,5,"FRs19",5,20,0.008
"11072",20313,1,"FRs2",5,280,0.112
"11073",20314,2,"FRs2",5,330,0.132
"11074",20329,1,"FRs3",5,1107,0.4428
"11075",20330,2,"FRs3",5,30,0.012
"11076",20332,4,"FRs3",5,5,0.002
"11077",20337,1,"FRs4",5,1717,0.6868
"11078",20338,2,"FRs4",5,844,0.3376
"11079",20339,3,"FRs4",5,21,0.0084
"11080",20340,4,"FRs4",5,71,0.0284
"11081",20341,5,"FRs4",5,140,0.056
"11082",20343,7,"FRs4",5,10,0.004
"11083",20353,1,"FRs6",5,522,0.2088
"11084",20354,2,"FRs6",5,405,0.162
"11085",20355,3,"FRs6",5,9,0.0036
"11086",20356,4,"FRs6",5,16,0.0064
"11087",20357,5,"FRs6",5,7,0.0028
"11088",20361,1,"FRs7",5,1040,0.416
"11089",20362,2,"FRs7",5,187,0.0748
"11090",20363,3,"FRs7",5,6,0.0024
"11091",20364,4,"FRs7",5,11,0.0044
"11092",20365,5,"FRs7",5,13,0.0052
"11093",20369,1,"FRs8",5,2970,1.188
"11094",20370,2,"FRs8",5,4992,1.9968
"11095",20371,3,"FRs8",5,28,0.0112
"11096",20372,4,"FRs8",5,70,0.028
"11097",20373,5,"FRs8",5,46,0.0184
"11098",20375,7,"FRs8",5,3016,1.2064
"11099",20377,1,"FRs9",5,11409,4.5636
"11100",20378,2,"FRs9",5,4908,1.9632
"11101",20379,3,"FRs9",5,86,0.0344
"11102",20380,4,"FRs9",5,161,0.0644
"11103",20381,5,"FRs9",5,477,0.1908
"11104",20383,7,"FRs9",5,692,0.2768
"11105",20385,1,"FS1",5,952,0.3808
"11106",20386,2,"FS1",5,22,0.0088
"11107",20389,5,"FS1",5,14,0.0056
"11108",20391,7,"FS1",5,9,0.0036
"11109",20393,1,"FS10",5,22840,9.136
"11110",20394,2,"FS10",5,126,0.0504
"11111",20396,4,"FS10",5,90,0.036
"11112",20409,1,"FS12",5,11757,4.7028
"11113",20410,2,"FS12",5,466,0.1864
"11114",20412,4,"FS12",5,195,0.078
"11115",20415,7,"FS12",5,84,0.0336
"11116",20417,1,"FS13",5,72,0.0288
"11117",20418,2,"FS13",5,2,0.0008
"11118",20420,4,"FS13",5,2,0.0008
"11119",20425,1,"FS14",5,235,0.094
"11120",20433,1,"FS2",5,597,0.2388
"11121",20434,2,"FS2",5,227,0.0908
"11122",20436,4,"FS2",5,22,0.0088
"11123",20437,5,"FS2",5,11,0.0044
"11124",20439,7,"FS2",5,14,0.0056
"11125",20441,1,"FS3",5,7325,2.93
"11126",20442,2,"FS3",5,1846,0.7384
"11127",20443,3,"FS3",5,16,0.0064
"11128",20444,4,"FS3",5,83,0.0332
"11129",20445,5,"FS3",5,29,0.0116
"11130",20447,7,"FS3",5,366,0.1464
"11131",20449,1,"FS4",5,11,0.0044
"11132",20450,2,"FS4",5,28,0.0112
"11133",20457,1,"FS5",5,4907,1.9628
"11134",20458,2,"FS5",5,148,0.0592
"11135",20460,4,"FS5",5,2,0.0008
"11136",20461,5,"FS5",5,5,0.002
"11137",20463,7,"FS5",5,32,0.0128
"11138",20465,1,"FS6",5,12025,4.81
"11139",20466,2,"FS6",5,350,0.14
"11140",20468,4,"FS6",5,284,0.1136
"11141",20470,6,"FS6",5,90,0.036
"11142",20473,1,"FS7",5,6259,2.5036
"11143",20474,2,"FS7",5,433,0.1732
"11144",20475,3,"FS7",5,9,0.0036
"11145",20476,4,"FS7",5,102,0.0408
"11146",20477,5,"FS7",5,10,0.004
"11147",20481,1,"FS9",5,1790,0.716
"11148",20482,2,"FS9",5,207,0.0828
"11149",20484,4,"FS9",5,32,0.0128
"11150",20489,1,"Gd1",5,76203,30.4812
"11151",20490,2,"Gd1",5,7725,3.09
"11152",20491,3,"Gd1",5,32,0.0128
"11153",20492,4,"Gd1",5,163,0.0652
"11154",20493,5,"Gd1",5,43,0.0172
"11155",20495,7,"Gd1",5,14986,5.9944
"11156",20505,1,"Gd2",5,21,0.0084
"11157",20513,1,"Gd3",5,12906,5.1624
"11158",20514,2,"Gd3",5,2247,0.8988
"11159",20515,3,"Gd3",5,195,0.078
"11160",20516,4,"Gd3",5,14,0.0056
"11161",20517,5,"Gd3",5,43,0.0172
"11162",20519,7,"Gd3",5,278,0.1112
"11163",20521,1,"Gd4",5,38889,15.5556
"11164",20522,2,"Gd4",5,611,0.2444
"11165",20523,3,"Gd4",5,1,0.0004
"11166",20524,4,"Gd4",5,26,0.0104
"11167",20525,5,"Gd4",5,12,0.0048
"11168",20527,7,"Gd4",5,1143,0.4572
"11169",20529,1,"Gd5",5,6125,2.45
"11170",20530,2,"Gd5",5,292,0.1168
"11171",20531,3,"Gd5",5,7,0.0028
"11172",20532,4,"Gd5",5,8,0.0032
"11173",20533,5,"Gd5",5,5,0.002
"11174",20535,7,"Gd5",5,236,0.0944
"11175",20545,1,"Gd7",5,66,0.0264
"11176",20553,1,"Gd8",5,4602,1.8408
"11177",20554,2,"Gd8",5,41,0.0164
"11178",20556,4,"Gd8",5,10,0.004
"11179",20557,5,"Gd8",5,8,0.0032
"11180",20559,7,"Gd8",5,9,0.0036
"11181",20569,1,"Gh1",5,11319,4.5276
"11182",20570,2,"Gh1",5,367,0.1468
"11183",20571,3,"Gh1",5,25,0.01
"11184",20573,5,"Gh1",5,26,0.0104
"11185",20575,7,"Gh1",5,136,0.0544
"11186",20577,1,"Gh10",5,69920,27.968
"11187",20578,2,"Gh10",5,13524,5.4096
"11188",20579,3,"Gh10",5,167,0.0668
"11189",20580,4,"Gh10",5,242,0.0968
"11190",20581,5,"Gh10",5,674,0.2696
"11191",20582,6,"Gh10",5,33,0.0132
"11192",20583,7,"Gh10",5,7232,2.8928
"11193",20585,1,"Gh11",5,1061,0.4244
"11194",20586,2,"Gh11",5,686,0.2744
"11195",20587,3,"Gh11",5,3,0.0012
"11196",20588,4,"Gh11",5,8,0.0032
"11197",20589,5,"Gh11",5,2,0.0008
"11198",20591,7,"Gh11",5,592,0.2368
"11199",20601,1,"Gh13",5,708,0.2832
"11200",20602,2,"Gh13",5,297,0.1188
"11201",20603,3,"Gh13",5,10,0.004
"11202",20604,4,"Gh13",5,5,0.002
"11203",20606,6,"Gh13",5,3,0.0012
"11204",20607,7,"Gh13",5,454,0.1816
"11205",20609,1,"Gh14",5,4898,1.9592
"11206",20610,2,"Gh14",5,1586,0.6344
"11207",20611,3,"Gh14",5,275,0.11
"11208",20612,4,"Gh14",5,34,0.0136
"11209",20613,5,"Gh14",5,95,0.038
"11210",20614,6,"Gh14",5,171,0.0684
"11211",20615,7,"Gh14",5,1705,0.682
"11212",20617,1,"Gh15",5,3488,1.3952
"11213",20618,2,"Gh15",5,1539,0.6156
"11214",20619,3,"Gh15",5,22,0.0088
"11215",20620,4,"Gh15",5,127,0.0508
"11216",20621,5,"Gh15",5,31,0.0124
"11217",20623,7,"Gh15",5,2123,0.8492
"11218",20625,1,"Gh2",5,10177,4.0708
"11219",20626,2,"Gh2",5,2615,1.046
"11220",20627,3,"Gh2",5,262,0.1048
"11221",20628,4,"Gh2",5,36,0.0144
"11222",20629,5,"Gh2",5,208,0.0832
"11223",20631,7,"Gh2",5,1628,0.6512
"11224",20633,1,"Gh3",5,4474,1.7896
"11225",20634,2,"Gh3",5,1451,0.5804
"11226",20635,3,"Gh3",5,369,0.1476
"11227",20636,4,"Gh3",5,14,0.0056
"11228",20637,5,"Gh3",5,211,0.0844
"11229",20639,7,"Gh3",5,1649,0.6596
"11230",20641,1,"Gh4",5,7394,2.9576
"11231",20642,2,"Gh4",5,443,0.1772
"11232",20643,3,"Gh4",5,129,0.0516
"11233",20644,4,"Gh4",5,16,0.0064
"11234",20645,5,"Gh4",5,71,0.0284
"11235",20647,7,"Gh4",5,793,0.3172
"11236",20649,1,"Gh5",5,1108,0.4432
"11237",20650,2,"Gh5",5,699,0.2796
"11238",20651,3,"Gh5",5,90,0.036
"11239",20652,4,"Gh5",5,43,0.0172
"11240",20653,5,"Gh5",5,89,0.0356
"11241",20655,7,"Gh5",5,1038,0.4152
"11242",20657,1,"Gh6",5,7682,3.0728
"11243",20658,2,"Gh6",5,1214,0.4856
"11244",20659,3,"Gh6",5,66,0.0264
"11245",20660,4,"Gh6",5,32,0.0128
"11246",20661,5,"Gh6",5,108,0.0432
"11247",20662,6,"Gh6",5,19,0.0076
"11248",20663,7,"Gh6",5,3225,1.29
"11249",20665,1,"Gh7",5,2684,1.0736
"11250",20666,2,"Gh7",5,415,0.166
"11251",20667,3,"Gh7",5,5,0.002
"11252",20668,4,"Gh7",5,124,0.0496
"11253",20670,6,"Gh7",5,5,0.002
"11254",20671,7,"Gh7",5,522,0.2088
"11255",20673,1,"Gh8",5,1497,0.5988
"11256",20674,2,"Gh8",5,182,0.0728
"11257",20675,3,"Gh8",5,1,0.0004
"11258",20676,4,"Gh8",5,74,0.0296
"11259",20678,6,"Gh8",5,1,0.0004
"11260",20679,7,"Gh8",5,467,0.1868
"11261",20689,1,"Gm1",5,2989,1.1956
"11262",20690,2,"Gm1",5,572,0.2288
"11263",20691,3,"Gm1",5,33,0.0132
"11264",20692,4,"Gm1",5,35,0.014
"11265",20693,5,"Gm1",5,59,0.0236
"11266",20695,7,"Gm1",5,774,0.3096
"11267",20697,1,"Gm10",5,1674,0.6696
"11268",20698,2,"Gm10",5,1211,0.4844
"11269",20699,3,"Gm10",5,2,0.0008
"11270",20700,4,"Gm10",5,424,0.1696
"11271",20701,5,"Gm10",5,4,0.0016
"11272",20703,7,"Gm10",5,217,0.0868
"11273",20705,1,"Gm11",5,22433,8.9732
"11274",20706,2,"Gm11",5,9544,3.8176
"11275",20707,3,"Gm11",5,415,0.166
"11276",20708,4,"Gm11",5,288,0.1152
"11277",20709,5,"Gm11",5,777,0.3108
"11278",20710,6,"Gm11",5,1,0.0004
"11279",20711,7,"Gm11",5,8852,3.5408
"11280",20713,1,"Gm12",5,17458,6.9832
"11281",20714,2,"Gm12",5,13893,5.5572
"11282",20715,3,"Gm12",5,131,0.0524
"11283",20716,4,"Gm12",5,269,0.1076
"11284",20717,5,"Gm12",5,458,0.1832
"11285",20718,6,"Gm12",5,78,0.0312
"11286",20719,7,"Gm12",5,25493,10.1972
"11287",20721,1,"Gm13",5,2197,0.8788
"11288",20722,2,"Gm13",5,1963,0.7852
"11289",20723,3,"Gm13",5,4,0.0016
"11290",20724,4,"Gm13",5,13,0.0052
"11291",20725,5,"Gm13",5,36,0.0144
"11292",20727,7,"Gm13",5,3933,1.5732
"11293",20729,1,"Gm14",5,14127,5.6508
"11294",20730,2,"Gm14",5,1810,0.724
"11295",20731,3,"Gm14",5,2,0.0008
"11296",20732,4,"Gm14",5,36,0.0144
"11297",20733,5,"Gm14",5,29,0.0116
"11298",20735,7,"Gm14",5,7153,2.8612
"11299",20737,1,"Gm15",5,17645,7.058
"11300",20738,2,"Gm15",5,5501,2.2004
"11301",20739,3,"Gm15",5,16,0.0064
"11302",20740,4,"Gm15",5,79,0.0316
"11303",20741,5,"Gm15",5,129,0.0516
"11304",20743,7,"Gm15",5,10954,4.3816
"11305",20745,1,"Gm16",5,38553,15.4212
"11306",20746,2,"Gm16",5,13521,5.4084
"11307",20747,3,"Gm16",5,39,0.0156
"11308",20748,4,"Gm16",5,104,0.0416
"11309",20749,5,"Gm16",5,141,0.0564
"11310",20750,6,"Gm16",5,6,0.0024
"11311",20751,7,"Gm16",5,12783,5.1132
"11312",20753,1,"Gm17",5,1861,0.7444
"11313",20754,2,"Gm17",5,827,0.3308
"11314",20759,7,"Gm17",5,903,0.3612
"11315",20761,1,"Gm19",5,8927,3.5708
"11316",20762,2,"Gm19",5,1895,0.758
"11317",20763,3,"Gm19",5,11,0.0044
"11318",20764,4,"Gm19",5,36,0.0144
"11319",20765,5,"Gm19",5,87,0.0348
"11320",20767,7,"Gm19",5,331,0.1324
"11321",20769,1,"Gm2",5,1074,0.4296
"11322",20770,2,"Gm2",5,8,0.0032
"11323",20772,4,"Gm2",5,12,0.0048
"11324",20785,1,"Gm21",5,7683,3.0732
"11325",20786,2,"Gm21",5,696,0.2784
"11326",20787,3,"Gm21",5,4,0.0016
"11327",20788,4,"Gm21",5,10,0.004
"11328",20789,5,"Gm21",5,19,0.0076
"11329",20791,7,"Gm21",5,160,0.064
"11330",20793,1,"Gm22",5,2384,0.9536
"11331",20794,2,"Gm22",5,2391,0.9564
"11332",20797,5,"Gm22",5,4,0.0016
"11333",20798,6,"Gm22",5,1,0.0004
"11334",20799,7,"Gm22",5,1501,0.6004
"11335",20801,1,"Gm23",5,2631,1.0524
"11336",20802,2,"Gm23",5,3553,1.4212
"11337",20804,4,"Gm23",5,3,0.0012
"11338",20807,7,"Gm23",5,725,0.29
"11339",20817,1,"Gm25",5,3926,1.5704
"11340",20818,2,"Gm25",5,526,0.2104
"11341",20820,4,"Gm25",5,18,0.0072
"11342",20821,5,"Gm25",5,19,0.0076
"11343",20823,7,"Gm25",5,1006,0.4024
"11344",20825,1,"Gm26",5,5057,2.0228
"11345",20826,2,"Gm26",5,349,0.1396
"11346",20828,4,"Gm26",5,2,0.0008
"11347",20831,7,"Gm26",5,92,0.0368
"11348",20833,1,"Gm27",5,2371,0.9484
"11349",20834,2,"Gm27",5,119,0.0476
"11350",20837,5,"Gm27",5,2,0.0008
"11351",20839,7,"Gm27",5,341,0.1364
"11352",20857,1,"Gm3",5,45167,18.0668
"11353",20858,2,"Gm3",5,8062,3.2248
"11354",20859,3,"Gm3",5,471,0.1884
"11355",20860,4,"Gm3",5,114,0.0456
"11356",20861,5,"Gm3",5,282,0.1128
"11357",20863,7,"Gm3",5,7212,2.8848
"11358",20865,1,"Gm30",5,24338,9.7352
"11359",20866,2,"Gm30",5,6708,2.6832
"11360",20867,3,"Gm30",5,43,0.0172
"11361",20868,4,"Gm30",5,109,0.0436
"11362",20869,5,"Gm30",5,308,0.1232
"11363",20870,6,"Gm30",5,2,0.0008
"11364",20871,7,"Gm30",5,15461,6.1844
"11365",20873,1,"Gm31",5,1898,0.7592
"11366",20874,2,"Gm31",5,492,0.1968
"11367",20876,4,"Gm31",5,15,0.006
"11368",20879,7,"Gm31",5,822,0.3288
"11369",20881,1,"Gm4",5,20517,8.2068
"11370",20882,2,"Gm4",5,8110,3.244
"11371",20883,3,"Gm4",5,110,0.044
"11372",20884,4,"Gm4",5,152,0.0608
"11373",20885,5,"Gm4",5,304,0.1216
"11374",20886,6,"Gm4",5,1,0.0004
"11375",20887,7,"Gm4",5,14891,5.9564
"11376",20889,1,"Gm5",5,16305,6.522
"11377",20890,2,"Gm5",5,1488,0.5952
"11378",20891,3,"Gm5",5,11,0.0044
"11379",20892,4,"Gm5",5,79,0.0316
"11380",20893,5,"Gm5",5,55,0.022
"11381",20895,7,"Gm5",5,4056,1.6224
"11382",20897,1,"Gm6",5,1273,0.5092
"11383",20898,2,"Gm6",5,785,0.314
"11384",20899,3,"Gm6",5,188,0.0752
"11385",20900,4,"Gm6",5,40,0.016
"11386",20901,5,"Gm6",5,40,0.016
"11387",20903,7,"Gm6",5,979,0.3916
"11388",20906,2,"Gm7",5,2,0.0008
"11389",20911,7,"Gm7",5,1,0.0004
"11390",20913,1,"Gm8",5,10802,4.3208
"11391",20914,2,"Gm8",5,8635,3.454
"11392",20915,3,"Gm8",5,59,0.0236
"11393",20916,4,"Gm8",5,1186,0.4744
"11394",20917,5,"Gm8",5,63,0.0252
"11395",20918,6,"Gm8",5,243,0.0972
"11396",20919,7,"Gm8",5,6361,2.5444
"11397",20921,1,"Gm9",5,101,0.0404
"11398",20922,2,"Gm9",5,633,0.2532
"11399",20924,4,"Gm9",5,196,0.0784
"11400",20927,7,"Gm9",5,63,0.0252
"11401",20929,1,"Gs1",5,2226,0.8904
"11402",20930,2,"Gs1",5,1093,0.4372
"11403",20932,4,"Gs1",5,90,0.036
"11404",20935,7,"Gs1",5,858,0.3432
"11405",20937,1,"Gs10",5,63113,25.2452
"11406",20938,2,"Gs10",5,5197,2.0788
"11407",20939,3,"Gs10",5,8,0.0032
"11408",20940,4,"Gs10",5,321,0.1284
"11409",20941,5,"Gs10",5,198,0.0792
"11410",20943,7,"Gs10",5,9349,3.7396
"11411",20945,1,"Gs11",5,33262,13.3048
"11412",20946,2,"Gs11",5,5398,2.1592
"11413",20947,3,"Gs11",5,19,0.0076
"11414",20948,4,"Gs11",5,79,0.0316
"11415",20949,5,"Gs11",5,97,0.0388
"11416",20951,7,"Gs11",5,2405,0.962
"11417",20953,1,"Gs12",5,79674,31.8696
"11418",20954,2,"Gs12",5,15234,6.0936
"11419",20955,3,"Gs12",5,183,0.0732
"11420",20956,4,"Gs12",5,312,0.1248
"11421",20957,5,"Gs12",5,488,0.1952
"11422",20958,6,"Gs12",5,11,0.0044
"11423",20959,7,"Gs12",5,5091,2.0364
"11424",20961,1,"Gs13",5,1029,0.4116
"11425",20962,2,"Gs13",5,335,0.134
"11426",20963,3,"Gs13",5,10,0.004
"11427",20964,4,"Gs13",5,16,0.0064
"11428",20965,5,"Gs13",5,29,0.0116
"11429",20967,7,"Gs13",5,308,0.1232
"11430",20969,1,"Gs14",5,10715,4.286
"11431",20970,2,"Gs14",5,2804,1.1216
"11432",20971,3,"Gs14",5,21,0.0084
"11433",20972,4,"Gs14",5,117,0.0468
"11434",20973,5,"Gs14",5,28,0.0112
"11435",20974,6,"Gs14",5,9,0.0036
"11436",20975,7,"Gs14",5,13191,5.2764
"11437",20977,1,"Gs15",5,17709,7.0836
"11438",20978,2,"Gs15",5,6342,2.5368
"11439",20979,3,"Gs15",5,96,0.0384
"11440",20980,4,"Gs15",5,111,0.0444
"11441",20981,5,"Gs15",5,119,0.0476
"11442",20983,7,"Gs15",5,7508,3.0032
"11443",20985,1,"Gs16",5,6295,2.518
"11444",20986,2,"Gs16",5,1032,0.4128
"11445",20987,3,"Gs16",5,11,0.0044
"11446",20988,4,"Gs16",5,9,0.0036
"11447",20989,5,"Gs16",5,94,0.0376
"11448",20991,7,"Gs16",5,485,0.194
"11449",20993,1,"Gs17",5,1647,0.6588
"11450",20994,2,"Gs17",5,20,0.008
"11451",20996,4,"Gs17",5,2,0.0008
"11452",20997,5,"Gs17",5,1,0.0004
"11453",21001,1,"Gs18",5,1514,0.6056
"11454",21002,2,"Gs18",5,769,0.3076
"11455",21005,5,"Gs18",5,24,0.0096
"11456",21007,7,"Gs18",5,71,0.0284
"11457",21009,1,"Gs19",5,69297,27.7188
"11458",21010,2,"Gs19",5,21139,8.4556
"11459",21011,3,"Gs19",5,235,0.094
"11460",21012,4,"Gs19",5,400,0.16
"11461",21013,5,"Gs19",5,1483,0.5932
"11462",21015,7,"Gs19",5,3173,1.2692
"11463",21017,1,"Gs2",5,3359,1.3436
"11464",21018,2,"Gs2",5,2271,0.9084
"11465",21019,3,"Gs2",5,1,0.0004
"11466",21020,4,"Gs2",5,60,0.024
"11467",21021,5,"Gs2",5,16,0.0064
"11468",21023,7,"Gs2",5,441,0.1764
"11469",21025,1,"Gs20",5,137025,54.81
"11470",21026,2,"Gs20",5,43666,17.4664
"11471",21027,3,"Gs20",5,84,0.0336
"11472",21028,4,"Gs20",5,946,0.3784
"11473",21029,5,"Gs20",5,1522,0.6088
"11474",21031,7,"Gs20",5,11110,4.444
"11475",21033,1,"Gs3",5,16980,6.792
"11476",21034,2,"Gs3",5,4827,1.9308
"11477",21035,3,"Gs3",5,5,0.002
"11478",21036,4,"Gs3",5,51,0.0204
"11479",21037,5,"Gs3",5,22,0.0088
"11480",21039,7,"Gs3",5,2300,0.92
"11481",21041,1,"Gs4",5,32321,12.9284
"11482",21042,2,"Gs4",5,16137,6.4548
"11483",21043,3,"Gs4",5,316,0.1264
"11484",21044,4,"Gs4",5,378,0.1512
"11485",21045,5,"Gs4",5,712,0.2848
"11486",21046,6,"Gs4",5,21,0.0084
"11487",21047,7,"Gs4",5,4364,1.7456
"11488",21049,1,"Gs6",5,18670,7.468
"11489",21050,2,"Gs6",5,9673,3.8692
"11490",21051,3,"Gs6",5,28,0.0112
"11491",21052,4,"Gs6",5,148,0.0592
"11492",21053,5,"Gs6",5,227,0.0908
"11493",21054,6,"Gs6",5,3,0.0012
"11494",21055,7,"Gs6",5,1047,0.4188
"11495",21057,1,"Gs7",5,4102,1.6408
"11496",21058,2,"Gs7",5,2494,0.9976
"11497",21059,3,"Gs7",5,60,0.024
"11498",21060,4,"Gs7",5,10,0.004
"11499",21061,5,"Gs7",5,5,0.002
"11500",21063,7,"Gs7",5,444,0.1776
"11501",21065,1,"Gs8",5,6724,2.6896
"11502",21066,2,"Gs8",5,4197,1.6788
"11503",21067,3,"Gs8",5,32,0.0128
"11504",21068,4,"Gs8",5,62,0.0248
"11505",21069,5,"Gs8",5,155,0.062
"11506",21071,7,"Gs8",5,1614,0.6456
"11507",21073,1,"Gs9",5,33165,13.266
"11508",21074,2,"Gs9",5,13313,5.3252
"11509",21075,3,"Gs9",5,10,0.004
"11510",21076,4,"Gs9",5,525,0.21
"11511",21077,5,"Gs9",5,396,0.1584
"11512",21079,7,"Gs9",5,18563,7.4252
"11513",21081,1,"NKb1",5,4691,1.8764
"11514",21082,2,"NKb1",5,33,0.0132
"11515",21083,3,"NKb1",5,59,0.0236
"11516",21084,4,"NKb1",5,2,0.0008
"11517",21085,5,"NKb1",5,4,0.0016
"11518",21097,1,"NKb3",5,79826,31.9304
"11519",21098,2,"NKb3",5,1729,0.6916
"11520",21099,3,"NKb3",5,181,0.0724
"11521",21100,4,"NKb3",5,262,0.1048
"11522",21101,5,"NKb3",5,65,0.026
