"","LC","T_MAPCODE","niaps_arc","n","km2"
"13388",2,"FFd3",8,202,0.0808
"13389",5,"FFd3",8,1,4e-04
"13390",1,"FFd4",8,42064,16.8256
"13391",2,"FFd4",8,16413,6.5652
"13392",3,"FFd4",8,22,0.0088
"13393",4,"FFd4",8,475,0.19
"13394",5,"FFd4",8,657,0.2628
"13395",6,"FFd4",8,2,8e-04
"13396",7,"FFd4",8,1183,0.4732
"13397",1,"FFd5",8,7662,3.0648
"13398",2,"FFd5",8,6626,2.6504
"13399",4,"FFd5",8,58,0.0232
"13400",5,"FFd5",8,120,0.048
"13401",7,"FFd5",8,1,4e-04
"13402",1,"FFd6",8,581,0.2324
"13403",2,"FFd6",8,29,0.0116
"13404",4,"FFd6",8,3,0.0012
"13405",7,"FFd6",8,135,0.054
"13406",1,"FFd7",8,2695,1.078
"13407",2,"FFd7",8,934,0.3736
"13408",3,"FFd7",8,1,4e-04
"13409",5,"FFd7",8,10,0.004
"13410",6,"FFd7",8,7,0.0028
"13411",1,"FFd8",8,7,0.0028
"13412",1,"FFd9",8,4435,1.774
"13413",2,"FFd9",8,2395,0.958
"13414",3,"FFd9",8,6,0.0024
"13415",4,"FFd9",8,23,0.0092
"13416",5,"FFd9",8,16,0.0064
"13417",7,"FFd9",8,165,0.066
"13418",1,"FFf1",8,13287,5.3148
"13419",2,"FFf1",8,3704,1.4816
"13420",3,"FFf1",8,31,0.0124
"13421",4,"FFf1",8,199,0.0796
"13422",5,"FFf1",8,578,0.2312
"13423",6,"FFf1",8,8,0.0032
"13424",7,"FFf1",8,1049,0.4196
"13425",1,"FFf2",8,281,0.1124
"13426",2,"FFf2",8,23,0.0092
"13427",5,"FFf2",8,2,8e-04
"13428",7,"FFf2",8,6,0.0024
"13429",1,"FFg2",8,3665,1.466
"13430",2,"FFg2",8,1854,0.7416
"13431",3,"FFg2",8,5,0.002
"13432",4,"FFg2",8,25,0.01
"13433",5,"FFg2",8,55,0.022
"13434",7,"FFg2",8,3221,1.2884
"13435",1,"FFg4",8,10,0.004
"13436",2,"FFg4",8,37,0.0148
"13437",1,"FFg5",8,32733,13.0932
"13438",2,"FFg5",8,9150,3.66
"13439",3,"FFg5",8,62,0.0248
"13440",4,"FFg5",8,629,0.2516
"13441",5,"FFg5",8,130,0.052
"13442",7,"FFg5",8,723,0.2892
"13443",1,"FFh1",8,191,0.0764
"13444",2,"FFh1",8,90,0.036
"13445",4,"FFh1",8,1,4e-04
"13446",5,"FFh1",8,2,8e-04
"13447",7,"FFh1",8,338,0.1352
"13448",1,"FFh10",8,1944,0.7776
"13449",2,"FFh10",8,1,4e-04
"13450",1,"FFh3",8,652,0.2608
"13451",2,"FFh3",8,21,0.0084
"13452",5,"FFh3",8,7,0.0028
"13453",1,"FFh4",8,3702,1.4808
"13454",2,"FFh4",8,734,0.2936
"13455",3,"FFh4",8,13,0.0052
"13456",4,"FFh4",8,15,0.006
"13457",5,"FFh4",8,52,0.0208
"13458",7,"FFh4",8,284,0.1136
"13459",1,"FFh5",8,1242,0.4968
"13460",2,"FFh5",8,617,0.2468
"13461",4,"FFh5",8,4,0.0016
"13462",5,"FFh5",8,4,0.0016
"13463",7,"FFh5",8,1346,0.5384
"13464",1,"FFh6",8,5736,2.2944
"13465",2,"FFh6",8,2674,1.0696
"13466",3,"FFh6",8,31,0.0124
"13467",4,"FFh6",8,87,0.0348
"13468",5,"FFh6",8,169,0.0676
"13469",7,"FFh6",8,2121,0.8484
"13470",1,"FFh7",8,3875,1.55
"13471",2,"FFh7",8,310,0.124
"13472",3,"FFh7",8,3,0.0012
"13473",4,"FFh7",8,30,0.012
"13474",5,"FFh7",8,13,0.0052
"13475",7,"FFh7",8,45,0.018
"13476",1,"FFh8",8,1840,0.736
"13477",2,"FFh8",8,963,0.3852
"13478",3,"FFh8",8,34,0.0136
"13479",4,"FFh8",8,28,0.0112
"13480",5,"FFh8",8,69,0.0276
"13481",7,"FFh8",8,1336,0.5344
"13482",1,"FFh9",8,26525,10.61
"13483",2,"FFh9",8,5893,2.3572
"13484",3,"FFh9",8,46,0.0184
"13485",4,"FFh9",8,106,0.0424
"13486",5,"FFh9",8,286,0.1144
"13487",7,"FFh9",8,4297,1.7188
"13488",1,"FFl1",8,6615,2.646
"13489",2,"FFl1",8,138,0.0552
"13490",3,"FFl1",8,3,0.0012
"13491",4,"FFl1",8,23,0.0092
"13492",5,"FFl1",8,5,0.002
"13493",6,"FFl1",8,16,0.0064
"13494",1,"FFl2",8,247,0.0988
"13495",2,"FFl2",8,2,8e-04
"13496",1,"FFl3",8,74,0.0296
"13497",1,"FFq4",8,21,0.0084
"13498",1,"FFq6",8,982,0.3928
"13499",2,"FFq6",8,34,0.0136
"13500",3,"FFq6",8,2,8e-04
"13501",4,"FFq6",8,4,0.0016
"13502",5,"FFq6",8,2,8e-04
"13503",1,"FFs1",8,1240,0.496
"13504",2,"FFs1",8,1196,0.4784
"13505",4,"FFs1",8,2,8e-04
"13506",5,"FFs1",8,77,0.0308
"13507",7,"FFs1",8,784,0.3136
"13508",1,"FFs10",8,14096,5.6384
"13509",2,"FFs10",8,419,0.1676
"13510",5,"FFs10",8,6,0.0024
"13511",7,"FFs10",8,633,0.2532
"13512",1,"FFs11",8,5795,2.318
"13513",2,"FFs11",8,1508,0.6032
"13514",3,"FFs11",8,8,0.0032
"13515",4,"FFs11",8,17,0.0068
"13516",5,"FFs11",8,17,0.0068
"13517",6,"FFs11",8,16,0.0064
"13518",7,"FFs11",8,2517,1.0068
"13519",1,"FFs12",8,25910,10.364
"13520",2,"FFs12",8,2845,1.138
"13521",3,"FFs12",8,3,0.0012
"13522",4,"FFs12",8,45,0.018
"13523",5,"FFs12",8,45,0.018
"13524",7,"FFs12",8,1,4e-04
"13525",1,"FFs13",8,1882,0.7528
"13526",2,"FFs13",8,60,0.024
"13527",3,"FFs13",8,4,0.0016
"13528",4,"FFs13",8,7,0.0028
"13529",5,"FFs13",8,7,0.0028
"13530",1,"FFs14",8,2939,1.1756
"13531",2,"FFs14",8,533,0.2132
"13532",4,"FFs14",8,2,8e-04
"13533",5,"FFs14",8,6,0.0024
"13534",7,"FFs14",8,87,0.0348
"13535",1,"FFs15",8,1223,0.4892
"13536",2,"FFs15",8,186,0.0744
"13537",3,"FFs15",8,4,0.0016
"13538",4,"FFs15",8,15,0.006
"13539",5,"FFs15",8,31,0.0124
"13540",7,"FFs15",8,20,0.008
"13541",1,"FFs16",8,24893,9.9572
"13542",2,"FFs16",8,791,0.3164
"13543",4,"FFs16",8,7,0.0028
"13544",5,"FFs16",8,28,0.0112
"13545",7,"FFs16",8,1754,0.7016
"13546",1,"FFs17",8,55,0.022
"13547",1,"FFs18",8,9596,3.8384
"13548",2,"FFs18",8,1189,0.4756
"13549",3,"FFs18",8,4,0.0016
"13550",4,"FFs18",8,7,0.0028
"13551",5,"FFs18",8,97,0.0388
"13552",7,"FFs18",8,1139,0.4556
"13553",1,"FFs19",8,91023,36.4092
"13554",2,"FFs19",8,5030,2.012
"13555",3,"FFs19",8,3,0.0012
"13556",4,"FFs19",8,12,0.0048
"13557",5,"FFs19",8,148,0.0592
"13558",7,"FFs19",8,14757,5.9028
"13559",1,"FFs2",8,461,0.1844
"13560",2,"FFs2",8,221,0.0884
"13561",4,"FFs2",8,2,8e-04
"13562",5,"FFs2",8,36,0.0144
"13563",7,"FFs2",8,130,0.052
"13564",1,"FFs20",8,38609,15.4436
"13565",2,"FFs20",8,6690,2.676
"13566",3,"FFs20",8,266,0.1064
"13567",4,"FFs20",8,135,0.054
"13568",5,"FFs20",8,669,0.2676
"13569",7,"FFs20",8,933,0.3732
"13570",1,"FFs24",8,2410,0.964
"13571",1,"FFs26",8,354,0.1416
"13572",2,"FFs26",8,3,0.0012
"13573",5,"FFs26",8,1,4e-04
"13574",1,"FFs27",8,5162,2.0648
"13575",2,"FFs27",8,256,0.1024
"13576",4,"FFs27",8,16,0.0064
"13577",5,"FFs27",8,9,0.0036
"13578",7,"FFs27",8,212,0.0848
"13579",1,"FFs28",8,15116,6.0464
"13580",2,"FFs28",8,1137,0.4548
"13581",3,"FFs28",8,8,0.0032
"13582",4,"FFs28",8,26,0.0104
"13583",5,"FFs28",8,74,0.0296
"13584",7,"FFs28",8,92,0.0368
"13585",1,"FFs29",8,338,0.1352
"13586",2,"FFs29",8,48,0.0192
"13587",4,"FFs29",8,2,8e-04
"13588",7,"FFs29",8,96,0.0384
"13589",1,"FFs3",8,1982,0.7928
"13590",2,"FFs3",8,329,0.1316
"13591",3,"FFs3",8,2,8e-04
"13592",5,"FFs3",8,8,0.0032
"13593",7,"FFs3",8,16,0.0064
"13594",1,"FFs4",8,3031,1.2124
"13595",2,"FFs4",8,345,0.138
"13596",4,"FFs4",8,1,4e-04
"13597",5,"FFs4",8,71,0.0284
"13598",7,"FFs4",8,1131,0.4524
"13599",1,"FFs5",8,2318,0.9272
"13600",2,"FFs5",8,133,0.0532
"13601",3,"FFs5",8,3,0.0012
"13602",4,"FFs5",8,8,0.0032
"13603",5,"FFs5",8,2,8e-04
"13604",7,"FFs5",8,41,0.0164
"13605",1,"FFs6",8,2261,0.9044
"13606",2,"FFs6",8,121,0.0484
"13607",4,"FFs6",8,30,0.012
"13608",5,"FFs6",8,47,0.0188
"13609",1,"FFs7",8,28,0.0112
"13610",2,"FFs7",8,6,0.0024
"13611",4,"FFs7",8,1,4e-04
"13612",1,"FFs8",8,65,0.026
"13613",5,"FFs8",8,1,4e-04
"13614",1,"FFt1",8,3713,1.4852
"13615",2,"FFt1",8,69,0.0276
"13616",4,"FFt1",8,6,0.0024
"13617",5,"FFt1",8,2,8e-04
"13618",1,"FFt2",8,1143,0.4572
"13619",2,"FFt2",8,14,0.0056
"13620",4,"FFt2",8,1,4e-04
"13621",7,"FFt2",8,28,0.0112
"13622",1,"FOa2",8,40,0.016
"13623",2,"FOa2",8,2,8e-04
"13624",1,"FOz1",8,2539,1.0156
"13625",2,"FOz1",8,891,0.3564
"13626",4,"FOz1",8,1,4e-04
"13627",5,"FOz1",8,9,0.0036
"13628",7,"FOz1",8,133,0.0532
"13629",1,"FOz2",8,206,0.0824
"13630",2,"FOz2",8,56,0.0224
"13631",7,"FOz2",8,6,0.0024
"13632",1,"FOz3",8,1598,0.6392
"13633",2,"FOz3",8,350,0.14
"13634",3,"FOz3",8,2,8e-04
"13635",7,"FOz3",8,70,0.028
"13636",1,"FOz4",8,1,4e-04
"13637",2,"FOz4",8,28,0.0112
"13638",7,"FOz4",8,5,0.002
"13639",1,"FOz5",8,111,0.0444
"13640",2,"FOz5",8,5,0.002
"13641",1,"FOz6",8,46,0.0184
"13642",2,"FOz6",8,2,8e-04
"13643",1,"FOz7",8,6,0.0024
"13644",1,"FRa1",8,5956,2.3824
"13645",2,"FRa1",8,296,0.1184
"13646",3,"FRa1",8,4,0.0016
"13647",4,"FRa1",8,31,0.0124
"13648",5,"FRa1",8,105,0.042
"13649",7,"FRa1",8,34,0.0136
"13650",1,"FRa2",8,313,0.1252
"13651",2,"FRa2",8,84,0.0336
"13652",5,"FRa2",8,5,0.002
"13653",1,"FRc1",8,427,0.1708
"13654",2,"FRc1",8,117,0.0468
"13655",4,"FRc1",8,6,0.0024
"13656",5,"FRc1",8,42,0.0168
"13657",7,"FRc1",8,5,0.002
"13658",1,"FRc2",8,193,0.0772
"13659",2,"FRc2",8,472,0.1888
"13660",3,"FRc2",8,3,0.0012
"13661",4,"FRc2",8,4,0.0016
"13662",5,"FRc2",8,5,0.002
"13663",6,"FRc2",8,17,0.0068
"13664",7,"FRc2",8,816,0.3264
"13665",1,"FRg2",8,9816,3.9264
"13666",2,"FRg2",8,3371,1.3484
"13667",3,"FRg2",8,7,0.0028
"13668",4,"FRg2",8,98,0.0392
"13669",5,"FRg2",8,314,0.1256
"13670",7,"FRg2",8,960,0.384
"13671",1,"FRl1",8,5174,2.0696
"13672",2,"FRl1",8,791,0.3164
"13673",3,"FRl1",8,24,0.0096
"13674",4,"FRl1",8,26,0.0104
"13675",5,"FRl1",8,10,0.004
"13676",7,"FRl1",8,130,0.052
"13677",1,"FRs11",8,3399,1.3596
"13678",2,"FRs11",8,667,0.2668
"13679",3,"FRs11",8,3,0.0012
"13680",4,"FRs11",8,84,0.0336
"13681",5,"FRs11",8,61,0.0244
"13682",7,"FRs11",8,68,0.0272
"13683",1,"FRs12",8,1639,0.6556
"13684",2,"FRs12",8,175,0.07
"13685",3,"FRs12",8,3,0.0012
"13686",4,"FRs12",8,8,0.0032
"13687",5,"FRs12",8,19,0.0076
"13688",7,"FRs12",8,18,0.0072
"13689",1,"FRs13",8,5048,2.0192
"13690",2,"FRs13",8,2096,0.8384
"13691",3,"FRs13",8,12,0.0048
"13692",4,"FRs13",8,96,0.0384
"13693",5,"FRs13",8,491,0.1964
"13694",7,"FRs13",8,413,0.1652
"13695",1,"FRs14",8,16308,6.5232
"13696",2,"FRs14",8,1738,0.6952
"13697",4,"FRs14",8,17,0.0068
"13698",5,"FRs14",8,40,0.016
"13699",7,"FRs14",8,43,0.0172
"13700",1,"FRs16",8,98,0.0392
"13701",5,"FRs16",8,9,0.0036
"13702",1,"FRs17",8,1424,0.5696
"13703",2,"FRs17",8,275,0.11
"13704",3,"FRs17",8,14,0.0056
"13705",4,"FRs17",8,15,0.006
"13706",5,"FRs17",8,26,0.0104
"13707",7,"FRs17",8,979,0.3916
"13708",1,"FRs19",8,658,0.2632
"13709",2,"FRs19",8,18,0.0072
"13710",1,"FRs4",8,900,0.36
"13711",2,"FRs4",8,136,0.0544
"13712",4,"FRs4",8,23,0.0092
"13713",5,"FRs4",8,13,0.0052
"13714",1,"FRs6",8,4,0.0016
"13715",2,"FRs6",8,1,4e-04
"13716",1,"FRs7",8,1479,0.5916
"13717",2,"FRs7",8,515,0.206
"13718",3,"FRs7",8,8,0.0032
"13719",4,"FRs7",8,30,0.012
"13720",5,"FRs7",8,65,0.026
"13721",7,"FRs7",8,186,0.0744
"13722",1,"FRs8",8,1910,0.764
"13723",2,"FRs8",8,1114,0.4456
"13724",3,"FRs8",8,3,0.0012
"13725",4,"FRs8",8,14,0.0056
"13726",5,"FRs8",8,5,0.002
"13727",7,"FRs8",8,2906,1.1624
"13728",1,"FRs9",8,8563,3.4252
"13729",2,"FRs9",8,4841,1.9364
"13730",3,"FRs9",8,73,0.0292
"13731",4,"FRs9",8,96,0.0384
"13732",5,"FRs9",8,197,0.0788
"13733",7,"FRs9",8,828,0.3312
"13734",1,"FS10",8,1584,0.6336
"13735",2,"FS10",8,5,0.002
"13736",4,"FS10",8,38,0.0152
"13737",1,"FS13",8,30,0.012
"13738",4,"FS13",8,2,8e-04
"13739",1,"FS3",8,9,0.0036
"13740",2,"FS3",8,16,0.0064
"13741",1,"FS5",8,252,0.1008
"13742",2,"FS5",8,67,0.0268
"13743",1,"FS6",8,2456,0.9824
"13744",2,"FS6",8,13,0.0052
"13745",4,"FS6",8,55,0.022
"13746",1,"FS9",8,220,0.088
"13747",2,"FS9",8,128,0.0512
"13748",1,"Gd1",8,117689,47.0756
"13749",2,"Gd1",8,9006,3.6024
"13750",3,"Gd1",8,52,0.0208
"13751",4,"Gd1",8,18,0.0072
"13752",5,"Gd1",8,117,0.0468
"13753",7,"Gd1",8,9191,3.6764
"13754",1,"Gd2",8,556,0.2224
"13755",2,"Gd2",8,8,0.0032
"13756",7,"Gd2",8,50,0.02
"13757",1,"Gd4",8,15674,6.2696
"13758",2,"Gd4",8,1119,0.4476
"13759",4,"Gd4",8,29,0.0116
"13760",7,"Gd4",8,487,0.1948
"13761",1,"Gd5",8,966,0.3864
"13762",2,"Gd5",8,663,0.2652
"13763",4,"Gd5",8,29,0.0116
"13764",7,"Gd5",8,35,0.014
"13765",1,"Gd7",8,30,0.012
"13766",1,"Gd8",8,210,0.084
"13767",1,"Gh1",8,430,0.172
"13768",1,"Gh15",8,809,0.3236
"13769",2,"Gh15",8,51,0.0204
"13770",4,"Gh15",8,1,4e-04
"13771",6,"Gh15",8,2,8e-04
"13772",7,"Gh15",8,1996,0.7984
"13773",1,"Gm1",8,2561,1.0244
"13774",2,"Gm1",8,213,0.0852
"13775",4,"Gm1",8,16,0.0064
"13776",1,"Gm10",8,497,0.1988
"13777",2,"Gm10",8,405,0.162
"13778",3,"Gm10",8,2,8e-04
"13779",4,"Gm10",8,82,0.0328
"13780",5,"Gm10",8,47,0.0188
"13781",7,"Gm10",8,499,0.1996
"13782",1,"Gm11",8,12297,4.9188
"13783",2,"Gm11",8,11109,4.4436
"13784",3,"Gm11",8,98,0.0392
"13785",4,"Gm11",8,262,0.1048
"13786",5,"Gm11",8,341,0.1364
"13787",6,"Gm11",8,173,0.0692
"13788",7,"Gm11",8,23666,9.4664
"13789",1,"Gm12",8,27832,11.1328
"13790",2,"Gm12",8,20073,8.0292
"13791",3,"Gm12",8,246,0.0984
"13792",4,"Gm12",8,239,0.0956
"13793",5,"Gm12",8,702,0.2808
"13794",6,"Gm12",8,1233,0.4932
"13795",7,"Gm12",8,39925,15.97
"13796",1,"Gm13",8,3445,1.378
"13797",2,"Gm13",8,3590,1.436
"13798",3,"Gm13",8,13,0.0052
"13799",4,"Gm13",8,8,0.0032
"13800",5,"Gm13",8,6,0.0024
"13801",7,"Gm13",8,795,0.318
"13802",1,"Gm14",8,16637,6.6548
"13803",2,"Gm14",8,3123,1.2492
"13804",3,"Gm14",8,6,0.0024
"13805",4,"Gm14",8,51,0.0204
"13806",5,"Gm14",8,44,0.0176
"13807",7,"Gm14",8,6288,2.5152
"13808",1,"Gm15",8,29302,11.7208
"13809",2,"Gm15",8,8605,3.442
"13810",3,"Gm15",8,6,0.0024
"13811",4,"Gm15",8,78,0.0312
"13812",5,"Gm15",8,79,0.0316
"13813",7,"Gm15",8,15173,6.0692
"13814",1,"Gm16",8,27660,11.064
"13815",2,"Gm16",8,5764,2.3056
"13816",3,"Gm16",8,4,0.0016
"13817",4,"Gm16",8,44,0.0176
"13818",5,"Gm16",8,71,0.0284
"13819",7,"Gm16",8,7049,2.8196
"13820",1,"Gm17",8,285,0.114
"13821",1,"Gm19",8,2135,0.854
"13822",2,"Gm19",8,1522,0.6088
"13823",5,"Gm19",8,1,4e-04
"13824",7,"Gm19",8,1343,0.5372
"13825",1,"Gm2",8,1735,0.694
"13826",2,"Gm2",8,11,0.0044
"13827",4,"Gm2",8,4,0.0016
"13828",1,"Gm21",8,370,0.148
"13829",2,"Gm21",8,151,0.0604
"13830",3,"Gm21",8,6,0.0024
"13831",4,"Gm21",8,2,8e-04
"13832",7,"Gm21",8,229,0.0916
"13833",1,"Gm22",8,768,0.3072
"13834",2,"Gm22",8,225,0.09
"13835",7,"Gm22",8,18,0.0072
"13836",1,"Gm23",8,2427,0.9708
"13837",2,"Gm23",8,55,0.022
"13838",4,"Gm23",8,1,4e-04
"13839",7,"Gm23",8,2,8e-04
"13840",1,"Gm25",8,89,0.0356
"13841",2,"Gm25",8,71,0.0284
"13842",7,"Gm25",8,17,0.0068
"13843",1,"Gm26",8,4731,1.8924
"13844",2,"Gm26",8,147,0.0588
"13845",7,"Gm26",8,348,0.1392
"13846",1,"Gm29",8,4,0.0016
"13847",1,"Gm3",8,7360,2.944
"13848",2,"Gm3",8,4577,1.8308
"13849",3,"Gm3",8,18,0.0072
"13850",4,"Gm3",8,4,0.0016
"13851",5,"Gm3",8,17,0.0068
"13852",7,"Gm3",8,687,0.2748
"13853",1,"Gm30",8,16190,6.476
"13854",2,"Gm30",8,5305,2.122
"13855",3,"Gm30",8,26,0.0104
"13856",4,"Gm30",8,18,0.0072
"13857",5,"Gm30",8,5,0.002
"13858",6,"Gm30",8,18,0.0072
"13859",7,"Gm30",8,9996,3.9984
"13860",1,"Gm31",8,2391,0.9564
"13861",2,"Gm31",8,167,0.0668
"13862",7,"Gm31",8,27,0.0108
"13863",1,"Gm4",8,13391,5.3564
"13864",2,"Gm4",8,4181,1.6724
"13865",3,"Gm4",8,47,0.0188
"13866",4,"Gm4",8,44,0.0176
"13867",5,"Gm4",8,12,0.0048
"13868",6,"Gm4",8,1,4e-04
"13869",7,"Gm4",8,4680,1.872
"13870",1,"Gm5",8,22209,8.8836
"13871",2,"Gm5",8,1726,0.6904
"13872",3,"Gm5",8,10,0.004
"13873",4,"Gm5",8,23,0.0092
"13874",7,"Gm5",8,1612,0.6448
"13875",1,"Gm8",8,5810,2.324
"13876",2,"Gm8",8,3126,1.2504
"13877",3,"Gm8",8,81,0.0324
"13878",4,"Gm8",8,105,0.042
"13879",5,"Gm8",8,65,0.026
"13880",6,"Gm8",8,4,0.0016
"13881",7,"Gm8",8,3556,1.4224
"13882",1,"Gm9",8,29,0.0116
"13883",2,"Gm9",8,5,0.002
"13884",5,"Gm9",8,3,0.0012
"13885",1,"Gs1",8,2001,0.8004
"13886",2,"Gs1",8,103,0.0412
"13887",4,"Gs1",8,9,0.0036
"13888",7,"Gs1",8,673,0.2692
"13889",1,"Gs10",8,139077,55.6308
"13890",2,"Gs10",8,21024,8.4096
"13891",3,"Gs10",8,58,0.0232
"13892",4,"Gs10",8,510,0.204
"13893",5,"Gs10",8,675,0.27
"13894",7,"Gs10",8,24853,9.9412
"13895",1,"Gs11",8,19162,7.6648
"13896",2,"Gs11",8,8347,3.3388
"13897",3,"Gs11",8,50,0.02
"13898",4,"Gs11",8,96,0.0384
"13899",5,"Gs11",8,167,0.0668
"13900",7,"Gs11",8,1671,0.6684
"13901",1,"Gs12",8,52697,21.0788
"13902",2,"Gs12",8,25187,10.0748
"13903",3,"Gs12",8,107,0.0428
"13904",4,"Gs12",8,191,0.0764
"13905",5,"Gs12",8,730,0.292
"13906",6,"Gs12",8,1,4e-04
"13907",7,"Gs12",8,8648,3.4592
"13908",1,"Gs13",8,123,0.0492
"13909",2,"Gs13",8,43,0.0172
"13910",1,"Gs14",8,11866,4.7464
"13911",2,"Gs14",8,2974,1.1896
"13912",3,"Gs14",8,2,8e-04
"13913",4,"Gs14",8,304,0.1216
"13914",5,"Gs14",8,39,0.0156
"13915",7,"Gs14",8,2049,0.8196
"13916",1,"Gs15",8,50852,20.3408
"13917",2,"Gs15",8,12661,5.0644
"13918",3,"Gs15",8,161,0.0644
"13919",4,"Gs15",8,92,0.0368
"13920",5,"Gs15",8,323,0.1292
"13921",6,"Gs15",8,1,4e-04
"13922",7,"Gs15",8,6537,2.6148
"13923",1,"Gs17",8,3861,1.5444
"13924",2,"Gs17",8,32,0.0128
"13925",5,"Gs17",8,7,0.0028
"13926",1,"Gs19",8,11554,4.6216
"13927",2,"Gs19",8,6120,2.448
"13928",3,"Gs19",8,18,0.0072
"13929",4,"Gs19",8,15,0.006
"13930",5,"Gs19",8,336,0.1344
"13931",7,"Gs19",8,1949,0.7796
"13932",1,"Gs2",8,43,0.0172
"13933",2,"Gs2",8,2,8e-04
"13934",1,"Gs20",8,38840,15.536
"13935",2,"Gs20",8,13215,5.286
"13936",3,"Gs20",8,17,0.0068
"13937",4,"Gs20",8,215,0.086
"13938",5,"Gs20",8,275,0.11
"13939",7,"Gs20",8,2985,1.194
"13940",1,"Gs3",8,22254,8.9016
"13941",2,"Gs3",8,5185,2.074
"13942",3,"Gs3",8,24,0.0096
"13943",4,"Gs3",8,28,0.0112
"13944",5,"Gs3",8,14,0.0056
"13945",7,"Gs3",8,5647,2.2588
"13946",1,"Gs4",8,32030,12.812
"13947",2,"Gs4",8,12259,4.9036
"13948",3,"Gs4",8,46,0.0184
"13949",4,"Gs4",8,199,0.0796
"13950",5,"Gs4",8,172,0.0688
"13951",6,"Gs4",8,14,0.0056
"13952",7,"Gs4",8,10474,4.1896
"13953",1,"Gs6",8,10408,4.1632
"13954",2,"Gs6",8,2669,1.0676
"13955",3,"Gs6",8,8,0.0032
"13956",4,"Gs6",8,23,0.0092
"13957",5,"Gs6",8,8,0.0032
"13958",7,"Gs6",8,1425,0.57
"13959",1,"Gs7",8,1429,0.5716
"13960",2,"Gs7",8,325,0.13
"13961",3,"Gs7",8,3,0.0012
"13962",4,"Gs7",8,4,0.0016
"13963",5,"Gs7",8,1,4e-04
"13964",7,"Gs7",8,60,0.024
"13965",1,"Gs8",8,9413,3.7652
"13966",2,"Gs8",8,4868,1.9472
"13967",3,"Gs8",8,15,0.006
"13968",4,"Gs8",8,74,0.0296
"13969",5,"Gs8",8,117,0.0468
"13970",7,"Gs8",8,5461,2.1844
"13971",1,"Gs9",8,37292,14.9168
"13972",2,"Gs9",8,17585,7.034
"13973",3,"Gs9",8,22,0.0088
"13974",4,"Gs9",8,389,0.1556
"13975",5,"Gs9",8,356,0.1424
"13976",7,"Gs9",8,19576,7.8304
"13977",1,"NKb1",8,2678,1.0712
"13978",2,"NKb1",8,17,0.0068
"13979",4,"NKb1",8,5,0.002
"13980",1,"NKb3",8,12750,5.1
"13981",2,"NKb3",8,186,0.0744
"13982",4,"NKb3",8,4,0.0016
"13983",5,"NKb3",8,7,0.0028
"13984",1,"NKb5",8,99,0.0396
"13985",1,"NKb6",8,27632,11.0528
"13986",2,"NKb6",8,849,0.3396
"13987",3,"NKb6",8,68,0.0272
"13988",4,"NKb6",8,18,0.0072
"13989",1,"NKu1",8,605,0.242
"13990",3,"NKu1",8,4,0.0016
"13991",1,"NKu2",8,318,0.1272
"13992",1,"NKu3",8,52627,21.0508
"13993",2,"NKu3",8,5371,2.1484
"13994",3,"NKu3",8,89,0.0356
"13995",4,"NKu3",8,68,0.0272
"13996",5,"NKu3",8,32,0.0128
"13997",1,"NKu4",8,2484,0.9936
"13998",1,"SKk4",8,771,0.3084
"13999",2,"SKk4",8,1,4e-04
"14000",1,"SKk5",8,1173,0.4692
"14001",2,"SKk5",8,8,0.0032
"14002",1,"SKk7",8,1115,0.446
"14003",2,"SKk7",8,379,0.1516
"14004",3,"SKk7",8,1,4e-04
"14005",4,"SKk7",8,1,4e-04
"14006",5,"SKk7",8,4,0.0016
"14007",7,"SKk7",8,15,0.006
"14008",1,"SKk9",8,21,0.0084
"14009",1,"SKs13",8,279,0.1116
"14010",2,"SKs13",8,134,0.0536
"14011",4,"SKs13",8,7,0.0028
"14012",5,"SKs13",8,12,0.0048
"14013",1,"SKt2",8,293,0.1172
"14014",1,"SKv11",8,110,0.044
"14015",2,"SKv11",8,6,0.0024
"14016",4,"SKv11",8,5,0.002
"14017",5,"SKv11",8,8,0.0032
"14018",1,"SKv7",8,835,0.334
"14019",2,"SKv7",8,82,0.0328
"14020",4,"SKv7",8,8,0.0032
"14021",5,"SKv7",8,20,0.008
"14022",7,"SKv7",8,6,0.0024
"14023",1,"SVcb10",8,4540,1.816
"14024",2,"SVcb10",8,2850,1.14
"14025",3,"SVcb10",8,4,0.0016
"14026",4,"SVcb10",8,125,0.05
"14027",5,"SVcb10",8,25,0.01
"14028",6,"SVcb10",8,7,0.0028
"14029",7,"SVcb10",8,12892,5.1568
"14030",1,"SVcb11",8,3713,1.4852
"14031",2,"SVcb11",8,310,0.124
"14032",3,"SVcb11",8,8,0.0032
"14033",4,"SVcb11",8,2,8e-04
"14034",5,"SVcb11",8,1,4e-04
"14035",7,"SVcb11",8,950,0.38
"14036",1,"SVcb12",8,8962,3.5848
"14037",2,"SVcb12",8,8454,3.3816
"14038",3,"SVcb12",8,51,0.0204
"14039",4,"SVcb12",8,50,0.02
"14040",5,"SVcb12",8,192,0.0768
"14041",6,"SVcb12",8,24,0.0096
"14042",7,"SVcb12",8,9303,3.7212
"14043",1,"SVcb13",8,1781,0.7124
"14044",2,"SVcb13",8,8,0.0032
"14045",4,"SVcb13",8,5,0.002
"14046",5,"SVcb13",8,1,4e-04
"14047",7,"SVcb13",8,28,0.0112
"14048",1,"SVcb17",8,2867,1.1468
"14049",2,"SVcb17",8,300,0.12
