"","nlc2022_7class","T_MAPCODE","Band_1","n"
"2151","7","Gm30","0",0
"2152","NaN","Gm30","0",0
"2153","1","Gm31","0",0
"2154","2","Gm31","0",0
"2155","3","Gm31","0",0
"2156","4","Gm31","0",0
"2157","5","Gm31","0",0
"2158","6","Gm31","0",0
"2159","7","Gm31","0",0
"2160","NaN","Gm31","0",0
"2161","1","Gm4","0",0
"2162","2","Gm4","0",0
"2163","3","Gm4","0",0
"2164","4","Gm4","0",0
"2165","5","Gm4","0",0
"2166","6","Gm4","0",0
"2167","7","Gm4","0",0
"2168","NaN","Gm4","0",0
"2169","1","Gm5","0",0
"2170","2","Gm5","0",0
"2171","3","Gm5","0",0
"2172","4","Gm5","0",0
"2173","5","Gm5","0",0
"2174","6","Gm5","0",0
"2175","7","Gm5","0",0
"2176","NaN","Gm5","0",0
"2177","1","Gm6","0",0
"2178","2","Gm6","0",0
"2179","3","Gm6","0",0
"2180","4","Gm6","0",0
"2181","5","Gm6","0",0
"2182","6","Gm6","0",0
"2183","7","Gm6","0",0
"2184","NaN","Gm6","0",0
"2185","1","Gm7","0",0
"2186","2","Gm7","0",0
"2187","3","Gm7","0",0
"2188","4","Gm7","0",0
"2189","5","Gm7","0",0
"2190","6","Gm7","0",0
"2191","7","Gm7","0",0
"2192","NaN","Gm7","0",0
"2193","1","Gm8","0",0
"2194","2","Gm8","0",0
"2195","3","Gm8","0",0
"2196","4","Gm8","0",0
"2197","5","Gm8","0",0
"2198","6","Gm8","0",0
"2199","7","Gm8","0",0
"2200","NaN","Gm8","0",0
"2201","1","Gm9","0",0
"2202","2","Gm9","0",0
"2203","3","Gm9","0",0
"2204","4","Gm9","0",0
"2205","5","Gm9","0",0
"2206","6","Gm9","0",0
"2207","7","Gm9","0",0
"2208","NaN","Gm9","0",0
"2209","1","Gs1","0",0
"2210","2","Gs1","0",0
"2211","3","Gs1","0",0
"2212","4","Gs1","0",0
"2213","5","Gs1","0",0
"2214","6","Gs1","0",0
"2215","7","Gs1","0",0
"2216","NaN","Gs1","0",0
"2217","1","Gs10","0",785
"2218","2","Gs10","0",293
"2219","3","Gs10","0",1
"2220","4","Gs10","0",1
"2221","5","Gs10","0",0
"2222","6","Gs10","0",0
"2223","7","Gs10","0",293
"2224","NaN","Gs10","0",0
"2225","1","Gs11","0",56140
"2226","2","Gs11","0",36068
"2227","3","Gs11","0",43072
"2228","4","Gs11","0",35691
"2229","5","Gs11","0",49799
"2230","6","Gs11","0",44
"2231","7","Gs11","0",11468
"2232","NaN","Gs11","0",0
"2233","1","Gs12","0",0
"2234","2","Gs12","0",0
"2235","3","Gs12","0",0
"2236","4","Gs12","0",0
"2237","5","Gs12","0",0
"2238","6","Gs12","0",0
"2239","7","Gs12","0",0
"2240","NaN","Gs12","0",0
"2241","1","Gs13","0",0
"2242","2","Gs13","0",0
"2243","3","Gs13","0",0
"2244","4","Gs13","0",0
"2245","5","Gs13","0",0
"2246","6","Gs13","0",0
"2247","7","Gs13","0",0
"2248","NaN","Gs13","0",0
"2249","1","Gs14","0",0
"2250","2","Gs14","0",0
"2251","3","Gs14","0",0
"2252","4","Gs14","0",0
"2253","5","Gs14","0",0
"2254","6","Gs14","0",0
"2255","7","Gs14","0",0
"2256","NaN","Gs14","0",0
"2257","1","Gs15","0",0
"2258","2","Gs15","0",0
"2259","3","Gs15","0",0
"2260","4","Gs15","0",0
"2261","5","Gs15","0",0
"2262","6","Gs15","0",0
"2263","7","Gs15","0",0
"2264","NaN","Gs15","0",0
"2265","1","Gs16","0",0
"2266","2","Gs16","0",0
"2267","3","Gs16","0",0
"2268","4","Gs16","0",0
"2269","5","Gs16","0",0
"2270","6","Gs16","0",0
"2271","7","Gs16","0",0
"2272","NaN","Gs16","0",0
"2273","1","Gs17","0",0
"2274","2","Gs17","0",0
"2275","3","Gs17","0",0
"2276","4","Gs17","0",0
"2277","5","Gs17","0",0
"2278","6","Gs17","0",0
"2279","7","Gs17","0",0
"2280","NaN","Gs17","0",0
"2281","1","Gs18","0",0
"2282","2","Gs18","0",0
"2283","3","Gs18","0",0
"2284","4","Gs18","0",0
"2285","5","Gs18","0",0
"2286","6","Gs18","0",0
"2287","7","Gs18","0",0
"2288","NaN","Gs18","0",0
"2289","1","Gs19","0",512133
"2290","2","Gs19","0",136903
"2291","3","Gs19","0",58098
"2292","4","Gs19","0",276308
"2293","5","Gs19","0",176749
"2294","6","Gs19","0",2476
"2295","7","Gs19","0",22713
"2296","NaN","Gs19","0",0
"2297","1","Gs2","0",0
"2298","2","Gs2","0",0
"2299","3","Gs2","0",0
"2300","4","Gs2","0",0
"2301","5","Gs2","0",0
"2302","6","Gs2","0",0
"2303","7","Gs2","0",0
"2304","NaN","Gs2","0",0
"2305","1","Gs20","0",141468
"2306","2","Gs20","0",106122
"2307","3","Gs20","0",3340
"2308","4","Gs20","0",219727
"2309","5","Gs20","0",220799
"2310","6","Gs20","0",911
"2311","7","Gs20","0",196503
"2312","NaN","Gs20","0",0
"2313","1","Gs3","0",0
"2314","2","Gs3","0",0
"2315","3","Gs3","0",0
"2316","4","Gs3","0",0
"2317","5","Gs3","0",0
"2318","6","Gs3","0",0
"2319","7","Gs3","0",0
"2320","NaN","Gs3","0",0
"2321","1","Gs4","0",0
"2322","2","Gs4","0",0
"2323","3","Gs4","0",0
"2324","4","Gs4","0",0
"2325","5","Gs4","0",0
"2326","6","Gs4","0",0
"2327","7","Gs4","0",0
"2328","NaN","Gs4","0",0
"2329","1","Gs6","0",0
"2330","2","Gs6","0",0
"2331","3","Gs6","0",0
"2332","4","Gs6","0",0
"2333","5","Gs6","0",0
"2334","6","Gs6","0",0
"2335","7","Gs6","0",0
"2336","NaN","Gs6","0",0
"2337","1","Gs7","0",0
"2338","2","Gs7","0",0
"2339","3","Gs7","0",0
"2340","4","Gs7","0",0
"2341","5","Gs7","0",0
"2342","6","Gs7","0",0
"2343","7","Gs7","0",0
"2344","NaN","Gs7","0",0
"2345","1","Gs8","0",721505
"2346","2","Gs8","0",134728
"2347","3","Gs8","0",16992
"2348","4","Gs8","0",13660
"2349","5","Gs8","0",186069
"2350","6","Gs8","0",47
"2351","7","Gs8","0",176214
"2352","NaN","Gs8","0",0
"2353","1","Gs9","0",741295
"2354","2","Gs9","0",353743
"2355","3","Gs9","0",15366
"2356","4","Gs9","0",414938
"2357","5","Gs9","0",437946
"2358","6","Gs9","0",796
"2359","7","Gs9","0",702316
"2360","NaN","Gs9","0",0
"2361","1","NKb1","0",0
"2362","2","NKb1","0",0
"2363","3","NKb1","0",0
"2364","4","NKb1","0",0
"2365","5","NKb1","0",0
"2366","6","NKb1","0",0
"2367","7","NKb1","0",0
"2368","NaN","NKb1","0",0
"2369","1","NKb2","0",0
"2370","2","NKb2","0",0
"2371","3","NKb2","0",0
"2372","4","NKb2","0",0
"2373","5","NKb2","0",0
"2374","6","NKb2","0",0
"2375","7","NKb2","0",0
"2376","NaN","NKb2","0",0
"2377","1","NKb3","0",0
"2378","2","NKb3","0",0
"2379","3","NKb3","0",0
"2380","4","NKb3","0",0
"2381","5","NKb3","0",0
"2382","6","NKb3","0",0
"2383","7","NKb3","0",0
"2384","NaN","NKb3","0",0
"2385","1","NKb4","0",0
"2386","2","NKb4","0",0
"2387","3","NKb4","0",0
"2388","4","NKb4","0",0
"2389","5","NKb4","0",0
"2390","6","NKb4","0",0
"2391","7","NKb4","0",0
"2392","NaN","NKb4","0",0
"2393","1","NKb5","0",0
"2394","2","NKb5","0",0
"2395","3","NKb5","0",0
"2396","4","NKb5","0",0
"2397","5","NKb5","0",0
"2398","6","NKb5","0",0
"2399","7","NKb5","0",0
"2400","NaN","NKb5","0",0
"2401","1","NKb6","0",0
"2402","2","NKb6","0",0
"2403","3","NKb6","0",0
"2404","4","NKb6","0",0
"2405","5","NKb6","0",0
"2406","6","NKb6","0",0
"2407","7","NKb6","0",0
"2408","NaN","NKb6","0",0
"2409","1","NKl1","0",0
"2410","2","NKl1","0",0
"2411","3","NKl1","0",0
"2412","4","NKl1","0",0
"2413","5","NKl1","0",0
"2414","6","NKl1","0",0
"2415","7","NKl1","0",0
"2416","NaN","NKl1","0",0
"2417","1","NKl2","0",0
"2418","2","NKl2","0",0
"2419","3","NKl2","0",0
"2420","4","NKl2","0",0
"2421","5","NKl2","0",0
"2422","6","NKl2","0",0
"2423","7","NKl2","0",0
"2424","NaN","NKl2","0",0
"2425","1","NKl4","0",0
"2426","2","NKl4","0",0
"2427","3","NKl4","0",0
"2428","4","NKl4","0",0
"2429","5","NKl4","0",0
"2430","6","NKl4","0",0
"2431","7","NKl4","0",0
"2432","NaN","NKl4","0",0
"2433","1","NKu1","0",0
"2434","2","NKu1","0",0
"2435","3","NKu1","0",0
"2436","4","NKu1","0",0
"2437","5","NKu1","0",0
"2438","6","NKu1","0",0
"2439","7","NKu1","0",0
"2440","NaN","NKu1","0",0
"2441","1","NKu2","0",0
"2442","2","NKu2","0",0
"2443","3","NKu2","0",0
"2444","4","NKu2","0",0
"2445","5","NKu2","0",0
"2446","6","NKu2","0",0
"2447","7","NKu2","0",0
"2448","NaN","NKu2","0",0
"2449","1","NKu3","0",0
"2450","2","NKu3","0",0
"2451","3","NKu3","0",0
"2452","4","NKu3","0",0
"2453","5","NKu3","0",0
"2454","6","NKu3","0",0
"2455","7","NKu3","0",0
"2456","NaN","NKu3","0",0
"2457","1","NKu4","0",0
"2458","2","NKu4","0",0
"2459","3","NKu4","0",0
"2460","4","NKu4","0",0
"2461","5","NKu4","0",0
"2462","6","NKu4","0",0
"2463","7","NKu4","0",0
"2464","NaN","NKu4","0",0
"2465","1","NOTVEG","0",135494
"2466","2","NOTVEG","0",5028
"2467","3","NOTVEG","0",1492
"2468","4","NOTVEG","0",1539
"2469","5","NOTVEG","0",3479
"2470","6","NOTVEG","0",892
"2471","7","NOTVEG","0",91
"2472","NaN","NOTVEG","0",0
"2473","1","SKk1","0",0
"2474","2","SKk1","0",0
"2475","3","SKk1","0",0
"2476","4","SKk1","0",0
"2477","5","SKk1","0",0
"2478","6","SKk1","0",0
"2479","7","SKk1","0",0
"2480","NaN","SKk1","0",0
"2481","1","SKk2","0",0
"2482","2","SKk2","0",0
"2483","3","SKk2","0",0
"2484","4","SKk2","0",0
"2485","5","SKk2","0",0
"2486","6","SKk2","0",0
"2487","7","SKk2","0",0
"2488","NaN","SKk2","0",0
"2489","1","SKk3","0",0
"2490","2","SKk3","0",0
"2491","3","SKk3","0",0
"2492","4","SKk3","0",0
"2493","5","SKk3","0",0
"2494","6","SKk3","0",0
"2495","7","SKk3","0",0
"2496","NaN","SKk3","0",0
"2497","1","SKk4","0",0
"2498","2","SKk4","0",0
"2499","3","SKk4","0",0
"2500","4","SKk4","0",0
"2501","5","SKk4","0",0
"2502","6","SKk4","0",0
"2503","7","SKk4","0",0
"2504","NaN","SKk4","0",0
"2505","1","SKk5","0",0
"2506","2","SKk5","0",0
"2507","3","SKk5","0",0
"2508","4","SKk5","0",0
"2509","5","SKk5","0",0
"2510","6","SKk5","0",0
"2511","7","SKk5","0",0
"2512","NaN","SKk5","0",0
"2513","1","SKk6","0",0
"2514","2","SKk6","0",0
"2515","3","SKk6","0",0
"2516","4","SKk6","0",0
"2517","5","SKk6","0",0
"2518","6","SKk6","0",0
"2519","7","SKk6","0",0
"2520","NaN","SKk6","0",0
"2521","1","SKk7","0",0
"2522","2","SKk7","0",0
"2523","3","SKk7","0",0
"2524","4","SKk7","0",0
"2525","5","SKk7","0",0
"2526","6","SKk7","0",0
"2527","7","SKk7","0",0
"2528","NaN","SKk7","0",0
"2529","1","SKk8","0",154
"2530","2","SKk8","0",5
"2531","3","SKk8","0",0
"2532","4","SKk8","0",0
"2533","5","SKk8","0",15
"2534","6","SKk8","0",0
"2535","7","SKk8","0",0
"2536","NaN","SKk8","0",0
"2537","1","SKk9","0",0
"2538","2","SKk9","0",0
"2539","3","SKk9","0",0
"2540","4","SKk9","0",0
"2541","5","SKk9","0",0
"2542","6","SKk9","0",0
"2543","7","SKk9","0",0
"2544","NaN","SKk9","0",0
"2545","1","SKn1","0",0
"2546","2","SKn1","0",0
"2547","3","SKn1","0",0
"2548","4","SKn1","0",0
"2549","5","SKn1","0",0
"2550","6","SKn1","0",0
"2551","7","SKn1","0",0
"2552","NaN","SKn1","0",0
"2553","1","SKn2","0",0
"2554","2","SKn2","0",0
"2555","3","SKn2","0",0
"2556","4","SKn2","0",0
"2557","5","SKn2","0",0
"2558","6","SKn2","0",0
"2559","7","SKn2","0",0
"2560","NaN","SKn2","0",0
"2561","1","SKn3","0",0
"2562","2","SKn3","0",0
"2563","3","SKn3","0",0
"2564","4","SKn3","0",0
"2565","5","SKn3","0",0
"2566","6","SKn3","0",0
"2567","7","SKn3","0",0
"2568","NaN","SKn3","0",0
"2569","1","SKn4","0",0
"2570","2","SKn4","0",0
"2571","3","SKn4","0",0
"2572","4","SKn4","0",0
"2573","5","SKn4","0",0
"2574","6","SKn4","0",0
"2575","7","SKn4","0",0
"2576","NaN","SKn4","0",0
"2577","1","SKn5","0",0
"2578","2","SKn5","0",0
"2579","3","SKn5","0",0
"2580","4","SKn5","0",0
"2581","5","SKn5","0",0
"2582","6","SKn5","0",0
"2583","7","SKn5","0",0
"2584","NaN","SKn5","0",0
"2585","1","SKn6","0",0
"2586","2","SKn6","0",0
"2587","3","SKn6","0",0
"2588","4","SKn6","0",0
"2589","5","SKn6","0",0
"2590","6","SKn6","0",0
"2591","7","SKn6","0",0
"2592","NaN","SKn6","0",0
"2593","1","SKn7","0",0
"2594","2","SKn7","0",0
"2595","3","SKn7","0",0
"2596","4","SKn7","0",0
"2597","5","SKn7","0",0
"2598","6","SKn7","0",0
"2599","7","SKn7","0",0
"2600","NaN","SKn7","0",0
"2601","1","SKr1","0",0
"2602","2","SKr1","0",0
"2603","3","SKr1","0",0
"2604","4","SKr1","0",0
"2605","5","SKr1","0",0
"2606","6","SKr1","0",0
"2607","7","SKr1","0",0
"2608","NaN","SKr1","0",0
"2609","1","SKr10","0",0
"2610","2","SKr10","0",0
"2611","3","SKr10","0",0
"2612","4","SKr10","0",0
"2613","5","SKr10","0",0
"2614","6","SKr10","0",0
"2615","7","SKr10","0",0
"2616","NaN","SKr10","0",0
"2617","1","SKr11","0",0
"2618","2","SKr11","0",0
"2619","3","SKr11","0",0
"2620","4","SKr11","0",0
"2621","5","SKr11","0",0
"2622","6","SKr11","0",0
"2623","7","SKr11","0",0
"2624","NaN","SKr11","0",0
"2625","1","SKr12","0",0
"2626","2","SKr12","0",0
"2627","3","SKr12","0",0
"2628","4","SKr12","0",0
"2629","5","SKr12","0",0
"2630","6","SKr12","0",0
"2631","7","SKr12","0",0
"2632","NaN","SKr12","0",0
"2633","1","SKr13","0",0
"2634","2","SKr13","0",0
"2635","3","SKr13","0",0
"2636","4","SKr13","0",0
"2637","5","SKr13","0",0
"2638","6","SKr13","0",0
"2639","7","SKr13","0",0
"2640","NaN","SKr13","0",0
"2641","1","SKr14","0",0
"2642","2","SKr14","0",0
"2643","3","SKr14","0",0
"2644","4","SKr14","0",0
"2645","5","SKr14","0",0
"2646","6","SKr14","0",0
"2647","7","SKr14","0",0
"2648","NaN","SKr14","0",0
"2649","1","SKr15","0",0
"2650","2","SKr15","0",0
"2651","3","SKr15","0",0
"2652","4","SKr15","0",0
"2653","5","SKr15","0",0
"2654","6","SKr15","0",0
"2655","7","SKr15","0",0
"2656","NaN","SKr15","0",0
"2657","1","SKr16","0",0
"2658","2","SKr16","0",0
"2659","3","SKr16","0",0
"2660","4","SKr16","0",0
"2661","5","SKr16","0",0
"2662","6","SKr16","0",0
"2663","7","SKr16","0",0
"2664","NaN","SKr16","0",0
"2665","1","SKr17","0",0
"2666","2","SKr17","0",0
"2667","3","SKr17","0",0
"2668","4","SKr17","0",0
"2669","5","SKr17","0",0
"2670","6","SKr17","0",0
"2671","7","SKr17","0",0
"2672","NaN","SKr17","0",0
"2673","1","SKr18","0",0
"2674","2","SKr18","0",0
"2675","3","SKr18","0",0
"2676","4","SKr18","0",0
"2677","5","SKr18","0",0
"2678","6","SKr18","0",0
"2679","7","SKr18","0",0
"2680","NaN","SKr18","0",0
"2681","1","SKr19","0",0
"2682","2","SKr19","0",0
"2683","3","SKr19","0",0
"2684","4","SKr19","0",0
"2685","5","SKr19","0",0
"2686","6","SKr19","0",0
"2687","7","SKr19","0",0
"2688","NaN","SKr19","0",0
"2689","1","SKr2","0",0
"2690","2","SKr2","0",0
"2691","3","SKr2","0",0
"2692","4","SKr2","0",0
"2693","5","SKr2","0",0
"2694","6","SKr2","0",0
"2695","7","SKr2","0",0
"2696","NaN","SKr2","0",0
"2697","1","SKr3","0",0
"2698","2","SKr3","0",0
"2699","3","SKr3","0",0
"2700","4","SKr3","0",0
"2701","5","SKr3","0",0
"2702","6","SKr3","0",0
"2703","7","SKr3","0",0
"2704","NaN","SKr3","0",0
"2705","1","SKr4","0",0
"2706","2","SKr4","0",0
"2707","3","SKr4","0",0
"2708","4","SKr4","0",0
"2709","5","SKr4","0",0
"2710","6","SKr4","0",0
"2711","7","SKr4","0",0
"2712","NaN","SKr4","0",0
"2713","1","SKr5","0",0
"2714","2","SKr5","0",0
"2715","3","SKr5","0",0
"2716","4","SKr5","0",0
"2717","5","SKr5","0",0
"2718","6","SKr5","0",0
"2719","7","SKr5","0",0
"2720","NaN","SKr5","0",0
"2721","1","SKr6","0",0
"2722","2","SKr6","0",0
"2723","3","SKr6","0",0
"2724","4","SKr6","0",0
"2725","5","SKr6","0",0
"2726","6","SKr6","0",0
"2727","7","SKr6","0",0
"2728","NaN","SKr6","0",0
"2729","1","SKr7","0",0
"2730","2","SKr7","0",0
"2731","3","SKr7","0",0
"2732","4","SKr7","0",0
"2733","5","SKr7","0",0
"2734","6","SKr7","0",0
"2735","7","SKr7","0",0
"2736","NaN","SKr7","0",0
"2737","1","SKr8","0",0
"2738","2","SKr8","0",0
"2739","3","SKr8","0",0
"2740","4","SKr8","0",0
"2741","5","SKr8","0",0
"2742","6","SKr8","0",0
"2743","7","SKr8","0",0
"2744","NaN","SKr8","0",0
"2745","1","SKr9","0",0
"2746","2","SKr9","0",0
"2747","3","SKr9","0",0
"2748","4","SKr9","0",0
"2749","5","SKr9","0",0
"2750","6","SKr9","0",0
"2751","7","SKr9","0",0
"2752","NaN","SKr9","0",0
"2753","1","SKs1","0",0
"2754","2","SKs1","0",0
"2755","3","SKs1","0",0
"2756","4","SKs1","0",0
"2757","5","SKs1","0",0
"2758","6","SKs1","0",0
"2759","7","SKs1","0",0
"2760","NaN","SKs1","0",0
"2761","1","SKs10","0",0
"2762","2","SKs10","0",0
"2763","3","SKs10","0",0
"2764","4","SKs10","0",0
"2765","5","SKs10","0",0
"2766","6","SKs10","0",0
"2767","7","SKs10","0",0
"2768","NaN","SKs10","0",0
"2769","1","SKs11","0",0
"2770","2","SKs11","0",0
"2771","3","SKs11","0",0
"2772","4","SKs11","0",0
"2773","5","SKs11","0",0
"2774","6","SKs11","0",0
"2775","7","SKs11","0",0
"2776","NaN","SKs11","0",0
"2777","1","SKs12","0",0
"2778","2","SKs12","0",0
"2779","3","SKs12","0",0
"2780","4","SKs12","0",0
"2781","5","SKs12","0",0
"2782","6","SKs12","0",0
"2783","7","SKs12","0",0
"2784","NaN","SKs12","0",0
"2785","1","SKs13","0",0
"2786","2","SKs13","0",0
"2787","3","SKs13","0",0
"2788","4","SKs13","0",0
"2789","5","SKs13","0",0
"2790","6","SKs13","0",0
"2791","7","SKs13","0",0
"2792","NaN","SKs13","0",0
"2793","1","SKs14","0",0
"2794","2","SKs14","0",0
"2795","3","SKs14","0",0
"2796","4","SKs14","0",0
"2797","5","SKs14","0",0
"2798","6","SKs14","0",0
"2799","7","SKs14","0",0
"2800","NaN","SKs14","0",0
"2801","1","SKs2","0",0
"2802","2","SKs2","0",0
"2803","3","SKs2","0",0
"2804","4","SKs2","0",0
"2805","5","SKs2","0",0
"2806","6","SKs2","0",0
"2807","7","SKs2","0",0
"2808","NaN","SKs2","0",0
"2809","1","SKs3","0",0
"2810","2","SKs3","0",0
"2811","3","SKs3","0",0
"2812","4","SKs3","0",0
"2813","5","SKs3","0",0
"2814","6","SKs3","0",0
"2815","7","SKs3","0",0
"2816","NaN","SKs3","0",0
"2817","1","SKs4","0",0
"2818","2","SKs4","0",0
"2819","3","SKs4","0",0
"2820","4","SKs4","0",0
"2821","5","SKs4","0",0
"2822","6","SKs4","0",0
"2823","7","SKs4","0",0
"2824","NaN","SKs4","0",0
"2825","1","SKs5","0",0
"2826","2","SKs5","0",0
"2827","3","SKs5","0",0
"2828","4","SKs5","0",0
"2829","5","SKs5","0",0
"2830","6","SKs5","0",0
"2831","7","SKs5","0",0
"2832","NaN","SKs5","0",0
"2833","1","SKs6","0",0
"2834","2","SKs6","0",0
"2835","3","SKs6","0",0
"2836","4","SKs6","0",0
"2837","5","SKs6","0",0
"2838","6","SKs6","0",0
"2839","7","SKs6","0",0
"2840","NaN","SKs6","0",0
"2841","1","SKs7","0",0
"2842","2","SKs7","0",0
"2843","3","SKs7","0",0
"2844","4","SKs7","0",0
"2845","5","SKs7","0",0
"2846","6","SKs7","0",0
"2847","7","SKs7","0",0
"2848","NaN","SKs7","0",0
"2849","1","SKs8","0",0
"2850","2","SKs8","0",0
"2851","3","SKs8","0",0
"2852","4","SKs8","0",0
"2853","5","SKs8","0",0
"2854","6","SKs8","0",0
"2855","7","SKs8","0",0
"2856","NaN","SKs8","0",0
"2857","1","SKs9","0",0
"2858","2","SKs9","0",0
"2859","3","SKs9","0",0
"2860","4","SKs9","0",0
"2861","5","SKs9","0",0
"2862","6","SKs9","0",0
"2863","7","SKs9","0",0
"2864","NaN","SKs9","0",0
"2865","1","SKt1","0",0
"2866","2","SKt1","0",0
"2867","3","SKt1","0",0
"2868","4","SKt1","0",0
"2869","5","SKt1","0",0
"2870","6","SKt1","0",0
"2871","7","SKt1","0",0
"2872","NaN","SKt1","0",0
"2873","1","SKt2","0",0
"2874","2","SKt2","0",0
"2875","3","SKt2","0",0
"2876","4","SKt2","0",0
"2877","5","SKt2","0",0
"2878","6","SKt2","0",0
"2879","7","SKt2","0",0
"2880","NaN","SKt2","0",0
"2881","1","SKt3","0",0
"2882","2","SKt3","0",0
"2883","3","SKt3","0",0
"2884","4","SKt3","0",0
"2885","5","SKt3","0",0
"2886","6","SKt3","0",0
"2887","7","SKt3","0",0
"2888","NaN","SKt3","0",0
"2889","1","SKv1","0",0
"2890","2","SKv1","0",0
"2891","3","SKv1","0",0
"2892","4","SKv1","0",0
"2893","5","SKv1","0",0
"2894","6","SKv1","0",0
"2895","7","SKv1","0",0
"2896","NaN","SKv1","0",0
"2897","1","SKv10","0",0
"2898","2","SKv10","0",0
"2899","3","SKv10","0",0
"2900","4","SKv10","0",0
"2901","5","SKv10","0",0
"2902","6","SKv10","0",0
"2903","7","SKv10","0",0
"2904","NaN","SKv10","0",0
"2905","1","SKv11","0",0
"2906","2","SKv11","0",0
"2907","3","SKv11","0",0
"2908","4","SKv11","0",0
"2909","5","SKv11","0",0
"2910","6","SKv11","0",0
"2911","7","SKv11","0",0
"2912","NaN","SKv11","0",0
"2913","1","SKv13","0",0
"2914","2","SKv13","0",0
"2915","3","SKv13","0",0
"2916","4","SKv13","0",0
"2917","5","SKv13","0",0
"2918","6","SKv13","0",0
"2919","7","SKv13","0",0
"2920","NaN","SKv13","0",0
"2921","1","SKv14","0",0
"2922","2","SKv14","0",0
"2923","3","SKv14","0",0
"2924","4","SKv14","0",0
"2925","5","SKv14","0",0
"2926","6","SKv14","0",0
"2927","7","SKv14","0",0
"2928","NaN","SKv14","0",0
"2929","1","SKv2","0",0
"2930","2","SKv2","0",0
"2931","3","SKv2","0",0
"2932","4","SKv2","0",0
"2933","5","SKv2","0",0
"2934","6","SKv2","0",0
"2935","7","SKv2","0",0
"2936","NaN","SKv2","0",0
"2937","1","SKv3","0",0
"2938","2","SKv3","0",0
"2939","3","SKv3","0",0
"2940","4","SKv3","0",0
"2941","5","SKv3","0",0
"2942","6","SKv3","0",0
"2943","7","SKv3","0",0
"2944","NaN","SKv3","0",0
"2945","1","SKv4","0",0
"2946","2","SKv4","0",0
"2947","3","SKv4","0",0
"2948","4","SKv4","0",0
"2949","5","SKv4","0",0
"2950","6","SKv4","0",0
"2951","7","SKv4","0",0
"2952","NaN","SKv4","0",0
"2953","1","SKv5","0",0
"2954","2","SKv5","0",0
"2955","3","SKv5","0",0
"2956","4","SKv5","0",0
"2957","5","SKv5","0",0
"2958","6","SKv5","0",0
"2959","7","SKv5","0",0
"2960","NaN","SKv5","0",0
"2961","1","SKv6","0",0
"2962","2","SKv6","0",0
"2963","3","SKv6","0",0
"2964","4","SKv6","0",0
"2965","5","SKv6","0",0
"2966","6","SKv6","0",0
"2967","7","SKv6","0",0
"2968","NaN","SKv6","0",0
"2969","1","SKv7","0",193986
"2970","2","SKv7","0",18094
"2971","3","SKv7","0",1713
"2972","4","SKv7","0",4696
"2973","5","SKv7","0",29985
"2974","6","SKv7","0",208
"2975","7","SKv7","0",365
"2976","NaN","SKv7","0",0
"2977","1","SKv8","0",59339
"2978","2","SKv8","0",7595
"2979","3","SKv8","0",340
"2980","4","SKv8","0",5549
"2981","5","SKv8","0",23888
"2982","6","SKv8","0",0
"2983","7","SKv8","0",425
"2984","NaN","SKv8","0",0
"2985","1","SVcb1","0",0
"2986","2","SVcb1","0",0
"2987","3","SVcb1","0",0
"2988","4","SVcb1","0",0
"2989","5","SVcb1","0",0
"2990","6","SVcb1","0",0
"2991","7","SVcb1","0",0
"2992","NaN","SVcb1","0",0
"2993","1","SVcb10","0",0
"2994","2","SVcb10","0",0
"2995","3","SVcb10","0",0
"2996","4","SVcb10","0",0
"2997","5","SVcb10","0",0
"2998","6","SVcb10","0",0
"2999","7","SVcb10","0",0
"3000","NaN","SVcb10","0",0
"3001","1","SVcb11","0",0
"3002","2","SVcb11","0",0
"3003","3","SVcb11","0",0
"3004","4","SVcb11","0",0
"3005","5","SVcb11","0",0
"3006","6","SVcb11","0",0
"3007","7","SVcb11","0",0
"3008","NaN","SVcb11","0",0
"3009","1","SVcb12","0",0
"3010","2","SVcb12","0",0
"3011","3","SVcb12","0",0
"3012","4","SVcb12","0",0
"3013","5","SVcb12","0",0
"3014","6","SVcb12","0",0
"3015","7","SVcb12","0",0
"3016","NaN","SVcb12","0",0
"3017","1","SVcb13","0",0
"3018","2","SVcb13","0",0
"3019","3","SVcb13","0",0
"3020","4","SVcb13","0",0
"3021","5","SVcb13","0",0
"3022","6","SVcb13","0",0
"3023","7","SVcb13","0",0
"3024","NaN","SVcb13","0",0
"3025","1","SVcb14","0",0
"3026","2","SVcb14","0",0
"3027","3","SVcb14","0",0
"3028","4","SVcb14","0",0
"3029","5","SVcb14","0",0
"3030","6","SVcb14","0",0
"3031","7","SVcb14","0",0
"3032","NaN","SVcb14","0",0
"3033","1","SVcb15","0",0
"3034","2","SVcb15","0",0
"3035","3","SVcb15","0",0
"3036","4","SVcb15","0",0
"3037","5","SVcb15","0",0
"3038","6","SVcb15","0",0
"3039","7","SVcb15","0",0
"3040","NaN","SVcb15","0",0
"3041","1","SVcb16","0",0
"3042","2","SVcb16","0",0
"3043","3","SVcb16","0",0
"3044","4","SVcb16","0",0
"3045","5","SVcb16","0",0
"3046","6","SVcb16","0",0
"3047","7","SVcb16","0",0
"3048","NaN","SVcb16","0",0
"3049","1","SVcb17","0",0
"3050","2","SVcb17","0",0
"3051","3","SVcb17","0",0
"3052","4","SVcb17","0",0
"3053","5","SVcb17","0",0
"3054","6","SVcb17","0",0
"3055","7","SVcb17","0",0
"3056","NaN","SVcb17","0",0
"3057","1","SVcb18","0",0
