"","nlc2022_7class","T_MAPCODE","Band_1","n"
"9420","4","Gh5","99",676768
"9421","5","Gh5","99",4377480
"9422","6","Gh5","99",8406
"9423","7","Gh5","99",77958
"9424","NaN","Gh5","99",0
"9425","1","Gh6","99",26220203
"9426","2","Gh6","99",2380389
"9427","3","Gh6","99",313208
"9428","4","Gh6","99",577991
"9429","5","Gh6","99",10099911
"9430","6","Gh6","99",84401
"9431","7","Gh6","99",356148
"9432","NaN","Gh6","99",0
"9433","1","Gh7","99",3215363
"9434","2","Gh7","99",169993
"9435","3","Gh7","99",12023
"9436","4","Gh7","99",206032
"9437","5","Gh7","99",293857
"9438","6","Gh7","99",3195
"9439","7","Gh7","99",29414
"9440","NaN","Gh7","99",0
"9441","1","Gh8","99",165327
"9442","2","Gh8","99",10660
"9443","3","Gh8","99",357
"9444","4","Gh8","99",8438
"9445","5","Gh8","99",13470
"9446","6","Gh8","99",514
"9447","7","Gh8","99",2401
"9448","NaN","Gh8","99",0
"9449","1","Gh9","99",13267493
"9450","2","Gh9","99",1115926
"9451","3","Gh9","99",83545
"9452","4","Gh9","99",86741
"9453","5","Gh9","99",3026308
"9454","6","Gh9","99",36877
"9455","7","Gh9","99",68872
"9456","NaN","Gh9","99",0
"9457","1","Gm1","99",7033016
"9458","2","Gm1","99",502988
"9459","3","Gm1","99",41959
"9460","4","Gm1","99",322601
"9461","5","Gm1","99",2717512
"9462","6","Gm1","99",2628
"9463","7","Gm1","99",49542
"9464","NaN","Gm1","99",0
"9465","1","Gm10","99",457858
"9466","2","Gm10","99",351304
"9467","3","Gm10","99",10874
"9468","4","Gm10","99",1696309
"9469","5","Gm10","99",126303
"9470","6","Gm10","99",25125
"9471","7","Gm10","99",65229
"9472","NaN","Gm10","99",0
"9473","1","Gm11","99",10523418
"9474","2","Gm11","99",3823032
"9475","3","Gm11","99",161722
"9476","4","Gm11","99",1319565
"9477","5","Gm11","99",9551017
"9478","6","Gm11","99",249076
"9479","7","Gm11","99",644346
"9480","NaN","Gm11","99",0
"9481","1","Gm12","99",9268531
"9482","2","Gm12","99",6402260
"9483","3","Gm12","99",455238
"9484","4","Gm12","99",956220
"9485","5","Gm12","99",10899369
"9486","6","Gm12","99",1095111
"9487","7","Gm12","99",2854123
"9488","NaN","Gm12","99",0
"9489","1","Gm13","99",5315649
"9490","2","Gm13","99",1378782
"9491","3","Gm13","99",36140
"9492","4","Gm13","99",180637
"9493","5","Gm13","99",2775335
"9494","6","Gm13","99",10973
"9495","7","Gm13","99",120114
"9496","NaN","Gm13","99",0
"9497","1","Gm14","99",7375281
"9498","2","Gm14","99",673354
"9499","3","Gm14","99",48388
"9500","4","Gm14","99",38971
"9501","5","Gm14","99",941734
"9502","6","Gm14","99",1763
"9503","7","Gm14","99",296534
"9504","NaN","Gm14","99",0
"9505","1","Gm15","99",4917684
"9506","2","Gm15","99",1196506
"9507","3","Gm15","99",14374
"9508","4","Gm15","99",329384
"9509","5","Gm15","99",1068615
"9510","6","Gm15","99",3890
"9511","7","Gm15","99",3011671
"9512","NaN","Gm15","99",0
"9513","1","Gm16","99",13322189
"9514","2","Gm16","99",1702709
"9515","3","Gm16","99",54153
"9516","4","Gm16","99",454672
"9517","5","Gm16","99",2516822
"9518","6","Gm16","99",8064
"9519","7","Gm16","99",6076981
"9520","NaN","Gm16","99",0
"9521","1","Gm17","99",2013002
"9522","2","Gm17","99",130989
"9523","3","Gm17","99",2375
"9524","4","Gm17","99",7818
"9525","5","Gm17","99",24030
"9526","6","Gm17","99",1285
"9527","7","Gm17","99",1048985
"9528","NaN","Gm17","99",0
"9529","1","Gm19","99",2117654
"9530","2","Gm19","99",519713
"9531","3","Gm19","99",7353
"9532","4","Gm19","99",25672
"9533","5","Gm19","99",720739
"9534","6","Gm19","99",19910
"9535","7","Gm19","99",41089
"9536","NaN","Gm19","99",0
"9537","1","Gm2","99",7046938
"9538","2","Gm2","99",42976
"9539","3","Gm2","99",41281
"9540","4","Gm2","99",128945
"9541","5","Gm2","99",2081207
"9542","6","Gm2","99",0
"9543","7","Gm2","99",1225
"9544","NaN","Gm2","99",0
"9545","1","Gm20","99",45946
"9546","2","Gm20","99",968
"9547","3","Gm20","99",0
"9548","4","Gm20","99",633
"9549","5","Gm20","99",3198
"9550","6","Gm20","99",0
"9551","7","Gm20","99",101
"9552","NaN","Gm20","99",0
"9553","1","Gm21","99",2981689
"9554","2","Gm21","99",300961
"9555","3","Gm21","99",39789
"9556","4","Gm21","99",80481
"9557","5","Gm21","99",436268
"9558","6","Gm21","99",5418
"9559","7","Gm21","99",33087
"9560","NaN","Gm21","99",0
"9561","1","Gm22","99",880215
"9562","2","Gm22","99",209312
"9563","3","Gm22","99",988
"9564","4","Gm22","99",60406
"9565","5","Gm22","99",68927
"9566","6","Gm22","99",10546
"9567","7","Gm22","99",1117542
"9568","NaN","Gm22","99",0
"9569","1","Gm23","99",1899467
"9570","2","Gm23","99",244474
"9571","3","Gm23","99",373
"9572","4","Gm23","99",34304
"9573","5","Gm23","99",20844
"9574","6","Gm23","99",1364
"9575","7","Gm23","99",1234032
"9576","NaN","Gm23","99",0
"9577","1","Gm24","99",23332
"9578","2","Gm24","99",1151
"9579","3","Gm24","99",0
"9580","4","Gm24","99",63
"9581","5","Gm24","99",0
"9582","6","Gm24","99",0
"9583","7","Gm24","99",457
"9584","NaN","Gm24","99",0
"9585","1","Gm25","99",259463
"9586","2","Gm25","99",72379
"9587","3","Gm25","99",11852
"9588","4","Gm25","99",10075
"9589","5","Gm25","99",63148
"9590","6","Gm25","99",0
"9591","7","Gm25","99",659669
"9592","NaN","Gm25","99",0
"9593","1","Gm26","99",605553
"9594","2","Gm26","99",10845
"9595","3","Gm26","99",7
"9596","4","Gm26","99",232
"9597","5","Gm26","99",1870
"9598","6","Gm26","99",2
"9599","7","Gm26","99",32940
"9600","NaN","Gm26","99",0
"9601","1","Gm27","99",652860
"9602","2","Gm27","99",13702
"9603","3","Gm27","99",12
"9604","4","Gm27","99",426
"9605","5","Gm27","99",1664
"9606","6","Gm27","99",165
"9607","7","Gm27","99",1337
"9608","NaN","Gm27","99",0
"9609","1","Gm28","99",228890
"9610","2","Gm28","99",1819
"9611","3","Gm28","99",0
"9612","4","Gm28","99",7
"9613","5","Gm28","99",459
"9614","6","Gm28","99",0
"9615","7","Gm28","99",3514
"9616","NaN","Gm28","99",0
"9617","1","Gm29","99",1256772
"9618","2","Gm29","99",26113
"9619","3","Gm29","99",515
"9620","4","Gm29","99",645
"9621","5","Gm29","99",22224
"9622","6","Gm29","99",10
"9623","7","Gm29","99",1776
"9624","NaN","Gm29","99",0
"9625","1","Gm3","99",15020988
"9626","2","Gm3","99",2981635
"9627","3","Gm3","99",216885
"9628","4","Gm3","99",448100
"9629","5","Gm3","99",18674452
"9630","6","Gm3","99",6120
"9631","7","Gm3","99",311766
"9632","NaN","Gm3","99",0
"9633","1","Gm30","99",6528327
"9634","2","Gm30","99",825067
"9635","3","Gm30","99",28686
"9636","4","Gm30","99",78164
"9637","5","Gm30","99",457597
"9638","6","Gm30","99",20842
"9639","7","Gm30","99",1707898
"9640","NaN","Gm30","99",0
"9641","1","Gm31","99",1340404
"9642","2","Gm31","99",138190
"9643","3","Gm31","99",532
"9644","4","Gm31","99",3763
"9645","5","Gm31","99",17877
"9646","6","Gm31","99",126
"9647","7","Gm31","99",1119561
"9648","NaN","Gm31","99",0
"9649","1","Gm4","99",18619426
"9650","2","Gm4","99",2404786
"9651","3","Gm4","99",273931
"9652","4","Gm4","99",474285
"9653","5","Gm4","99",13456097
"9654","6","Gm4","99",4569
"9655","7","Gm4","99",403776
"9656","NaN","Gm4","99",0
"9657","1","Gm5","99",6155963
"9658","2","Gm5","99",242995
"9659","3","Gm5","99",5355
"9660","4","Gm5","99",74415
"9661","5","Gm5","99",2083408
"9662","6","Gm5","99",2728
"9663","7","Gm5","99",109013
"9664","NaN","Gm5","99",0
"9665","1","Gm6","99",13662446
"9666","2","Gm6","99",1613298
"9667","3","Gm6","99",851938
"9668","4","Gm6","99",172314
"9669","5","Gm6","99",8317476
"9670","6","Gm6","99",4678
"9671","7","Gm6","99",106983
"9672","NaN","Gm6","99",0
"9673","1","Gm7","99",69049
"9674","2","Gm7","99",2028
"9675","3","Gm7","99",42
"9676","4","Gm7","99",173
"9677","5","Gm7","99",3135
"9678","6","Gm7","99",0
"9679","7","Gm7","99",694
"9680","NaN","Gm7","99",0
"9681","1","Gm8","99",13760870
"9682","2","Gm8","99",4617423
"9683","3","Gm8","99",367564
"9684","4","Gm8","99",3308038
"9685","5","Gm8","99",13468582
"9686","6","Gm8","99",269606
"9687","7","Gm8","99",440266
"9688","NaN","Gm8","99",0
"9689","1","Gm9","99",1089608
"9690","2","Gm9","99",492077
"9691","3","Gm9","99",24814
"9692","4","Gm9","99",723055
"9693","5","Gm9","99",854788
"9694","6","Gm9","99",44348
"9695","7","Gm9","99",54374
"9696","NaN","Gm9","99",0
"9697","1","Gs1","99",703623
"9698","2","Gs1","99",90122
"9699","3","Gs1","99",4116
"9700","4","Gs1","99",25806
"9701","5","Gs1","99",67004
"9702","6","Gs1","99",700
"9703","7","Gs1","99",456662
"9704","NaN","Gs1","99",0
"9705","1","Gs10","99",18939763
"9706","2","Gs10","99",1656749
"9707","3","Gs10","99",60699
"9708","4","Gs10","99",1718269
"9709","5","Gs10","99",2781048
"9710","6","Gs10","99",2947
"9711","7","Gs10","99",2200515
"9712","NaN","Gs10","99",0
"9713","1","Gs11","99",2495655
"9714","2","Gs11","99",859146
"9715","3","Gs11","99",11255
"9716","4","Gs11","99",683294
"9717","5","Gs11","99",801494
"9718","6","Gs11","99",854
"9719","7","Gs11","99",770891
"9720","NaN","Gs11","99",0
"9721","1","Gs12","99",11745210
"9722","2","Gs12","99",2426980
"9723","3","Gs12","99",79540
"9724","4","Gs12","99",1939787
"9725","5","Gs12","99",4700951
"9726","6","Gs12","99",4741
"9727","7","Gs12","99",923104
"9728","NaN","Gs12","99",0
"9729","1","Gs13","99",370666
"9730","2","Gs13","99",207875
"9731","3","Gs13","99",53020
"9732","4","Gs13","99",44617
"9733","5","Gs13","99",550740
"9734","6","Gs13","99",1130
"9735","7","Gs13","99",4352
"9736","NaN","Gs13","99",0
"9737","1","Gs14","99",5339647
"9738","2","Gs14","99",1475831
"9739","3","Gs14","99",15473
"9740","4","Gs14","99",2331554
"9741","5","Gs14","99",3552100
"9742","6","Gs14","99",6713
"9743","7","Gs14","99",482862
"9744","NaN","Gs14","99",0
"9745","1","Gs15","99",9270035
"9746","2","Gs15","99",1363883
"9747","3","Gs15","99",132207
"9748","4","Gs15","99",1242480
"9749","5","Gs15","99",3244296
"9750","6","Gs15","99",3530
"9751","7","Gs15","99",86723
"9752","NaN","Gs15","99",0
"9753","1","Gs16","99",7450550
"9754","2","Gs16","99",358894
"9755","3","Gs16","99",37922
"9756","4","Gs16","99",471335
"9757","5","Gs16","99",678687
"9758","6","Gs16","99",3889
"9759","7","Gs16","99",14459
"9760","NaN","Gs16","99",0
"9761","1","Gs17","99",10426997
"9762","2","Gs17","99",55019
"9763","3","Gs17","99",11008
"9764","4","Gs17","99",36675
"9765","5","Gs17","99",71818
"9766","6","Gs17","99",1647
"9767","7","Gs17","99",2305
"9768","NaN","Gs17","99",0
"9769","1","Gs18","99",3518479
"9770","2","Gs18","99",28095
"9771","3","Gs18","99",2594
"9772","4","Gs18","99",10071
"9773","5","Gs18","99",23881
"9774","6","Gs18","99",206
"9775","7","Gs18","99",1504
"9776","NaN","Gs18","99",0
"9777","1","Gs19","99",2821464
"9778","2","Gs19","99",1168420
"9779","3","Gs19","99",11105
"9780","4","Gs19","99",888182
"9781","5","Gs19","99",1210295
"9782","6","Gs19","99",1804
"9783","7","Gs19","99",263995
"9784","NaN","Gs19","99",0
"9785","1","Gs2","99",3107057
"9786","2","Gs2","99",206783
"9787","3","Gs2","99",1266
"9788","4","Gs2","99",125532
"9789","5","Gs2","99",277710
"9790","6","Gs2","99",276
"9791","7","Gs2","99",145104
"9792","NaN","Gs2","99",0
"9793","1","Gs20","99",5501220
"9794","2","Gs20","99",2422315
"9795","3","Gs20","99",12684
"9796","4","Gs20","99",2756918
"9797","5","Gs20","99",2512124
"9798","6","Gs20","99",1171
"9799","7","Gs20","99",1366015
"9800","NaN","Gs20","99",0
"9801","1","Gs3","99",3909728
"9802","2","Gs3","99",190562
"9803","3","Gs3","99",17636
"9804","4","Gs3","99",43274
"9805","5","Gs3","99",72233
"9806","6","Gs3","99",76
"9807","7","Gs3","99",122186
"9808","NaN","Gs3","99",0
"9809","1","Gs4","99",10607325
"9810","2","Gs4","99",2605682
"9811","3","Gs4","99",267222
"9812","4","Gs4","99",1288405
"9813","5","Gs4","99",3240981
"9814","6","Gs4","99",28170
"9815","7","Gs4","99",563280
"9816","NaN","Gs4","99",0
"9817","1","Gs6","99",8259031
"9818","2","Gs6","99",2076783
"9819","3","Gs6","99",103868
"9820","4","Gs6","99",766060
"9821","5","Gs6","99",1739061
"9822","6","Gs6","99",22925
"9823","7","Gs6","99",100943
"9824","NaN","Gs6","99",0
"9825","1","Gs7","99",5916712
"9826","2","Gs7","99",2342746
"9827","3","Gs7","99",45215
"9828","4","Gs7","99",1111356
"9829","5","Gs7","99",2184054
"9830","6","Gs7","99",13327
"9831","7","Gs7","99",20607
"9832","NaN","Gs7","99",0
"9833","1","Gs8","99",3433611
"9834","2","Gs8","99",618385
"9835","3","Gs8","99",73851
"9836","4","Gs8","99",113681
"9837","5","Gs8","99",1069747
"9838","6","Gs8","99",814
"9839","7","Gs8","99",535613
"9840","NaN","Gs8","99",0
"9841","1","Gs9","99",4287922
"9842","2","Gs9","99",1651187
"9843","3","Gs9","99",31992
"9844","4","Gs9","99",1413428
"9845","5","Gs9","99",2010064
"9846","6","Gs9","99",1326
"9847","7","Gs9","99",4984227
"9848","NaN","Gs9","99",0
"9849","1","NKb1","99",11593583
"9850","2","NKb1","99",15853
"9851","3","NKb1","99",1166
"9852","4","NKb1","99",9436
"9853","5","NKb1","99",53577
"9854","6","NKb1","99",4311
"9855","7","NKb1","99",84
"9856","NaN","NKb1","99",0
"9857","1","NKb2","99",1503480
"9858","2","NKb2","99",729
"9859","3","NKb2","99",51
"9860","4","NKb2","99",2621
"9861","5","NKb2","99",11587
"9862","6","NKb2","99",252
"9863","7","NKb2","99",0
"9864","NaN","NKb2","99",0
"9865","1","NKb3","99",102299989
"9866","2","NKb3","99",196609
"9867","3","NKb3","99",19461
"9868","4","NKb3","99",346108
"9869","5","NKb3","99",228252
"9870","6","NKb3","99",40606
"9871","7","NKb3","99",2215
"9872","NaN","NKb3","99",0
"9873","1","NKb4","99",6675798
"9874","2","NKb4","99",7133
"9875","3","NKb4","99",21
"9876","4","NKb4","99",3691
"9877","5","NKb4","99",601
"9878","6","NKb4","99",5756
"9879","7","NKb4","99",0
"9880","NaN","NKb4","99",0
"9881","1","NKb5","99",21358831
"9882","2","NKb5","99",63579
"9883","3","NKb5","99",14348
"9884","4","NKb5","99",121741
"9885","5","NKb5","99",26266
"9886","6","NKb5","99",12206
"9887","7","NKb5","99",110
"9888","NaN","NKb5","99",0
"9889","1","NKb6","99",102274928
"9890","2","NKb6","99",377510
"9891","3","NKb6","99",76467
"9892","4","NKb6","99",206604
"9893","5","NKb6","99",113775
"9894","6","NKb6","99",76682
"9895","7","NKb6","99",705
"9896","NaN","NKb6","99",0
"9897","1","NKl1","99",50186841
"9898","2","NKl1","99",130203
"9899","3","NKl1","99",34916
"9900","4","NKl1","99",104419
"9901","5","NKl1","99",49664
"9902","6","NKl1","99",6635
"9903","7","NKl1","99",2185
"9904","NaN","NKl1","99",0
"9905","1","NKl2","99",20410727
"9906","2","NKl2","99",146802
"9907","3","NKl2","99",47276
"9908","4","NKl2","99",76480
"9909","5","NKl2","99",113871
"9910","6","NKl2","99",7595
"9911","7","NKl2","99",657
"9912","NaN","NKl2","99",0
"9913","1","NKl4","99",1708032
"9914","2","NKl4","99",26819
"9915","3","NKl4","99",2547
"9916","4","NKl4","99",7047
"9917","5","NKl4","99",111531
"9918","6","NKl4","99",70
"9919","7","NKl4","99",687
"9920","NaN","NKl4","99",0
"9921","1","NKu1","99",42412552
"9922","2","NKu1","99",259424
"9923","3","NKu1","99",59837
"9924","4","NKu1","99",60288
"9925","5","NKu1","99",70087
"9926","6","NKu1","99",9499
"9927","7","NKu1","99",2252
"9928","NaN","NKu1","99",0
"9929","1","NKu2","99",29265902
"9930","2","NKu2","99",34850
"9931","3","NKu2","99",7590
"9932","4","NKu2","99",17391
"9933","5","NKu2","99",7227
"9934","6","NKu2","99",2093
"9935","7","NKu2","99",636
"9936","NaN","NKu2","99",0
"9937","1","NKu3","99",100010599
"9938","2","NKu3","99",1765059
"9939","3","NKu3","99",136305
"9940","4","NKu3","99",266628
"9941","5","NKu3","99",3328990
"9942","6","NKu3","99",115342
"9943","7","NKu3","99",61395
"9944","NaN","NKu3","99",0
"9945","1","NKu4","99",120210613
"9946","2","NKu4","99",1855687
"9947","3","NKu4","99",835646
"9948","4","NKu4","99",211518
"9949","5","NKu4","99",1422911
"9950","6","NKu4","99",6915
"9951","7","NKu4","99",42796
"9952","NaN","NKu4","99",0
"9953","1","NOTVEG","99",2153933
"9954","2","NOTVEG","99",67270
"9955","3","NOTVEG","99",18759
"9956","4","NOTVEG","99",43548
"9957","5","NOTVEG","99",32980
"9958","6","NOTVEG","99",10314
"9959","7","NOTVEG","99",821
"9960","NaN","NOTVEG","99",4294
"9961","1","SKk1","99",4167125
"9962","2","SKk1","99",6335
"9963","3","SKk1","99",16
"9964","4","SKk1","99",6944
"9965","5","SKk1","99",93
"9966","6","SKk1","99",3922
"9967","7","SKk1","99",0
"9968","NaN","SKk1","99",0
"9969","1","SKk2","99",322887
"9970","2","SKk2","99",1067
"9971","3","SKk2","99",0
"9972","4","SKk2","99",418
"9973","5","SKk2","99",0
"9974","6","SKk2","99",392
"9975","7","SKk2","99",0
"9976","NaN","SKk2","99",0
"9977","1","SKk3","99",3247074
"9978","2","SKk3","99",17600
"9979","3","SKk3","99",621
"9980","4","SKk3","99",7443
"9981","5","SKk3","99",19842
"9982","6","SKk3","99",9422
"9983","7","SKk3","99",213
"9984","NaN","SKk3","99",0
"9985","1","SKk4","99",2448431
"9986","2","SKk4","99",5209
"9987","3","SKk4","99",232
"9988","4","SKk4","99",3502
"9989","5","SKk4","99",1097
"9990","6","SKk4","99",335
"9991","7","SKk4","99",64
"9992","NaN","SKk4","99",0
"9993","1","SKk5","99",2072942
"9994","2","SKk5","99",82368
"9995","3","SKk5","99",1848
"9996","4","SKk5","99",27877
"9997","5","SKk5","99",264073
"9998","6","SKk5","99",21023
"9999","7","SKk5","99",1194
"10000","NaN","SKk5","99",0
"10001","1","SKk6","99",142580
"10002","2","SKk6","99",1390
"10003","3","SKk6","99",67
"10004","4","SKk6","99",567
"10005","5","SKk6","99",1990
"10006","6","SKk6","99",2946
"10007","7","SKk6","99",26
"10008","NaN","SKk6","99",0
"10009","1","SKk7","99",327153
"10010","2","SKk7","99",30689
"10011","3","SKk7","99",27037
"10012","4","SKk7","99",12477
"10013","5","SKk7","99",63615
"10014","6","SKk7","99",170
"10015","7","SKk7","99",1893
"10016","NaN","SKk7","99",0
"10017","1","SKk8","99",1425
"10018","2","SKk8","99",870
"10019","3","SKk8","99",0
"10020","4","SKk8","99",5
"10021","5","SKk8","99",4669
"10022","6","SKk8","99",0
"10023","7","SKk8","99",7
"10024","NaN","SKk8","99",0
"10025","1","SKk9","99",350567
"10026","2","SKk9","99",4459
"10027","3","SKk9","99",268
"10028","4","SKk9","99",257
"10029","5","SKk9","99",1289
"10030","6","SKk9","99",0
"10031","7","SKk9","99",74
"10032","NaN","SKk9","99",0
"10033","1","SKn1","99",18355012
"10034","2","SKn1","99",414695
"10035","3","SKn1","99",401
"10036","4","SKn1","99",44027
"10037","5","SKn1","99",124368
"10038","6","SKn1","99",16903
"10039","7","SKn1","99",0
"10040","NaN","SKn1","99",0
"10041","1","SKn2","99",1335509
"10042","2","SKn2","99",8453
"10043","3","SKn2","99",52
"10044","4","SKn2","99",1713
"10045","5","SKn2","99",2076
"10046","6","SKn2","99",528
"10047","7","SKn2","99",0
"10048","NaN","SKn2","99",0
"10049","1","SKn3","99",7227560
"10050","2","SKn3","99",344369
"10051","3","SKn3","99",352
"10052","4","SKn3","99",36512
"10053","5","SKn3","99",150219
"10054","6","SKn3","99",10978
"10055","7","SKn3","99",0
"10056","NaN","SKn3","99",0
"10057","1","SKn4","99",11453165
"10058","2","SKn4","99",482783
"10059","3","SKn4","99",128
"10060","4","SKn4","99",28444
"10061","5","SKn4","99",611497
"10062","6","SKn4","99",25517
"10063","7","SKn4","99",0
"10064","NaN","SKn4","99",0
"10065","1","SKn5","99",1626346
"10066","2","SKn5","99",2999
"10067","3","SKn5","99",6
"10068","4","SKn5","99",2525
"10069","5","SKn5","99",494
"10070","6","SKn5","99",989
"10071","7","SKn5","99",0
"10072","NaN","SKn5","99",0
"10073","1","SKn6","99",978765
"10074","2","SKn6","99",5969
"10075","3","SKn6","99",57
"10076","4","SKn6","99",182
"10077","5","SKn6","99",7012
"10078","6","SKn6","99",1
"10079","7","SKn6","99",0
"10080","NaN","SKn6","99",0
"10081","1","SKn7","99",2269828
"10082","2","SKn7","99",65769
"10083","3","SKn7","99",28
"10084","4","SKn7","99",2384
"10085","5","SKn7","99",153326
"10086","6","SKn7","99",1537
"10087","7","SKn7","99",0
"10088","NaN","SKn7","99",0
"10089","1","SKr1","99",2999354
"10090","2","SKr1","99",598
"10091","3","SKr1","99",55
"10092","4","SKr1","99",765
"10093","5","SKr1","99",0
"10094","6","SKr1","99",231
"10095","7","SKr1","99",0
"10096","NaN","SKr1","99",0
"10097","1","SKr10","99",317856
"10098","2","SKr10","99",563
"10099","3","SKr10","99",0
"10100","4","SKr10","99",420
"10101","5","SKr10","99",0
"10102","6","SKr10","99",85
"10103","7","SKr10","99",0
"10104","NaN","SKr10","99",0
"10105","1","SKr11","99",320301
"10106","2","SKr11","99",210
"10107","3","SKr11","99",0
"10108","4","SKr11","99",2455
"10109","5","SKr11","99",0
"10110","6","SKr11","99",222
"10111","7","SKr11","99",0
"10112","NaN","SKr11","99",0
"10113","1","SKr12","99",1529742
"10114","2","SKr12","99",272
"10115","3","SKr12","99",2
"10116","4","SKr12","99",202
"10117","5","SKr12","99",0
"10118","6","SKr12","99",148
"10119","7","SKr12","99",0
"10120","NaN","SKr12","99",0
"10121","1","SKr13","99",1804579
"10122","2","SKr13","99",867
"10123","3","SKr13","99",6
"10124","4","SKr13","99",1094
"10125","5","SKr13","99",0
"10126","6","SKr13","99",144
"10127","7","SKr13","99",0
"10128","NaN","SKr13","99",0
"10129","1","SKr14","99",913039
"10130","2","SKr14","99",518
"10131","3","SKr14","99",0
"10132","4","SKr14","99",230
"10133","5","SKr14","99",0
"10134","6","SKr14","99",121
"10135","7","SKr14","99",0
"10136","NaN","SKr14","99",0
"10137","1","SKr15","99",500760
"10138","2","SKr15","99",87480
"10139","3","SKr15","99",0
"10140","4","SKr15","99",139
"10141","5","SKr15","99",16068
"10142","6","SKr15","99",1
"10143","7","SKr15","99",0
"10144","NaN","SKr15","99",0
"10145","1","SKr16","99",1080838
"10146","2","SKr16","99",240
"10147","3","SKr16","99",31
"10148","4","SKr16","99",355
"10149","5","SKr16","99",0
"10150","6","SKr16","99",648
"10151","7","SKr16","99",0
"10152","NaN","SKr16","99",0
"10153","1","SKr17","99",649165
"10154","2","SKr17","99",561
"10155","3","SKr17","99",0
"10156","4","SKr17","99",772
"10157","5","SKr17","99",0
"10158","6","SKr17","99",1366
"10159","7","SKr17","99",0
"10160","NaN","SKr17","99",0
"10161","1","SKr18","99",2030905
"10162","2","SKr18","99",3043
"10163","3","SKr18","99",141
"10164","4","SKr18","99",953
"10165","5","SKr18","99",5
"10166","6","SKr18","99",9405
"10167","7","SKr18","99",0
"10168","NaN","SKr18","99",0
"10169","1","SKr19","99",919286
"10170","2","SKr19","99",1449
"10171","3","SKr19","99",953
"10172","4","SKr19","99",2058
"10173","5","SKr19","99",8
"10174","6","SKr19","99",6128
"10175","7","SKr19","99",26
"10176","NaN","SKr19","99",0
"10177","1","SKr2","99",478328
"10178","2","SKr2","99",193
"10179","3","SKr2","99",0
"10180","4","SKr2","99",1715
"10181","5","SKr2","99",0
"10182","6","SKr2","99",48
"10183","7","SKr2","99",0
"10184","NaN","SKr2","99",0
"10185","1","SKr3","99",426844
"10186","2","SKr3","99",49
"10187","3","SKr3","99",20
"10188","4","SKr3","99",23
"10189","5","SKr3","99",0
"10190","6","SKr3","99",0
"10191","7","SKr3","99",0
"10192","NaN","SKr3","99",0
"10193","1","SKr4","99",2067903
"10194","2","SKr4","99",17893
"10195","3","SKr4","99",0
"10196","4","SKr4","99",2110
"10197","5","SKr4","99",0
"10198","6","SKr4","99",2656
"10199","7","SKr4","99",0
"10200","NaN","SKr4","99",0
"10201","1","SKr5","99",45913
"10202","2","SKr5","99",0
"10203","3","SKr5","99",0
"10204","4","SKr5","99",0
"10205","5","SKr5","99",0
"10206","6","SKr5","99",0
"10207","7","SKr5","99",0
"10208","NaN","SKr5","99",0
"10209","1","SKr6","99",164558
"10210","2","SKr6","99",114
"10211","3","SKr6","99",0
"10212","4","SKr6","99",0
"10213","5","SKr6","99",0
"10214","6","SKr6","99",10
"10215","7","SKr6","99",0
"10216","NaN","SKr6","99",0
"10217","1","SKr7","99",816386
"10218","2","SKr7","99",204
"10219","3","SKr7","99",1
"10220","4","SKr7","99",1194
"10221","5","SKr7","99",0
"10222","6","SKr7","99",89
"10223","7","SKr7","99",0
"10224","NaN","SKr7","99",0
"10225","1","SKr8","99",126276
"10226","2","SKr8","99",51
"10227","3","SKr8","99",67
"10228","4","SKr8","99",0
"10229","5","SKr8","99",0
"10230","6","SKr8","99",0
"10231","7","SKr8","99",0
"10232","NaN","SKr8","99",0
"10233","1","SKr9","99",8163
"10234","2","SKr9","99",0
"10235","3","SKr9","99",0
"10236","4","SKr9","99",0
"10237","5","SKr9","99",0
"10238","6","SKr9","99",0
"10239","7","SKr9","99",0
"10240","NaN","SKr9","99",0
"10241","1","SKs1","99",777519
"10242","2","SKs1","99",39678
"10243","3","SKs1","99",495
"10244","4","SKs1","99",8431
"10245","5","SKs1","99",0
"10246","6","SKs1","99",443930
"10247","7","SKs1","99",0
"10248","NaN","SKs1","99",0
"10249","1","SKs10","99",334996
"10250","2","SKs10","99",5319
"10251","3","SKs10","99",0
"10252","4","SKs10","99",757
"10253","5","SKs10","99",0
"10254","6","SKs10","99",0
"10255","7","SKs10","99",0
"10256","NaN","SKs10","99",0
"10257","1","SKs11","99",716713
"10258","2","SKs11","99",288
"10259","3","SKs11","99",0
"10260","4","SKs11","99",387
"10261","5","SKs11","99",0
"10262","6","SKs11","99",60
"10263","7","SKs11","99",0
"10264","NaN","SKs11","99",0
"10265","1","SKs12","99",1058810
"10266","2","SKs12","99",76421
"10267","3","SKs12","99",48
"10268","4","SKs12","99",4448
"10269","5","SKs12","99",34279
"10270","6","SKs12","99",366
"10271","7","SKs12","99",450
"10272","NaN","SKs12","99",0
"10273","1","SKs13","99",270377
"10274","2","SKs13","99",57159
"10275","3","SKs13","99",661
"10276","4","SKs13","99",6160
"10277","5","SKs13","99",167083
"10278","6","SKs13","99",195
"10279","7","SKs13","99",1189
"10280","NaN","SKs13","99",0
"10281","1","SKs14","99",1610036
"10282","2","SKs14","99",103669
"10283","3","SKs14","99",259
"10284","4","SKs14","99",9953
"10285","5","SKs14","99",360470
"10286","6","SKs14","99",12826
"10287","7","SKs14","99",151
"10288","NaN","SKs14","99",0
